,topology_carcinoma_10_clean.csv,topology_dysplasia_18_clean.csv,topology_ad_carcinoma_2_clean.csv,topology_carcinoma_2_clean.csv,topology_ad_carcinoma_10_clean.csv,topology_ad_carcinoma_9_clean.csv,topology_dysplasia_5_clean.csv,topology_ad_carcinoma_3_clean.csv,topology_dysplasia_14_clean.csv,topology_ad_carcinoma_1_clean.csv,topology_dysplasia_13_clean.csv,topology_dysplasia_17_clean.csv,topology_carcinoma_8_clean.csv,topology_dysplasia_10_clean.csv,topology_carcinoma_20_clean.csv,topology_dysplasia_11_clean.csv,topology_ad_carcinoma_8_clean.csv,topology_carcinoma_13_clean.csv,topology_ad_carcinoma_4_clean.csv,topology_ad_carcinoma_12_clean.csv,topology_carcinoma_4_clean.csv,topology_ad_carcinoma_15_clean.csv,topology_ad_carcinoma_5_clean.csv,topology_ad_dysplasia_8_clean.csv,topology_dysplasia_7_clean.csv,topology_carcinoma_17_clean.csv,topology_dysplasia_19_clean.csv,topology_carcinoma_5_clean.csv,topology_dysplasia_8_clean.csv,topology_carcinoma_7_clean.csv,topology_carcinoma_19_clean.csv,topology_ad_carcinoma_11_clean.csv,topology_carcinoma_18_clean.csv,topology_carcinoma_11_clean.csv,topology_carcinoma_16_clean.csv,topology_dysplasia_12_clean.csv,topology_ad_dysplasia_1_clean.csv,topology_dysplasia_1_clean.csv,topology_ad_dysplasia_3_clean.csv,topology_ad_carcinoma_6_clean.csv,topology_dysplasia_16_clean.csv,topology_dysplasia_15_clean.csv,topology_dysplasia_4_clean.csv,topology_ad_dysplasia_2_clean.csv,topology_ad_carcinoma_7_clean.csv,topology_ad_carcinoma_13_clean.csv,topology_ad_dysplasia_6_clean.csv,topology_ad_dysplasia_9_clean.csv,topology_carcinoma_3_clean.csv,topology_carcinoma_6_clean.csv,topology_ad_dysplasia_4_clean.csv,topology_dysplasia_6_clean.csv,topology_ad_dysplasia_10_clean.csv,topology_ad_dysplasia_5_clean.csv,topology_carcinoma_14_clean.csv,topology_carcinoma_12_clean.csv,topology_carcinoma_15_clean.csv,topology_carcinoma_1_clean.csv
topology_carcinoma_10_clean.csv,0.0,26249.16532670762,24989.320719415235,3834.6598271243834,25599.385436174092,24314.724073548645,6480.188165640247,24374.730944487445,23738.659809801087,24405.57010547509,12717.038887808676,15123.020899905958,7919.49099443149,5552.908932777132,8987.729461362258,9972.74826871897,28374.64371602684,8400.54467678985,28325.88010456366,25672.143298111092,3436.7999367981033,23996.404025183783,28855.18755745275,38497.433055511756,8532.568678558142,10597.495642027417,18166.921231247226,2648.6494439811017,8759.798291407442,6277.2756663563905,2820.668578019485,19613.877617684273,4373.5700783571965,4781.4534181287145,1970.0357313373763,13086.11250342748,14927.084104745412,2697.3743540769983,27352.602056087373,32441.998245716724,31656.603998440154,22684.396701292037,2590.98716399281,24851.737542877425,30327.377750792737,31137.186472808145,29284.232142921115,36661.28227340955,10201.428561457336,7740.1463538957205,29887.485848944605,8073.620093028621,17844.47862484579,31652.782610204653,18021.5601040254,9935.294397604866,6650.163420573976,5442.561343858334
topology_dysplasia_18_clean.csv,26249.16532670762,0.0,12983.395901820219,24654.960084907623,16643.60864488141,16430.47957858566,20043.283887253623,16462.546993741966,2676.627579177308,16135.099680394133,14340.331845016273,11643.186834806946,19104.886211477537,22994.007829703194,21535.705703239222,16367.488045402595,18473.97369136567,19284.32322729669,15329.089385436679,8529.432295915978,23993.540698582005,4826.579657520761,17254.11030657414,12266.868303669491,22141.63525739741,16274.564397144577,8148.972335205206,25230.965706194514,21058.996856388792,20096.16414901519,26843.14696477708,9635.683867043892,23758.128403360766,23350.475135691224,27473.953551870214,13597.831480523677,16455.17741791099,25237.012691992513,4672.519629482006,10510.107482723603,5439.819087214384,3943.8818468853356,25622.328271715396,7477.648330453275,15633.278906891388,11673.343597296787,4708.826743567883,10594.911820153042,16137.99382730553,23513.433724236133,6658.289678327574,21833.053232466315,14544.291261901722,9692.39760574749,10433.306427890966,20677.909130171454,23989.520099914782,23554.166341532466
topology_ad_carcinoma_2_clean.csv,24989.320719415235,12983.395901820219,0.0,22365.228359379962,4234.162350839003,4746.548492978262,18619.26914294917,4893.0624635977065,11602.673564575633,3738.537844771814,12640.702311094568,11301.631925726737,17291.93976003505,20027.11019656938,17405.22613920516,16065.196021693326,5607.643290677628,16613.913686092186,3448.4611057704715,4810.224244216892,21686.154886913122,8689.963990922091,4735.033431341914,20643.191376643015,18036.184838326924,14470.254229663637,14852.184382007214,22941.3159607759,17245.687170054945,19074.281775010306,26806.025154665407,7065.823356106743,25325.87502032379,20405.165360179813,26844.85703039915,14349.782339413923,10611.86649223547,23265.084228052063,9667.158055760176,11743.071998394535,13909.148857752192,10859.153716844688,24198.98895638687,5857.314182893103,5352.521796439687,8594.57072478343,12124.397498865113,18851.95979779075,16372.510974495197,20056.69666213543,11346.156487703294,18299.8203137023,7641.286804112187,11683.860630953268,7828.715409410805,15683.18787156342,20120.286066578483,20684.071288650797
topology_carcinoma_2_clean.csv,3834.6598271243834,24654.960084907623,22365.228359379962,0.0,22545.311789175037,21288.47552359596,5418.5600048930155,21451.773276664968,22130.665464226855,21388.87332701328,10790.6060991387,13481.830637111632,6733.930784702723,2869.550694056227,5479.105526880472,8369.790855282703,25218.441449501075,6216.030347642459,25572.75965822741,23591.108084679934,2922.5787363058294,22535.656145780646,25885.927431587228,36896.96297572937,4955.6281981670645,8558.568988192212,17160.088374426454,1766.9268700755347,5386.0546702351985,5047.238111035628,6505.444827943224,18040.81004296381,7940.382942686829,3389.696663943113,5439.7004902106655,12287.385587728251,12456.68585772359,1265.4032217929293,25702.277352014044,30574.01894374943,30054.9443949759,21114.66505762811,2199.962818923521,22942.400129340756,27678.41840280284,28978.228847338876,27757.963082379916,35131.26865777959,8631.263071615362,3944.588748096577,28198.8554265014,4588.647329582945,15333.087796149912,29808.74723741534,16016.0802188035,6805.538058530458,2944.4854934655905,1872.126999551192
topology_ad_carcinoma_10_clean.csv,25599.385436174092,16643.60864488141,4234.162350839003,22545.311789175037,0.0,1383.993977814415,19474.894529563673,1490.3872585894771,14928.668340605764,1569.9517135706478,14085.810912395607,13181.721066434338,18213.16914157391,20247.194346781394,17189.403414254943,17358.419637317074,2941.892559343092,17318.93261167082,4221.491404787746,8934.623985744502,22228.180994961047,12495.851121577718,3507.3344492791334,24189.266511306403,17745.468285278028,15440.598479589327,17683.607855798986,23251.362907634444,17188.502737384846,19923.45084066698,27630.589340919145,9808.870507426725,26482.808531330098,20871.237476920986,27458.621270550662,16403.963237977176,10840.060206019292,23588.398809961658,13812.273525110913,15273.182941361723,17776.836149995484,14088.565105020598,24517.13778062495,9545.322702445405,6887.540101758856,12049.619127961081,16308.92876618983,22456.505794861772,17701.88980532563,19654.61223525218,15036.994621622005,18050.38409536853,8198.767176643223,15228.1702316759,9968.849306325757,15822.017364444764,20000.422519301734,20722.618545527348
topology_ad_carcinoma_9_clean.csv,24314.724073548645,16430.47957858566,4746.548492978262,21288.47552359596,1383.993977814415,0.0,18227.45430339928,787.9214073017096,14558.772502953054,1720.8373043013544,12922.523332857609,12237.169421350722,16975.1962633905,18964.214458370403,15940.023610247043,16178.897417541228,4131.283305756275,16068.081527578113,5398.1350857289235,9223.272904859037,20955.96455031971,12398.262304386744,4779.440558920704,25318.47832236239,16510.101054919665,14257.29639325446,16963.499119002285,21971.991279110458,15942.274677968191,18671.14531228568,26358.751399358334,9163.128906265714,25252.901988615053,19587.862790888204,26179.544339821834,15378.484130192135,9562.499389393812,22303.02010503122,14133.778383261331,16398.596157917622,18529.984689986162,13600.345980021488,23232.86962859913,10254.107480566752,8107.735571848971,13177.00399946361,16589.175622269977,23511.88651859637,16532.769389802335,18430.9378557625,16009.11380757342,16829.390122354693,6986.550552196532,16354.958433735943,9047.558917954926,14543.148352121112,18750.08726716689,19471.21128982654
topology_dysplasia_5_clean.csv,6480.188165640247,20043.283887253623,18619.26914294917,5418.5600048930155,19474.894529563673,18227.45430339928,0.0,18361.950399958772,17530.621748897338,18325.541736802123,6269.2458047516375,8919.204261425377,1601.0275880297324,3601.121395310818,5911.29778356231,3773.722895709242,22327.119105248254,2259.269360326388,21976.50433287107,19229.668893192298,4072.6543899569588,17743.43238378161,22629.768598794886,32285.358293723675,5899.007404594182,4189.658475845726,12065.517312108512,5269.700104777745,5155.249404738009,842.7174707177136,8318.13439544178,13384.114447296213,7098.9270679980045,3419.247219231485,8329.327842302519,6921.151640139462,9045.216428465565,5413.526165589291,21011.067444644035,26034.627723008467,25448.226116693935,16480.06311594721,6107.464119577473,18437.483740524705,23932.00953699411,24683.780506278712,23045.544703211846,30479.827615654336,4079.3037230917685,7312.652202593273,23532.13964173436,5920.626809308496,11706.454021721607,25246.290276699976,11572.082721993713,4823.646312640241,5446.443204409975,4928.6391388285065
topology_ad_carcinoma_3_clean.csv,24374.730944487445,16462.546993741966,4893.0624635977065,21451.773276664968,1490.3872585894771,787.9214073017096,18361.950399958772,0.0,14711.678427796007,1681.031845361844,13094.433654685754,12570.130447619447,17010.174262078577,19038.78665338102,16119.975456368933,16364.356539072383,4105.025454489099,16240.398770719492,5525.966394714582,9236.399952053109,21099.35977103665,12067.717663406998,4805.5612424196415,25468.63165077006,16678.167945106194,14459.782722630329,16903.59086213376,22049.244725954482,16127.884520377876,18828.92884983202,26470.405818547537,9088.839273037718,25342.617580159433,19719.44836814227,26281.49295245586,15493.726561875985,9589.342414135908,22383.31381024259,14088.275455358862,16553.75832484529,18689.304135227532,13727.667789439001,23293.26240177146,10443.216776457228,8175.054986735547,13335.83577747277,16310.630068654971,23624.464489154525,16681.50007992621,18658.454881438684,16168.367200409843,17064.021217108402,7017.457814185711,16513.37361389364,9140.371928198856,14689.39493694981,18922.95583059759,19644.199150045613
topology_dysplasia_14_clean.csv,23738.659809801087,2676.627579177308,11602.673564575633,22130.665464226855,14928.668340605764,14558.772502953054,17530.621748897338,14711.678427796007,0.0,14442.826607397254,11826.130415431611,9054.698750699152,16593.347645618385,20481.588017095797,19001.78596047874,13856.143139888813,17114.75652520015,16764.043897853913,14205.170252987937,7598.967378995976,21472.303295473917,3647.495610552843,16020.616477905935,14779.707747123635,19616.421257155227,13749.201162381984,5902.5035030450235,22712.845834797976,18524.908631455266,17582.49863918381,24333.33002843392,7411.238115484227,21279.492261386597,20833.21247113933,24968.123684567665,11090.797218837268,13947.331260932518,22723.217822300514,5191.45010496571,11279.58075852362,7950.818075498252,1404.9033330361929,23114.986890518212,6269.362918351818,14832.251726419789,11664.969557868164,6369.328708614572,13033.139532111185,13641.76360009283,20934.105451318483,7663.116031060268,19248.21231446517,12086.363884456618,10386.59606761431,7946.689859654883,18153.47888512844,21467.280626995092,21034.709300345792
topology_ad_carcinoma_1_clean.csv,24405.57010547509,16135.099680394133,3738.537844771814,21388.87332701328,1569.9517135706478,1720.8373043013544,18325.541736802123,1681.031845361844,14442.826607397254,0.0,13059.8881919382,12418.513945759254,17078.583377641356,19065.02990493269,16083.220285183623,16308.356621648343,4018.278001282786,16158.161064489734,4961.4554648752,8267.610533814232,21036.02495932457,11877.079970103809,4569.846934480574,24219.88743495613,16651.87722020996,14373.662687947373,17015.51874742276,22056.20182338335,16063.024415335269,18762.531594284916,26449.812153522867,9177.598113591413,25355.05379600149,19669.56664804836,26265.294831278432,15521.510616169513,9656.196282754121,22397.940246008602,13121.481229965808,15335.882141695198,17538.153629881406,13519.153705313503,23325.529598474746,9456.887106522816,7457.865964281361,12170.151581030155,15564.228167708707,22425.27996980343,16669.180406549156,18614.32376121796,14916.75045802853,16978.875212753814,7109.953560343814,15260.31232171227,9146.151630103572,14628.417980104972,18887.402248810424,19593.2422066063
