,topology_carcinoma_20_clean_mieloides.csv,topology_carcinoma_17_clean_mieloides.csv,topology_carcinoma_6_clean_mieloides.csv,topology_carcinoma_13_clean_mieloides.csv,topology_dysplasia_17_clean_mieloides.csv,topology_carcinoma_19_clean_mieloides.csv,topology_dysplasia_16_clean_mieloides.csv,topology_carcinoma_9_clean_mieloides.csv,topology_dysplasia_15_clean_mieloides.csv,topology_carcinoma_2_clean_mieloides.csv,topology_ad_dysplasia_3_clean_mieloides.csv,topology_dysplasia_7_clean_mieloides.csv,topology_carcinoma_8_clean_mieloides.csv,topology_dysplasia_2_clean_mieloides.csv,topology_dysplasia_18_clean_mieloides.csv,topology_carcinoma_11_clean_mieloides.csv,topology_ad_carcinoma_15_clean_mieloides.csv,topology_dysplasia_8_clean_mieloides.csv,topology_ad_dysplasia_8_clean_mieloides.csv,topology_carcinoma_15_clean_mieloides.csv,topology_dysplasia_3_clean_mieloides.csv,topology_ad_dysplasia_9_clean_mieloides.csv,topology_dysplasia_14_clean_mieloides.csv,topology_ad_carcinoma_11_clean_mieloides.csv,topology_ad_dysplasia_5_clean_mieloides.csv,topology_dysplasia_5_clean_mieloides.csv,topology_dysplasia_4_clean_mieloides.csv,topology_dysplasia_13_clean_mieloides.csv,topology_dysplasia_11_clean_mieloides.csv,topology_ad_carcinoma_13_clean_mieloides.csv,topology_ad_carcinoma_9_clean_mieloides.csv,topology_ad_carcinoma_4_clean_mieloides.csv,topology_carcinoma_10_clean_mieloides.csv,topology_ad_carcinoma_7_clean_mieloides.csv,topology_ad_carcinoma_5_clean_mieloides.csv,topology_carcinoma_16_clean_mieloides.csv,topology_dysplasia_19_clean_mieloides.csv,topology_dysplasia_10_clean_mieloides.csv,topology_dysplasia_1_clean_mieloides.csv,topology_ad_dysplasia_1_clean_mieloides.csv,topology_carcinoma_7_clean_mieloides.csv,topology_ad_carcinoma_3_clean_mieloides.csv,topology_ad_dysplasia_4_clean_mieloides.csv,topology_carcinoma_4_clean_mieloides.csv,topology_ad_carcinoma_1_clean_mieloides.csv,topology_ad_dysplasia_7_clean_mieloides.csv,topology_ad_carcinoma_10_clean_mieloides.csv,topology_ad_carcinoma_8_clean_mieloides.csv,topology_dysplasia_6_clean_mieloides.csv,topology_ad_dysplasia_6_clean_mieloides.csv,topology_ad_carcinoma_14_clean_mieloides.csv,topology_ad_carcinoma_12_clean_mieloides.csv,topology_ad_carcinoma_6_clean_mieloides.csv,topology_ad_dysplasia_10_clean_mieloides.csv,topology_ad_dysplasia_2_clean_mieloides.csv,topology_carcinoma_5_clean_mieloides.csv,topology_carcinoma_3_clean_mieloides.csv,topology_carcinoma_18_clean_mieloides.csv,topology_carcinoma_14_clean_mieloides.csv,topology_dysplasia_12_clean_mieloides.csv,topology_dysplasia_9_clean_mieloides.csv,topology_carcinoma_12_clean_mieloides.csv,topology_carcinoma_1_clean_mieloides.csv,topology_ad_carcinoma_2_clean_mieloides.csv
topology_carcinoma_20_clean_mieloides.csv,0.0,910.1954348909337,920.0406718833948,934.4952729745914,1549.276288219854,1330.9119187772728,1369.2957226633237,1167.9893448942753,1455.7412813374558,1436.9307117955218,1197.3642248533033,1575.8845686479212,1231.9984049165296,1200.3794407163798,1436.6631662591703,1076.9744635973577,1337.0911846457752,1534.7554980737875,1452.1268686281367,1046.017167451305,1769.8816586891176,1416.7551473207075,1394.258333529814,1517.6503959566987,1376.5113116172115,1120.1229768264666,1959.0546248041321,1273.8002841640746,1054.067772985239,1259.333875049539,1179.6816116089742,1451.4878522058507,970.1633793079344,1233.108461419958,1197.5804959290517,1236.1326890493146,1642.8306106746393,1505.3397451990186,888.2932879058487,926.3536574904831,901.4146194795562,1025.6385917926693,1365.975305804776,1489.634180304352,1538.114497127667,1221.6716207142176,1004.5495632415807,1155.33410330383,1393.6135216316738,1188.4611208192466,1297.6658842692104,1480.4808297996751,1395.8988451875782,898.6752856128325,1084.555687121059,2506.496503334918,923.6259303240818,1049.0192754373334,1383.3738897058472,1521.0731585299618,1606.170323546706,1202.432288040902,1301.4394864478088,1236.9401487330395
topology_carcinoma_17_clean_mieloides.csv,910.1954348909337,0.0,948.852436361457,729.6780668730306,1177.6268848330517,1433.7099077614575,981.0053451273665,1081.0972940106994,1100.2417123722294,1475.9949689759273,916.3202409676608,1255.0788398368081,898.1098378027942,1303.6245513713125,1063.1219136202326,769.2733247313648,987.0818026669623,1232.2614794012925,1074.8157309046055,1323.69260705604,1646.7710239500336,1038.9821134143099,1046.8519990078878,1167.0555755237533,960.507402974802,822.4707990731085,1719.8044459883342,1028.4184558758402,956.1638354083304,880.0314905193621,787.0012489601661,1002.6885206451353,1166.455291930646,862.3396453567749,867.3464181918488,1412.7673701446993,1325.8563523379314,1236.579767778259,1034.4608107908964,618.4762466003801,824.3831128246659,931.3244348752241,988.9996804290203,1569.3122221626616,1137.0967488935564,721.6005826693365,878.8169907534921,747.4402460712414,1206.8801652564664,856.3974651730525,1013.8060835918908,1110.6722142942795,1022.8369828744206,568.813960279123,740.7245609555592,2324.9877742349813,839.010293566871,1033.8559821337583,975.908144684216,1362.5739294831308,1664.6376867362062,858.8527323724302,1141.1581028967928,859.1579293906141
topology_carcinoma_6_clean_mieloides.csv,920.0406718833948,948.852436361457,0.0,1068.1728486362504,1180.5310776771084,1146.3296798439296,1087.0860605380342,1358.6198675923247,1159.5453093059566,1791.896101421267,980.6312056468344,1149.3957363889383,1325.4585828955264,1084.4907851560142,1189.4374858428018,1125.8525621592753,1056.1744976610312,1148.31603589568,1201.0135244377982,1098.8487337737972,1315.5240764935081,1185.568084275066,1046.7308918329381,1119.2614005401774,1153.0548976615094,894.9870151570703,1485.3311856834705,1042.053220013578,771.5405780927146,1030.7673087059127,964.2401113174108,1258.3306649565113,1196.8697073723595,1135.6649822837085,1050.9092243240561,1519.9992604105053,1254.761069704055,1071.114579189677,998.4508522803552,1041.6221728090402,956.255028285623,820.3876211504987,1136.8875103769433,1712.852517514631,1389.844442737712,1001.9272018323082,899.6062285495905,1175.4927990785845,1025.1574349313191,1033.6490494351847,986.5535070962802,1172.053822438018,1160.0952332259146,924.7211219045114,1010.1101350856078,2767.798283379657,899.355927246744,833.8881849739648,1264.6913986908787,1128.5426638385877,1256.5231440422108,1340.3867523995177,1587.6263065172818,1017.7592712838888
topology_carcinoma_13_clean_mieloides.csv,934.4952729745914,729.6780668730306,1068.1728486362504,0.0,1370.0060959383018,1564.5500047801524,1188.8924025332412,1037.1379200920917,1265.6748912800024,1489.2700305660546,1046.7728745290074,1473.6055746969196,962.9986593251183,1437.2183661556178,1233.1688820358183,816.9317435535344,1167.4175929685925,1412.1966860294283,1220.4331221970829,1442.9002133625988,1808.0816667474705,1175.163409808846,1256.6081687571248,1365.9129683080384,1100.1523551634893,1026.4921390019067,1888.3085909578672,1243.722720864752,1057.9527704471964,1080.2613899937105,1002.0768811091239,1192.0572684914966,1242.246238309752,982.6863100495314,1025.2236051234888,1458.3058839271393,1510.2834500219305,1446.2009322017352,1054.3953190978862,732.8235819740195,979.4228620063965,1053.7935213861583,1109.7024838743412,1573.4311561980248,1268.8952066672036,921.6521755821451,1068.8276209209816,940.0433416349074,1395.0424595794386,941.2655524035123,1150.5776979511202,1255.2516057762962,1166.9847628858538,695.0957196267149,857.0687137504406,2312.380653146356,1010.6329135682096,1181.4578385438726,1068.4957823537184,1467.81926620537,1789.8742145875678,904.4416211529233,1048.2088616915655,1057.038296056027
topology_dysplasia_17_clean_mieloides.csv,1549.276288219854,1177.6268848330517,1180.5310776771084,1370.0060959383018,0.0,1225.3377799873474,251.86840855609034,1849.8460129981056,193.8999468095107,2358.3917471413392,503.8038235459494,477.78953173310464,1606.5074618789924,1239.6725558995618,341.06337421856756,1352.605337687504,374.03770318176066,366.2767281572213,242.21678520836537,1768.5849672463694,736.7018121352312,347.8628742904358,300.71724713286386,192.60213687875125,424.19330422686005,986.5008731843661,816.833883602727,677.860620514034,834.5221307675142,461.8750382799791,635.453079723047,732.399105774449,1855.749746014904,783.4873154724853,644.1741054591026,2163.1252554218618,251.45126558997575,544.1441834147361,1589.6184309113673,1276.3173363515796,1070.9476754380692,920.8878516583111,394.9378732703942,2509.69090423567,874.2403442014802,789.7690975165051,945.9034640388604,1325.1765676927196,494.5361127878877,519.1795493129772,450.6195044443838,211.25245821002662,304.84851762144103,1107.9004077745585,719.87016252276,3313.5236021461333,902.4503234112583,830.4437649361221,956.4724757007309,759.910568764083,953.9078328018122,1590.2509033196745,2048.062235217937,544.429693090452
topology_carcinoma_19_clean_mieloides.csv,1330.9119187772728,1433.7099077614575,1146.3296798439296,1564.5500047801524,1225.3377799873474,0.0,1148.076809498111,1900.3464350593977,1193.5366020203949,2295.8377764550078,1126.8504484519003,1130.6358445735168,1799.2698350753678,1171.5707417811482,1270.3185536979556,1559.67817077779,1165.7831144898935,1227.0847045979108,1267.7415063882236,1247.1126393735567,1074.4001463150753,1256.7281648380626,1128.4263098209283,1193.4919732468193,1224.0792994259784,1250.8834079480678,1374.761134781286,1027.5536901810156,957.5787239349081,1138.4585786436703,1174.423498241377,1325.10656579612,1560.2039162851152,1299.8098722714606,1163.210602247235,1916.2684880948025,1253.2146110600631,969.9220120724004,1276.5169712489696,1601.0754921067437,1213.9969073559396,873.4558977420538,1273.9449918421371,2171.427652356019,1475.1248181937497,1343.5093958068824,1096.9879682181706,1565.8958093467304,1063.7332896128528,1145.237070061265,1093.9449969573009,1244.8713277812042,1245.648787511471,1469.0119403759593,1319.255368545335,3279.9415967156283,1072.624263470581,1016.9511531476827,1492.6930101129035,955.249710753199,1076.6819141776452,1810.3624650145914,2078.013865820344,1077.126462684257
topology_dysplasia_16_clean_mieloides.csv,1369.2957226633237,981.0053451273665,1087.0860605380342,1188.8924025332412,251.86840855609034,1148.076809498111,0.0,1670.2744276036096,230.18831180816284,2179.460304418513,348.6093638194094,505.41175829706765,1414.650724884581,1125.419102349968,206.90846241398285,1181.4218267747985,222.59342956343687,430.21163552376805,162.76067532297236,1621.0296582549315,824.5371518167597,221.5360916757607,229.25613876066444,242.61052568908266,333.91169451388237,968.1412084831737,902.289324201166,596.6664160620728,749.5377259558943,277.7501262546218,527.6907412580122,600.8068193048123,1672.144933182034,626.6041248709832,450.97428009864575,1999.7211725589164,400.79698664896597,558.8337592468108,1419.443413440118,1109.4969552976545,939.9104464537372,734.950433352283,267.3911748927185,2325.222932881292,744.697012169826,709.6881891143819,781.1262115506688,1130.4593230691353,508.0808271498349,379.2909387537877,408.0517373816881,186.23923380601275,193.35308573814547,922.7086928607416,568.5237802402049,3136.052349293938,720.7847304258648,780.651742672588,848.5867296331128,713.2881306651894,987.2209454882752,1387.591111972733,1840.2420791240902,355.6399343865734
topology_carcinoma_9_clean_mieloides.csv,1167.9893448942753,1081.0972940106994,1358.6198675923247,1037.1379200920917,1849.8460129981056,1900.3464350593977,1670.2744276036096,0.0,1774.01427982287,1233.631302607093,1530.4161092210456,1865.4220345339324,1011.4311173384765,1577.8550784979036,1756.5997302376834,1023.2865143571564,1643.2521730419337,1888.3793449865827,1761.606906962215,1639.4594654091816,2206.037455265549,1676.5130338133456,1708.7893775981445,1841.474623483199,1633.3119592743626,1292.3112065551236,2327.978639348461,1624.1847395003394,1355.9254234402729,1542.710364477026,1458.6153951372942,1527.2469115668807,1255.1522277316376,1325.1734060089595,1467.427669892179,1289.706425030015,1989.6081269295214,1829.932936841768,1232.5946715228577,990.1487215880811,1310.3061771060125,1409.5208680500523,1637.1264341436406,1245.494625721272,1578.0453495288302,1406.4129046731027,1341.2933711532078,1212.6386261770692,1763.6599113951468,1453.4668550468637,1567.0064275128777,1788.811003610578,1696.643212121017,1067.4231423265358,1317.8668130167323,1987.967789540773,1357.5292272519387,1484.003771265524,1370.7000545972367,1806.4796133481943,2108.4891715725453,915.0815508630067,948.7452487662791,1530.2582041740136
topology_dysplasia_15_clean_mieloides.csv,1455.7412813374558,1100.2417123722294,1159.5453093059566,1265.6748912800024,193.8999468095107,1193.5366020203949,230.18831180816284,1774.01427982287,0.0,2277.576151240101,423.77981855202444,512.6902948528315,1526.5381912590997,1235.0798341330901,244.7605659344561,1287.3735610851281,305.32204508736436,364.0652847487476,163.09498935186917,1710.3889812538405,802.7544007547855,271.64397645716537,277.5163885694315,201.00073420312668,338.35506353376866,996.1355259928248,842.1601043893812,631.3007824289044,821.6379334921178,389.13313800941216,536.9484553337588,625.9807506384021,1785.7820525359534,687.2751896238959,585.9428082827939,2116.4649840189277,328.960901590953,625.2336668561459,1518.3195167851736,1158.6394226159737,1028.4217288826171,883.8226675043089,300.5250131673185,2422.6721713244856,778.7576723789592,795.4990761048566,854.7126606645526,1204.7912007653185,530.8024225809139,445.3476927238183,444.2418442715041,153.6698249849666,212.2098143131276,1030.5795860588892,636.4629442808442,3237.7595110941893,818.7526307255209,813.3125795687819,867.6321808448668,744.5668249233602,969.1045865419601,1502.8479615300162,1960.8635067997598,442.4290360294699
topology_carcinoma_2_clean_mieloides.csv,1436.9307117955218,1475.9949689759273,1791.896101421267,1489.2700305660546,2358.3917471413392,2295.8377764550078,2179.460304418513,1233.631302607093,2277.576151240101,0.0,2020.6720535002878,2383.641928276722,1515.5617791069144,2022.0901257225416,2258.9070567165995,1534.3474889460376,2132.649724826958,2349.708389660472,2279.332498947619,1911.4781569166355,2716.9476495383597,2208.692272568823,2202.8588324147822,2346.8695760797964,2166.084418996297,1731.8248787124326,2830.3960541324227,2127.8034276643875,1874.711900769918,2022.8311242044026,1918.2728684438582,2103.7505509189905,1383.8661090081607,1880.7087783760549,1974.6878335185781,1133.263113583591,2479.08647032565,2353.080698830543,1603.2980741908418,1324.420977372474,1580.0372036283302,1848.1153216595458,2150.974065865181,1405.0126236930741,2171.595730824868,1856.6815147733582,1791.0162913150295,1616.4456541772645,2272.188172853552,1974.9676200900378,2088.441969728574,2306.020227198545,2220.913112525677,1504.8720463597465,1838.9797382011482,1830.6917544535181,1711.8514176367921,1958.7070405366924,1950.1404361628472,2346.3464064881373,2641.3455381346535,1464.0522970893678,1266.3478065966333,2014.9397170769635
