,dysplasia_FA_HN14_2_mieloides_tumorales.csv,carcinoma_FA_HN11A_3_mieloides_tumorales.csv,dysplasia_FA_HN15_1_mieloides_tumorales.csv,carcinoma_FA_HN14_1_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_mieloides_tumorales.csv,dysplasia_FA_HN15_2_mieloides_tumorales.csv,carcinoma_FA_HN11A_1_mieloides_tumorales.csv,carcinoma_FA_HN11A_4_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_mieloides_tumorales.csv,dysplasia_FA_HN15_3_mieloides_tumorales.csv,dysplasia_FA_HN11A_5_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_mieloides_tumorales.csv,carcinoma_FA_HN14_3_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_mieloides_tumorales.csv,dysplasia_FA_HN11A_2_mieloides_tumorales.csv,carcinoma_FA_HN15_2_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN15_2_mieloides_tumorales.csv,carcinoma_FA_HN14_4_mieloides_tumorales.csv,carcinoma_FA_HN14_2_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_mieloides_tumorales.csv,dysplasia_FA_HN15_5_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_4_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_mieloides_tumorales.csv,dysplasia_FA_HN11A_3_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_mieloides_tumorales.csv,carcinoma_FA_HN11A_2_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_mieloides_tumorales.csv,dysplasia_FA_HN14_1_mieloides_tumorales.csv,carcinoma_FA_HN15_1_mieloides_tumorales.csv,carcinoma_FA_HN11A_5_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_mieloides_tumorales.csv,dysplasia_FA_HN11A_4_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_mieloides_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_mieloides_tumorales.csv,dysplasia_FA_HN11A_1_mieloides_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_mieloides_tumorales.csv
stroma_ad_dysplasia_FA_HN14_1_mieloides_tumorales.csv,1064.8139349605508,1098.891894960445,1439.3555801589887,1081.1405086884342,1297.7877780843498,1292.9887261402932,1003.2344056860808,1081.370507894808,566.350850677897,1663.2360101570177,763.1920183409552,740.3902742234454,1743.8268020250564,1234.4406960968636,949.257718778004,1208.376004344432,581.215761010008,1281.4542900639938,1480.6656623652807,749.5475294666563,1215.7626800900382,607.4760062704129,0.0,1032.6745205212533,934.1176557777391,1074.4221961503376,498.15421454793403,553.675677049499,1187.9530825155673,1181.633362093816,783.1274735628473,633.1465454831888,946.6503866809184,450.3216023160747,986.8414299891183,1036.7398967529268,618.6253888997657,693.8633888126185,860.5484766859785
dysplasia_FA_HN11A_3_mieloides_tumorales.csv,1126.5491208013223,899.9975721169853,1023.6326400207709,922.494302308572,1568.5912550709395,1095.4952734467465,876.7823816091648,887.0665710777516,1081.2677282437478,1496.291942500416,875.6717385220179,774.2920128503549,1876.1083459608656,1450.702135262896,1070.6526568824875,1009.1266362672293,931.6542652736586,1215.3025800065689,1060.3944271769228,901.8477709953295,933.7402743319311,1258.48163351347,1032.6745205212533,0.0,1085.57699698759,911.9513907578922,1064.7583726713824,897.6897036015785,1230.2401391397968,1095.8444851291954,995.5246459247421,904.9169498813277,1214.7813648853705,1021.2441312913414,817.743371026605,1107.9245331317522,1140.1602153725955,1149.1148321309188,1197.5370545823725
stroma_ad_carcinoma_FA_HN15_3_mieloides_tumorales.csv,1570.53980639241,1318.9739253173798,1605.6675839415484,1363.474143002308,891.0343043160199,1551.2325433355134,1189.0363117055174,1363.0346986260927,793.950579831325,1584.9913863106565,1299.528006748988,1181.3502179080906,2122.963503286478,1591.318070478907,1310.7061052735896,1135.0999623923617,979.0218655742603,1662.8238105287244,1703.2953359761811,1132.3911758759798,1559.9579104929958,695.412797991856,934.1176557777391,1085.57699698759,0.0,1278.890669974311,868.1081194923405,880.9716645857427,1782.4498878616757,969.7774925316702,834.0998382089026,1037.2363470032312,645.5198481222523,873.5853372682107,1220.2950062339569,648.5582335023021,600.5656979768054,626.1020519352611,973.1149512348577
carcinoma_FA_HN11A_2_mieloides_tumorales.csv,956.4255633459517,780.5455363804849,1134.7597863955841,864.6793831508114,1713.5241735417717,1260.4339133604733,793.7659823741151,854.4453910474545,1064.810564442552,1593.641911184238,853.5888979227491,807.3084853145574,1737.1628579770565,1327.0698196028698,958.7712800880682,1110.6099833044457,1037.2717569656577,1145.1867359856947,1241.4037833862008,932.7722137682374,1013.269362717154,1254.1417084495824,1074.4221961503376,911.9513907578922,1278.890669974311,0.0,1123.4436599946837,995.9293148816123,1244.9236867060247,1137.8069170671304,924.4521823304242,863.115888183514,1205.062670705659,1059.2535881593872,816.1045833118081,1266.0756672115417,1188.3449690749308,1241.0903784112631,1116.5739408300674
stroma_ad_carcinoma_FA_HN14_2_mieloides_tumorales.csv,1075.3530001220918,1130.0143989646872,1519.2566158131738,1083.099709044181,1213.624736105567,1368.8837543001346,1005.2816510051731,1073.0915281709758,479.71343398500494,1741.6348949271273,888.1724339655601,777.5569420627105,1546.0730874914561,987.288117801487,784.6654377442148,1265.4984270114596,606.7551255920329,1169.5465024187492,1505.1833129364486,781.5193824464459,1258.618872058947,599.2788388417134,498.15421454793403,1064.7583726713824,868.1081194923405,1123.4436599946837,0.0,473.4658879164071,1231.5861686561427,1225.5510063860454,798.4980426621192,557.0421791616553,895.0036343693785,363.13734067279563,973.8781569825733,1033.5249950652214,502.8948843825812,537.7965620379313,692.1962428736156
stroma_ad_carcinoma_FA_HN14_3_mieloides_tumorales.csv,982.0730960579899,989.970278306835,1377.2134688784747,1050.663415710799,1262.1482412043524,1236.8607091073704,928.6777501746174,966.0511875185898,570.8041912640567,1575.897058858845,852.7944464095242,732.8876950051233,1604.8345075890759,1138.4416361306976,862.594648035819,1098.044236254407,510.38560389402653,1172.4674090721269,1363.7260942024166,744.3930808443856,1111.5880544976753,707.799954849814,553.675677049499,897.6897036015785,880.9716645857427,995.9293148816123,473.4658879164071,0.0,1169.7936589434057,1078.124270785582,742.03103040072,618.9648929586343,905.3620378546657,487.52024797718866,882.4004290184166,974.0997539527996,616.7568538025579,630.2072630281151,716.8445127998019
dysplasia_FA_HN14_1_mieloides_tumorales.csv,940.231722053429,1160.635337042898,1256.6863867575519,1284.8576464006849,2086.1087072318514,1094.8127402924026,1273.189068630955,1169.552023816695,1315.968905675324,1593.5348551861198,942.7306167305834,1009.9106457054412,1973.5739484408737,1502.3056476288978,1245.3987931713043,1569.461550383141,1097.5081646129113,1435.322744584416,1369.599774809134,960.777078462535,972.8003729219259,1509.5525771969938,1187.9530825155673,1230.2401391397968,1782.4498878616757,1244.9236867060247,1231.5861686561427,1169.7936589434057,0.0,1679.5353581657382,1387.7784556313427,1154.1762254101623,1752.5114176187296,1159.670467782438,1122.647143614276,1801.4087824199598,1498.0929079804966,1582.72806397265,1525.5362626182093
carcinoma_FA_HN15_1_mieloides_tumorales.csv,1500.934968085155,1272.4253349932535,1362.404776787674,1412.9954234822617,1345.9651056139105,1248.795096726869,1225.8608225279893,1402.7858221743538,1126.9416184767126,1254.908646219008,1349.5309997577733,1290.9674870222068,2402.6877271361036,1945.839063168807,1572.4536473427736,971.9503790991039,1152.1767319687815,1846.6976090795797,1706.211098754412,1121.817774589411,1480.601441960964,1203.0294039624857,1181.633362093816,1095.8444851291954,969.7774925316702,1137.8069170671304,1225.5510063860454,1078.124270785582,1679.5353581657382,0.0,1041.5273037604486,1229.8013197017765,1051.3442578328945,1211.2558068709377,1288.507382140042,871.5145317193816,1144.1490657903355,1159.832021848726,1334.2347887228877
carcinoma_FA_HN11A_5_mieloides_tumorales.csv,1214.0931838036338,1013.4123286566164,1440.64986558915,1038.9485922084082,1157.5515898095757,1374.239923460079,872.3943199543232,1062.0363069888315,638.9527967000081,1653.0339413624574,916.0190335558148,889.333273252949,1762.11194789888,1267.2740340879586,995.0325924216172,1033.5186211810665,911.8660639423158,1335.0291078780701,1484.223837349583,978.4379400683454,1205.550588050308,723.0480962621912,783.1274735628473,995.5246459247421,834.0998382089026,924.4521823304242,798.4980426621192,742.03103040072,1387.7784556313427,1041.5273037604486,0.0,770.9776973609466,823.355501175144,730.0446209289946,924.7663300907475,842.5042671430195,707.9684170950989,747.853258775609,820.8612273131989
stroma_ad_carcinoma_FA_HN11A_2_mieloides_tumorales.csv,937.8882176673595,971.9198685513484,1308.8400636450222,910.6196879416442,1411.0459649573236,1319.1329332514686,871.9810515353156,911.1612877368211,634.7279419189176,1711.5374524015156,684.2071153088319,615.2439847035275,1492.8145302374455,1009.6305678249078,714.9639156213452,1271.2923598787831,755.8411604101195,979.5892641113321,1248.71452716442,751.6624668768823,1089.8180038358762,820.0453797851119,633.1465454831888,904.9169498813277,1037.2363470032312,863.115888183514,557.0421791616553,618.9648929586343,1154.1762254101623,1229.8013197017765,770.9776973609466,0.0,1002.2517634321797,564.4634803033376,763.5024718068571,1147.6187471811545,738.3388794514854,790.7354787202595,739.3992195250158
