,distancias_bottleneck_dim0_B.csv_clusters.csv,distancias_wasserstein_dim1_A.csv_clusters.csv,distancias_wasserstein_dim1_B.csv_clusters.csv,distancias_bottleneck_dim1_B.csv_clusters.csv,distancias_wasserstein_dim0_B.csv_clusters.csv,distancias_bottleneck_dim1_A.csv_clusters.csv,distancias_bottleneck_dim0_A.csv_clusters.csv,distancias_wasserstein_dim0_A.csv_clusters.csv
distancias_bottleneck_dim0_B.csv_clusters.csv,1.0,0.2222238525697359,0.27151946827653073,0.15356732740242482,0.2997727264522326,0.13918328658937346,0.09477245017774436,0.23683809442321774
distancias_wasserstein_dim1_A.csv_clusters.csv,0.2222238525697359,1.0,0.4530658608682492,0.30382042268521464,0.4849278044090918,0.3780300962594236,0.2867154136704728,0.5268554502135764
distancias_wasserstein_dim1_B.csv_clusters.csv,0.27151946827653073,0.4530658608682492,0.9999999999999997,0.355614532416116,0.5087349908877472,0.2879544484217386,0.22510235871330772,0.4899911479125595
distancias_bottleneck_dim1_B.csv_clusters.csv,0.15356732740242482,0.30382042268521464,0.355614532416116,1.0,0.3324909640114413,0.21725943496021224,0.16012553340974822,0.3268615378208677
distancias_wasserstein_dim0_B.csv_clusters.csv,0.2997727264522326,0.4849278044090918,0.5087349908877472,0.3324909640114413,1.0,0.3428784265894672,0.2298440869024211,0.4925672183034317
distancias_bottleneck_dim1_A.csv_clusters.csv,0.13918328658937346,0.3780300962594236,0.2879544484217386,0.21725943496021224,0.3428784265894672,0.9999999999999997,0.17054554907507227,0.3215726762670814
distancias_bottleneck_dim0_A.csv_clusters.csv,0.09477245017774436,0.2867154136704728,0.22510235871330772,0.16012553340974822,0.2298440869024211,0.17054554907507227,1.0,0.3166957010758281
distancias_wasserstein_dim0_A.csv_clusters.csv,0.23683809442321774,0.5268554502135764,0.4899911479125595,0.3268615378208677,0.4925672183034317,0.3215726762670814,0.3166957010758281,1.0000000000000004
