,carcinoma_FA_HN15_1_mieloides.csv,dysplasia_FA_HN11A_4_mieloides.csv,stroma_ad_carcinoma_FA_HN14_1_mieloides.csv,dysplasia_FA_HN15_1_mieloides.csv,stroma_ad_dysplasia_FA_HN11A_3_mieloides.csv,stroma_ad_carcinoma_FA_HN15_2_mieloides.csv,carcinoma_FA_HN14_4_mieloides.csv,stroma_ad_carcinoma_FA_HN11A_2_mieloides.csv,carcinoma_FA_HN11A_5_mieloides.csv,dysplasia_FA_HN11A_2_mieloides.csv,stroma_ad_dysplasia_FA_HN15_1_mieloides.csv,stroma_ad_carcinoma_FA_HN14_4_mieloides.csv,stroma_ad_dysplasia_FA_HN14_1_mieloides.csv,carcinoma_FA_HN11A_1_mieloides.csv,stroma_ad_carcinoma_FA_HN14_2_mieloides.csv,carcinoma_FA_HN14_2_mieloides.csv,carcinoma_FA_HN11A_3_mieloides.csv,dysplasia_FA_HN15_5_mieloides.csv,stroma_ad_carcinoma_FA_HN15_1_mieloides.csv,stroma_ad_dysplasia_FA_HN11A_1_mieloides.csv,stroma_ad_dysplasia_FA_HN15_3_mieloides.csv,dysplasia_FA_HN15_2_mieloides.csv,stroma_ad_dysplasia_FA_HN11A_2_mieloides.csv,stroma_ad_dysplasia_FA_HN14_3_mieloides.csv,stroma_ad_dysplasia_FA_HN15_4_mieloides.csv,stroma_ad_carcinoma_FA_HN11A_1_mieloides.csv,dysplasia_FA_HN11A_1_mieloides.csv,carcinoma_FA_HN15_2_mieloides.csv,stroma_ad_dysplasia_FA_HN14_2_mieloides.csv,stroma_ad_carcinoma_FA_HN14_5_mieloides.csv,stroma_ad_dysplasia_FA_HN14_4_mieloides.csv,dysplasia_FA_HN14_2_mieloides.csv,dysplasia_FA_HN15_3_mieloides.csv,stroma_ad_carcinoma_FA_HN15_3_mieloides.csv,stroma_ad_dysplasia_FA_HN11A_4_mieloides.csv,dysplasia_FA_HN14_1_mieloides.csv,stroma_ad_dysplasia_FA_HN11A_5_mieloides.csv,carcinoma_FA_HN11A_4_mieloides.csv,stroma_ad_dysplasia_FA_HN15_2_mieloides.csv,dysplasia_FA_HN11A_3_mieloides.csv,carcinoma_FA_HN14_3_mieloides.csv,dysplasia_FA_HN11A_5_mieloides.csv,stroma_ad_carcinoma_FA_HN15_4_mieloides.csv,stroma_ad_carcinoma_FA_HN14_3_mieloides.csv,carcinoma_FA_HN14_1_mieloides.csv,carcinoma_FA_HN11A_2_mieloides.csv,stroma_ad_dysplasia_FA_HN15_5_mieloides.csv
carcinoma_FA_HN15_1_mieloides.csv,6.529957411228336e-309,9.329794994048298,33.44876120359912,34.00637702903039,34.8972982575164,12.918326094417566,44.094938957983985,29.829008987473486,31.294604048934048,23.628778987528236,42.75518567365702,19.54157397009459,24.345825588458283,31.20151429837837,44.11415523593233,44.00595582559045,26.12280379465163,36.7918969696193,35.256230134030375,34.02601821249541,57.4135171040473,24.394367938813488,42.31555133039559,110.30308805361832,49.730461302319334,40.788408518163195,23.3713801835124,14.842819827817365,18.74698972590008,21.95381640815809,18.483364470702234,142.81964244622515,85.15994974770717,26.356682338820875,23.178229189980357,114.61268597216272,52.355513547935416,21.397488980386612,17.188143925039853,14.10877049746277,59.3318255183913,59.41651131178876,30.7661444971992,45.68926183019672,27.142281653221815,12.04617946214546,49.47652341919398
dysplasia_FA_HN11A_4_mieloides.csv,9.329794994048298,1.1087566959559314e-308,28.35719653017773,33.21088345705907,34.101804685545076,20.9383555240088,44.890432529955305,29.033515415502166,39.31463347852528,16.150521165471996,35.68548995082855,18.74608039812327,23.550332016486962,31.99700787034969,43.31866166396101,44.80144939756177,26.91829736662295,35.996403397647974,34.460736562059054,27.574448836053715,65.43354653363852,32.41439736840472,41.52005775842427,110.30308805361832,48.93496773034801,32.57183834550594,31.391409613103633,22.862849257408598,15.048736532244654,16.026266026812152,16.50781531607019,142.81964244622515,87.60431191200479,27.152175910792195,22.382735618009036,114.61268597216272,51.957766761949756,16.550039951570163,11.423447122490444,13.31327692549145,67.38639355583678,60.21200488376009,22.711576459753708,44.89376825822539,27.937775225193135,16.072779176609203,48.68102984722266
stroma_ad_carcinoma_FA_HN14_1_mieloides.csv,33.44876120359912,28.35719653017773,1.4693565997126293e-308,11.411476781057573,8.04124522965347,42.9420129793216,73.24762906013302,9.04016508130686,60.843489685758314,15.954508744416287,13.167248712845186,23.928331080834923,18.452174582314512,60.35420440052742,14.961465133783278,73.15864592773949,55.27549389680068,10.580457095132946,15.649004009957329,8.25508183587616,76.67712581457678,54.418054823717526,13.162861228246548,110.30308805361832,20.577771200170282,13.230444422983332,53.39506706841644,44.8665067127214,28.329140750096997,21.27492240612939,41.114020061234825,142.81964244622515,94.56493665658752,55.509372440969926,20.83116789638086,114.61268597216272,26.47906899540135,28.273090554911445,22.65723093877279,29.548842183304316,73.54115932436974,82.06376920382979,10.369301231784506,16.53657172804767,56.29497175537087,35.414173099131816,20.323833317044937
dysplasia_FA_HN15_1_mieloides.csv,34.00637702903039,33.21088345705907,11.411476781057573,1.211785132759381e-308,11.955767549459214,36.53642865708562,74.40298302692742,9.20931326662362,59.048703058504934,20.808195671297625,22.03267724615853,19.767451767668188,11.417072861476901,65.20789132740876,13.783801887625366,74.35849146073065,60.12918082368201,11.920493490796751,9.142245917300967,13.303509784996933,76.67712581457677,48.893263456276586,12.379585236188417,110.30308805361832,21.39615262935773,17.110278835496395,49.823749690429125,43.508297619449124,25.499048028624003,17.184617430246917,45.96770698811616,142.81964244622515,94.56493665658752,60.363059367851264,14.475529205382122,114.61268597216272,26.278632992851563,20.529127202462817,21.787436334568625,20.24766372589876,73.81645068442083,82.06376920382979,10.852774646351932,13.25255400171141,61.148658682252204,32.521415481643544,23.279012580382854
stroma_ad_dysplasia_FA_HN11A_3_mieloides.csv,34.8972982575164,34.101804685545076,8.04124522965347,11.955767549459214,1.900858091607395e-308,39.6154362097342,74.40298302692742,9.3412246392183,59.93962428699095,21.699116899783633,20.77274401840645,21.424776205459757,10.551472669058114,66.09881255589477,12.52386865987328,74.35849146073065,61.02010205216803,11.050213793396217,11.812294114808573,12.043576557244847,76.67712581457678,49.78418468476259,11.119652008436333,110.30308805361832,20.13621940160564,15.850345607744309,50.71467091891513,44.39921884793513,26.38996925711001,18.075538658732924,46.85862821660217,142.81964244622515,94.56493665658752,61.25398059633727,19.955023674352958,114.61268597216272,25.018699765099477,21.420048430948825,22.678357563054632,22.95034297611673,73.81645068442083,82.06376920382979,11.743695874837938,11.992620773959324,62.03957991073821,34.1787399194351,19.712747732365607
stroma_ad_carcinoma_FA_HN15_2_mieloides.csv,12.918326094417566,20.9383555240088,42.9420129793216,36.53642865708562,39.6154362097342,1.9861331792093816e-308,45.36985476275687,36.72220961316705,26.31724183424744,36.5471050819458,51.65535070850008,20.4645554310938,33.26286399123492,32.47643010315126,47.42463640954141,45.280871630363336,27.39771959942452,45.5613280127128,35.85338805951126,46.94434430691298,49.91814033805561,16.161802232019085,46.02041975810447,110.30308805361832,51.65535070850008,50.751113357412436,17.456075818166795,10.776836395191623,24.996484273612232,27.109183579061465,24.449420569931444,142.81964244622515,85.69376202207707,27.631598143593763,27.95864895245488,114.61268597216272,51.71805564554897,25.36177020714089,30.10647001945742,20.334306885051657,47.29860120378551,60.691427116561655,42.79936881180499,46.89338852362745,28.417197457994703,15.803254360386763,51.65535070850007
carcinoma_FA_HN14_4_mieloides.csv,44.094938957983985,44.890432529955305,73.24762906013302,74.40298302692742,74.40298302692742,45.36985476275687,1.3913550803031803e-308,73.92394794545746,19.052612928509433,57.29312031571675,74.40298302692742,63.636512928078574,68.44076454644227,33.64134648041592,74.40298302692742,27.053847309975907,35.372482131254685,74.40298302692742,74.40298302692742,72.46488136600902,29.86564731596806,29.20805253073779,74.40298302692742,71.80021005338185,74.4029830269274,63.29811884290022,29.445191867026864,34.59301836756525,52.60226795839037,60.91669855676746,32.13360899889821,136.83331883859546,57.268378713347744,21.37043564526796,67.27316814796433,98.00748345695939,74.40298302692742,57.57218878455156,56.31387965244575,58.203709455446756,38.726911322139685,58.07546427430519,67.24854134066243,74.40298302692742,25.94601629308751,49.86120921902615,74.40298302692742
stroma_ad_carcinoma_FA_HN11A_2_mieloides.csv,29.829008987473486,29.033515415502166,9.04016508130686,9.20931326662362,9.3412246392183,36.72220961316705,73.92394794545746,1.6359320894588787e-308,55.098487567683534,16.630827629740722,20.30764071025049,17.98996310457703,12.23237121615996,61.03052328585186,14.285146248458844,73.83496481306392,55.95181278212512,10.35734507824477,12.23173045428122,11.256976156198732,76.67712581457677,48.198251457562975,12.486542342922114,110.30308805361832,19.901452314845848,20.370836420388635,47.17526370226189,39.33092957789221,22.203603829696327,15.05511903997484,41.79033894655926,142.81964244622515,94.56493665658752,56.18569132629436,15.998529824403896,114.61268597216272,25.802750110076914,22.053287188756897,21.003075075348825,23.329038817149765,73.54115932436974,82.06376920382979,10.510574534636397,15.860252842723233,56.9712906406953,29.92025894064141,22.419921922712142
carcinoma_FA_HN11A_5_mieloides.csv,31.294604048934048,39.31463347852528,60.843489685758314,59.048703058504934,59.93962428699095,26.31724183424744,19.052612928509433,55.098487567683534,1.392713688678193e-308,54.92338303646228,61.523309552274426,44.58389999956914,49.388151617932834,31.70335601101975,64.87667656267269,34.47369653235418,28.801450462189123,61.834222999093846,60.29855616350493,60.843489685758314,38.24923826581009,19.639968952644864,64.87667656267269,90.85282298189128,64.87667656267269,60.843489685758314,17.9063433379562,17.331047304799846,33.54965502988094,41.864085628258024,22.806818162455087,142.81964244622515,68.93858886805353,22.5368185518156,48.22055521945491,99.47201881898005,64.87667656267269,38.519575856042124,48.4827479739739,39.151096526937316,43.11046463873767,60.72288996240083,54.54912848280718,64.87667656267269,23.9638506379829,30.808596290516718,64.87667656267269
dysplasia_FA_HN11A_2_mieloides.csv,23.628778987528236,16.150521165471996,15.954508744416287,20.808195671297625,21.699116899783633,36.5471050819458,57.29312031571675,16.630827629740722,54.92338303646228,5.270321786135563e-309,23.28280216506711,17.53342318345912,12.05726668493871,44.399695656111135,30.915973878199566,60.39944819081268,39.32098515238439,23.593715611886537,22.05804877629761,15.171761050292275,73.90294621331495,48.023146926341724,29.117369972662836,110.30308805361832,36.53227994458657,19.569681986285786,47.00015917104063,38.471598815345594,21.934232852721195,14.88001450875359,32.11656487400719,142.81964244622515,94.56493665658752,39.55486369655364,12.736007496374134,114.61268597216272,42.433577739817636,21.878182657535646,16.888209005846733,23.15393428592851,73.54115932436974,72.61469266952153,9.955421024945693,32.491080472463956,40.34046301095458,29.490174786408886,36.27834206146122
