,carcinoma_FA_HN15_1_mieloides.csv,dysplasia_FA_HN11A_4_mieloides.csv,stroma_ad_carcinoma_FA_HN14_1_mieloides.csv,dysplasia_FA_HN15_1_mieloides.csv,stroma_ad_dysplasia_FA_HN11A_3_mieloides.csv,stroma_ad_carcinoma_FA_HN15_2_mieloides.csv,carcinoma_FA_HN14_4_mieloides.csv,stroma_ad_carcinoma_FA_HN11A_2_mieloides.csv,carcinoma_FA_HN11A_5_mieloides.csv,dysplasia_FA_HN11A_2_mieloides.csv,stroma_ad_dysplasia_FA_HN15_1_mieloides.csv,stroma_ad_carcinoma_FA_HN14_4_mieloides.csv,stroma_ad_dysplasia_FA_HN14_1_mieloides.csv,carcinoma_FA_HN11A_1_mieloides.csv,stroma_ad_carcinoma_FA_HN14_2_mieloides.csv,carcinoma_FA_HN14_2_mieloides.csv,carcinoma_FA_HN11A_3_mieloides.csv,dysplasia_FA_HN15_5_mieloides.csv,stroma_ad_carcinoma_FA_HN15_1_mieloides.csv,stroma_ad_dysplasia_FA_HN11A_1_mieloides.csv,stroma_ad_dysplasia_FA_HN15_3_mieloides.csv,dysplasia_FA_HN15_2_mieloides.csv,stroma_ad_dysplasia_FA_HN11A_2_mieloides.csv,stroma_ad_dysplasia_FA_HN14_3_mieloides.csv,stroma_ad_dysplasia_FA_HN15_4_mieloides.csv,stroma_ad_carcinoma_FA_HN11A_1_mieloides.csv,dysplasia_FA_HN11A_1_mieloides.csv,carcinoma_FA_HN15_2_mieloides.csv,stroma_ad_dysplasia_FA_HN14_2_mieloides.csv,stroma_ad_carcinoma_FA_HN14_5_mieloides.csv,stroma_ad_dysplasia_FA_HN14_4_mieloides.csv,dysplasia_FA_HN14_2_mieloides.csv,dysplasia_FA_HN15_3_mieloides.csv,stroma_ad_carcinoma_FA_HN15_3_mieloides.csv,stroma_ad_dysplasia_FA_HN11A_4_mieloides.csv,dysplasia_FA_HN14_1_mieloides.csv,stroma_ad_dysplasia_FA_HN11A_5_mieloides.csv,carcinoma_FA_HN11A_4_mieloides.csv,stroma_ad_dysplasia_FA_HN15_2_mieloides.csv,dysplasia_FA_HN11A_3_mieloides.csv,carcinoma_FA_HN14_3_mieloides.csv,dysplasia_FA_HN11A_5_mieloides.csv,stroma_ad_carcinoma_FA_HN15_4_mieloides.csv,stroma_ad_carcinoma_FA_HN14_3_mieloides.csv,carcinoma_FA_HN14_1_mieloides.csv,carcinoma_FA_HN11A_2_mieloides.csv,stroma_ad_dysplasia_FA_HN15_5_mieloides.csv
stroma_ad_dysplasia_FA_HN15_1_mieloides.csv,42.75518567365702,35.68548995082855,13.167248712845186,22.03267724615853,20.77274401840645,51.65535070850008,74.40298302692742,20.30764071025049,61.523309552274426,23.28280216506711,5.809490887275745e-309,36.659829869587895,31.183673371067492,67.68249782117823,9.355519605641355,74.35849146073065,62.603787317451506,10.112183755361782,19.820123708563322,9.050664554051755,76.67712581457677,57.39337163069804,11.99775574197489,110.30308805361832,13.24947777951946,17.277803637883636,56.88187775304749,52.61759757519997,41.060639538849976,34.006421194882364,49.44008060453077,142.81964244622515,94.56493665658752,62.83766586162075,28.853704556787413,114.61268597216272,19.150775574750522,41.00458934366443,28.635955733919303,42.28034097205729,73.81645068442083,82.06376920382979,19.500661239783888,9.208278307396846,63.62326517602169,47.69684267159994,12.995539896394114
stroma_ad_carcinoma_FA_HN14_4_mieloides.csv,19.54157397009459,18.74608039812327,23.928331080834923,19.767451767668188,21.424776205459757,20.4645554310938,63.636512928078574,17.98996310457703,44.58389999956914,17.53342318345912,36.659829869587895,8.255699676246646e-309,16.493887101817492,50.74308826847296,28.410954511054733,63.54752979568504,45.66437776474622,26.547646114226115,17.148952943922296,27.9306624084263,68.1847985033773,34.428460397340785,27.006737859617786,110.30308805361832,36.02330525278709,35.89065380813979,35.358946631493325,29.043494560513324,14.370540468381549,10.464165398900803,31.502903929180363,142.81964244622515,94.56493665658752,45.898256308915464,8.944967053968199,114.61268597216272,40.90578561628092,14.178680434732314,11.092788120970738,12.545910385315073,64.06757809320294,78.95808528188334,26.030391922387558,28.26969079082952,46.683855623316404,14.361130198725917,37.9397393104633
stroma_ad_dysplasia_FA_HN14_1_mieloides.csv,24.345825588458283,23.550332016486962,18.452174582314512,11.417072861476901,10.551472669058114,33.26286399123492,68.44076454644227,12.23237121615996,49.388151617932834,12.05726668493871,31.183673371067492,16.493887101817492,1.0039547901503717e-308,55.54733988683665,22.934798012534323,68.35178141404873,50.46862938310991,21.07148961570571,11.36354966250417,22.45450590990589,72.989050121741,39.23271201570448,21.530581361097376,110.30308805361832,30.547148754266686,26.26127496040535,40.16319824985702,33.84774617887702,16.750405709421507,9.673776242129257,36.30715554754405,142.81964244622515,94.56493665658752,50.70250792727916,10.915917783320651,114.61268597216272,35.42962911776051,11.112276287522745,15.180835183609766,13.905392819117004,73.06812291553072,82.06376920382979,11.683012131283604,22.403550126620367,51.4881072416801,29.247850815792845,30.12367708502665
carcinoma_FA_HN11A_1_mieloides.csv,31.20151429837837,31.99700787034969,60.35420440052742,65.20789132740876,66.09881255589477,32.47643010315126,33.64134648041592,61.03052328585186,31.70335601101975,44.399695656111135,67.68249782117823,50.74308826847296,55.54733988683665,1.020879529772904e-308,67.95627069712461,46.89885664265012,9.810185131678928,67.9562706971246,66.45774443240873,59.57145670640341,57.822269066133,24.80311990089919,67.95627069712461,84.69363471298746,67.9562706971246,50.4046941832946,23.780132145598103,25.354289516685,39.70884329878476,48.02327389716184,19.240184339292593,142.81964244622515,85.98218503018867,33.69626995651572,54.37974348835873,107.9738642838106,67.9562706971246,44.678764124945936,43.420454992840135,45.310284795841135,62.00333252092567,29.01953395138108,54.35511668105683,67.95627069712461,24.15166858336761,36.96778455942054,67.9562706971246
stroma_ad_carcinoma_FA_HN14_2_mieloides.csv,44.11415523593233,43.31866166396101,14.961465133783278,13.783801887625366,12.52386865987328,47.42463640954141,74.40298302692742,14.285146248458844,64.87667656267269,30.915973878199566,9.355519605641355,28.410954511054733,22.934798012534323,67.95627069712461,1.0226090654565697e-308,74.35849146073065,65.41691544526122,11.031105243141416,17.140487404031944,15.74421282790729,76.67712581457678,59.001041663178526,8.605359484057992,110.30308805361832,10.669854576684735,24.91097535101609,59.931527897331065,53.616075826351064,35.60682623552594,27.292395637148857,56.0754851950181,142.81964244622515,94.56493665658752,65.53385471734586,20.935926045951973,114.61268597216272,14.440845409140053,32.75571398513125,31.895214541470565,34.03146561352412,73.81645068442083,82.06376920382979,20.960552853253873,7.499272736831557,65.92665437454633,39.50762033574112,18.416439487961384
carcinoma_FA_HN14_2_mieloides.csv,44.00595582559045,44.80144939756177,73.15864592773949,74.35849146073065,74.35849146073065,45.280871630363336,27.053847309975907,73.83496481306392,34.47369653235418,60.39944819081268,74.35849146073065,63.54752979568504,68.35178141404873,46.89885664265012,74.35849146073065,8.41461814520622e-309,45.912544292047855,74.35849146073065,74.35849146073065,72.37589823361549,26.176330787271525,38.56737255099917,74.35849146073065,71.88919318577538,74.35849146073063,63.58152226293352,40.07674581764422,34.50403523517171,52.513284825996834,60.82771542437392,47.60471059233326,136.922301970989,55.651707024759645,28.012883706165994,67.18418501557079,88.78468404175419,74.35849146073065,57.48320565215802,56.22489652005221,58.11472632305322,33.99897122636156,63.58152226293352,67.15955820826889,74.35849146073065,29.439915792333295,49.772226086632614,74.35849146073063
carcinoma_FA_HN11A_3_mieloides.csv,26.12280379465163,26.91829736662295,55.27549389680068,60.12918082368201,61.02010205216803,27.39771959942452,35.372482131254685,55.95181278212512,28.801450462189123,39.32098515238439,62.603787317451506,45.66437776474622,50.46862938310991,9.810185131678928,65.41691544526122,45.912544292047855,1.129305897852526e-308,62.91470076427093,61.379033928682006,54.49274620267667,58.52428707531166,21.901214352068564,65.41691544526122,89.7723452167142,65.41691544526122,45.32598367956787,20.878226596767476,23.995088037939162,34.63013279505802,42.944563393435104,14.161473835565857,142.81964244622515,85.98218503018867,29.342997078941856,49.30103298463199,107.9738642838106,65.41691544526122,39.6000536212192,38.341744489113395,40.231574292114395,61.843885967055655,33.293707517137136,49.27640617733009,65.41691544526122,22.286922451355323,31.889074055693797,65.41691544526122
dysplasia_FA_HN15_5_mieloides.csv,36.7918969696193,35.996403397647974,10.580457095132946,11.920493490796751,11.050213793396217,45.5613280127128,74.40298302692742,10.35734507824477,61.834222999093846,23.593715611886537,10.112183755361782,26.547646114226115,21.07148961570571,67.9562706971246,11.031105243141416,74.35849146073065,62.91470076427093,2.1982667793311316e-308,10.603656303468249,9.379635302817235,76.67712581457677,57.03736985710872,9.897868841039552,110.30308805361832,14.138193518239575,17.588717084703063,56.014382101807634,47.48582174611259,30.948455783488193,23.894237439520587,48.753226928705075,142.81964244622515,94.56493665658752,63.148579308440176,19.681041554037566,114.61268597216272,18.839862127931095,30.892405588302644,24.572956275157537,32.16815721669551,73.81645068442083,82.06376920382979,13.638294586940845,10.31125924770447,63.93417862284112,38.631126179971275,19.879701306828977
stroma_ad_carcinoma_FA_HN15_1_mieloides.csv,35.256230134030375,34.460736562059054,15.649004009957329,9.142245917300967,11.812294114808573,35.85338805951126,74.40298302692742,12.23173045428122,60.29855616350493,22.05804877629761,19.820123708563322,17.148952943922296,11.36354966250417,66.45774443240873,17.140487404031944,74.35849146073065,61.379033928682006,10.603656303468249,8.191721658876717e-309,11.913781186080044,76.67712581457677,50.143116561276564,12.317833524242225,110.30308805361832,21.999338790886576,23.48179200091002,51.07360279542911,44.75815072444911,26.74890113362399,18.434470535246902,47.21756009311615,142.81964244622515,94.56493665658752,61.61291247285125,12.855212711269271,114.61268597216272,24.06607945525635,21.778980307462803,23.037289439568607,22.460217263493973,73.81645068442083,82.06376920382979,12.102627751351916,14.09255090568893,62.39851178725219,29.902916657897645,28.4872673793108
stroma_ad_dysplasia_FA_HN11A_1_mieloides.csv,34.02601821249541,27.574448836053715,8.25508183587616,13.303509784996933,12.043576557244847,46.94434430691298,72.46488136600902,11.256976156198732,60.843489685758314,15.171761050292275,9.050664554051755,27.9306624084263,22.45450590990589,59.57145670640341,15.74421282790729,72.37589823361549,54.49274620267667,9.379635302817235,11.913781186080044,1.768271724372716e-308,76.67712581457678,57.39337163069804,13.945608922370559,110.30308805361832,21.360518894294295,12.888936294595545,56.88187775304749,48.86883804031278,32.331472077688375,25.27725373372077,42.513804098974376,142.81964244622515,94.56493665658752,54.726624746845914,20.238797077518,114.61268597216272,27.26181668952536,32.27542188250282,22.191790616876286,33.551173510895694,73.54115932436974,82.06376920382979,10.771493778622286,17.319319422171677,55.512224061246854,39.530757257925245,21.10658101116895
stroma_ad_dysplasia_FA_HN15_3_mieloides.csv,57.4135171040473,65.43354653363852,76.67712581457678,76.67712581457677,76.67712581457678,49.91814033805561,29.86564731596806,76.67712581457677,38.24923826581009,73.90294621331495,76.67712581457677,68.1847985033773,72.989050121741,57.822269066133,76.67712581457678,26.176330787271525,58.52428707531166,76.67712581457677,76.67712581457677,76.67712581457678,2.219743581120804e-308,54.91030384064965,76.67712581457678,67.25192447808311,76.67712581457677,73.90294621331495,52.59699681108384,48.812005593200354,59.48650461416274,69.61486558571127,49.02492732832857,132.28503326329673,42.25784570265213,48.65573160692885,72.4538399620846,75.87112031517188,76.67712581457677,69.61486558571127,73.90294621331495,62.77168171590959,30.983810667365766,73.90294621331493,73.90294621331495,76.67712581457678,50.082763693096155,54.409494794324885,76.67712581457677
dysplasia_FA_HN15_2_mieloides.csv,24.394367938813488,32.41439736840472,54.418054823717526,48.893263456276586,49.78418468476259,16.161802232019085,29.20805253073779,48.198251457562975,19.639968952644864,48.023146926341724,57.39337163069804,34.428460397340785,39.23271201570448,24.80311990089919,59.001041663178526,38.56737255099917,21.901214352068564,57.03736985710872,50.143116561276564,57.39337163069804,54.91030384064965,7.260318602959924e-309,57.39337163069804,101.00826258411962,59.798956761558514,57.393371630698034,12.399914225229985,13.328802873125909,26.08891407362053,33.143132417588134,15.906582052334528,142.81964244622515,73.14309454602588,24.057580301089445,39.4346907968508,109.62745842120839,59.798956761558514,28.36413625381377,41.58251186385334,28.995656924708967,45.6549457363561,53.82265385228027,47.64889237268662,59.798956761558514,17.06361452786234,20.653156688288362,59.798956761558514
stroma_ad_dysplasia_FA_HN11A_2_mieloides.csv,42.31555133039559,41.52005775842427,13.162861228246548,12.379585236188417,11.119652008436333,46.02041975810447,74.40298302692742,12.486542342922114,64.87667656267269,29.117369972662836,11.99775574197489,27.006737859617786,21.530581361097376,67.95627069712461,8.605359484057992,74.35849146073065,65.41691544526122,9.897868841039552,12.317833524242225,13.945608922370559,76.67712581457678,57.39337163069804,1.1971871475494676e-308,110.30308805361832,14.075830747334436,23.11237144547936,58.13292399179433,51.81747192081433,33.808222329989206,25.493791731612127,54.276881289481366,142.81964244622515,94.56493665658752,65.53385471734586,19.137322140415243,114.61268597216272,17.369113512098046,31.35149733369431,30.096610635933835,32.62724896208718,73.81645068442083,82.06376920382979,19.161948947717143,7.864728085930118,65.92665437454633,38.10340368430418,21.001159865077554
stroma_ad_dysplasia_FA_HN14_3_mieloides.csv,110.30308805361832,110.30308805361832,110.30308805361832,110.30308805361832,110.30308805361832,110.30308805361832,71.80021005338185,110.30308805361832,90.85282298189128,110.30308805361832,110.30308805361832,110.30308805361832,110.30308805361832,84.69363471298746,110.30308805361832,71.88919318577538,89.7723452167142,110.30308805361832,110.30308805361832,110.30308805361832,67.25192447808311,101.00826258411962,110.30308805361832,7.370595215016573e-309,110.30308805361832,110.30308805361832,100.07777634996708,106.39322842094708,110.30308805361832,110.30308805361832,103.93381905228006,65.03310878521361,45.7174553462382,89.53846667254496,110.30308805361832,69.62249539421765,110.30308805361832,110.30308805361832,110.30308805361832,110.30308805361832,72.97327473839502,81.23819176758704,110.30308805361832,110.30308805361832,88.75286735814402,110.30308805361832,110.30308805361832
stroma_ad_dysplasia_FA_HN15_4_mieloides.csv,49.730461302319334,48.93496773034801,20.577771200170282,21.39615262935773,20.13621940160564,51.65535070850008,74.4029830269274,19.901452314845848,64.87667656267269,36.53227994458657,13.24947777951946,36.02330525278709,30.547148754266686,67.9562706971246,10.669854576684735,74.35849146073063,65.41691544526122,14.138193518239575,21.999338790886576,21.360518894294295,76.67712581457677,59.798956761558514,14.075830747334436,110.30308805361832,1.1579870603844863e-308,30.527281417403096,60.264199878634784,57.106473843144784,41.22313230191295,33.369896578081566,58.3361785274783,142.81964244622512,94.5649366565875,65.53385471734585,29.709982412788356,114.61268597216271,7.327754973470956,40.368064726863615,37.51152060785756,41.64381635525649,73.81645068442083,82.06376920382979,26.576858919640877,9.704327208557963,65.92665437454632,47.11997107747349,9.11330660814808
stroma_ad_carcinoma_FA_HN11A_1_mieloides.csv,40.788408518163195,32.57183834550594,13.230444422983332,17.110278835496395,15.850345607744309,50.751113357412436,63.29811884290022,20.370836420388635,60.843489685758314,19.569681986285786,17.277803637883636,35.89065380813979,26.26127496040535,50.4046941832946,24.91097535101609,63.58152226293352,45.32598367956787,17.588717084703063,23.48179200091002,12.888936294595545,73.90294621331495,57.393371630698034,23.11237144547936,110.30308805361832,30.527281417403096,1.99597026060676e-308,56.88187775304749,52.61759757519998,36.13824112818783,29.084022784220227,46.32057314947383,142.81964244622515,94.5649366565875,49.369277783949116,28.91690026692556,114.61268597216272,36.428579212634155,36.08219093300229,32.10329003742035,37.35794256139515,73.54115932436974,78.61969119670499,16.0293845043113,26.486081945280482,47.7127130671729,47.411315725916936,30.273343534277746
dysplasia_FA_HN11A_1_mieloides.csv,23.3713801835124,31.391409613103633,53.39506706841644,49.823749690429125,50.71467091891513,17.456075818166795,29.445191867026864,47.17526370226189,17.9063433379562,47.00015917104063,56.88187775304749,35.358946631493325,40.16319824985702,23.780132145598103,59.931527897331065,40.07674581764422,20.878226596767476,56.014382101807634,51.07360279542911,56.88187775304749,52.59699681108384,12.399914225229985,58.13292399179433,100.07777634996708,60.264199878634784,56.88187775304749,1.7278512811501054e-308,19.310248526633814,25.06592631831944,32.63913226018221,14.88359429703344,142.81964244622515,82.07237304857196,24.47342710634024,38.99560185137909,108.69697218705585,60.264199878634784,29.294622487966308,40.55952410855225,29.926143158861507,53.78860655245877,52.79966609697918,46.62590461738553,60.264199878634784,16.041758414456353,21.5836429224409,60.264199878634784
carcinoma_FA_HN15_2_mieloides.csv,14.842819827817365,22.862849257408598,44.8665067127214,43.508297619449124,44.39921884793513,10.776836395191623,34.59301836756525,39.33092957789221,17.331047304799846,38.471598815345594,52.61759757519997,29.043494560513324,33.84774617887702,25.354289516685,53.616075826351064,34.50403523517171,23.995088037939162,47.48582174611259,44.75815072444911,48.86883804031278,48.812005593200354,13.328802873125909,51.81747192081433,106.39322842094708,57.106473843144784,52.61759757519998,19.310248526633814,2.115168703810464e-308,25.228350789461118,26.323680189202207,27.261222222267627,142.81964244622515,78.28738183068847,16.85476174840214,32.68014978039909,114.61268597216272,57.106473843144784,25.671792003980272,32.03096375285722,23.610691087881506,50.92134366064103,49.914590721370026,39.17662635494946,55.19118242061545,17.64036106280308,17.20738785425352,57.106473843144784
