,carcinoma_FA_HN11A_3_total.csv,stroma_ad_dysplasia_FA_HN11A_2_total.csv,stroma_ad_dysplasia_FA_HN15_5_total.csv,stroma_ad_carcinoma_FA_HN11A_1_total.csv,stroma_ad_dysplasia_FA_HN15_2_total.csv,stroma_ad_carcinoma_FA_HN11A_2_total.csv,dysplasia_FA_HN15_2_total.csv,stroma_ad_dysplasia_FA_HN15_4_total.csv,carcinoma_FA_HN14_4_total.csv,stroma_ad_carcinoma_FA_HN14_5_total.csv,carcinoma_FA_HN11A_1_total.csv,dysplasia_FA_HN15_3_total.csv,stroma_ad_dysplasia_FA_HN14_2_total.csv,carcinoma_FA_HN11A_4_total.csv,carcinoma_FA_HN15_1_total.csv,carcinoma_FA_HN14_2_total.csv,dysplasia_FA_HN11A_3_total.csv,carcinoma_FA_HN11A_5_total.csv,stroma_ad_carcinoma_FA_HN15_4_total.csv,stroma_ad_dysplasia_FA_HN14_4_total.csv,dysplasia_FA_HN11A_2_total.csv,stroma_ad_dysplasia_FA_HN15_1_total.csv,dysplasia_FA_HN11A_5_total.csv,dysplasia_FA_HN14_2_total.csv,dysplasia_FA_HN15_5_total.csv,stroma_ad_dysplasia_FA_HN11A_3_total.csv,carcinoma_FA_HN11A_2_total.csv,carcinoma_FA_HN14_3_total.csv,stroma_ad_dysplasia_FA_HN11A_5_total.csv,stroma_ad_carcinoma_FA_HN14_3_total.csv,stroma_ad_carcinoma_FA_HN15_3_total.csv,stroma_ad_dysplasia_FA_HN11A_4_total.csv,stroma_ad_dysplasia_FA_HN14_1_total.csv,stroma_ad_carcinoma_FA_HN14_2_total.csv,dysplasia_FA_HN11A_4_total.csv,stroma_ad_dysplasia_FA_HN15_3_total.csv,dysplasia_FA_HN11A_1_total.csv,stroma_ad_dysplasia_FA_HN11A_1_total.csv,carcinoma_FA_HN14_1_total.csv,stroma_ad_carcinoma_FA_HN14_1_total.csv,dysplasia_FA_HN14_1_total.csv,dysplasia_FA_HN15_1_total.csv,stroma_ad_carcinoma_FA_HN14_4_total.csv,stroma_ad_carcinoma_FA_HN15_1_total.csv,stroma_ad_carcinoma_FA_HN15_2_total.csv,stroma_ad_dysplasia_FA_HN14_3_total.csv,carcinoma_FA_HN15_2_total.csv
carcinoma_FA_HN11A_3_total.csv,0.0,935.3294770651536,1484.8216372387187,1414.3834277961146,1268.26058662378,1040.9587527757787,1393.151204632416,1356.0707037714415,1108.7304614472978,927.9082227271455,937.0162153714563,1810.5879183611526,1108.6951003721974,813.7302710350137,1411.0983043814772,1203.6110713094924,1075.929853037726,1048.0486741028549,1069.6701937706807,1263.9509316082597,930.7994784289839,979.7328674312129,1131.5613527053874,1050.7566894093216,1058.2134857238257,931.94606140607,957.1296855999426,1698.1574918950623,1063.2327486238146,1081.7109204322905,1336.7205579785946,1044.7905936850975,1315.3183845832245,1007.7309217999476,1022.4647817458892,1891.2087925752844,1033.3487224027504,988.8210931707353,917.9376061906531,964.2754946172025,1241.6300871592102,1118.31291461003,955.1581322621506,1243.4055335239054,1717.4743542985827,2265.5283211920546,1410.3034223672125
stroma_ad_dysplasia_FA_HN11A_2_total.csv,935.3294770651536,0.0,1409.1611743587687,1498.441280082571,992.3271224833256,919.0061520588272,988.1268940203834,1249.0927389513906,1199.8599624209594,673.8784810709614,820.2135211093149,1579.3174703754942,846.1787791843545,837.3296812568746,1220.996702989632,1165.2533601061043,975.6455807686625,1075.029544028815,952.069031405448,1129.7958620471773,1034.9451553450067,903.776651277469,929.6159851949562,886.3931005769874,811.1082480069467,713.3154484950296,999.9727543229584,1785.6376669359265,854.885336281571,785.9029724783895,1246.0501294572018,941.7070348840944,1011.3892251142832,610.6071442038782,1020.5973799986499,1769.0881090868602,1022.018845346425,852.1578457047842,944.8348734968835,670.4003444145314,933.864870860345,1017.173620085868,836.3481629496691,1027.2562094687112,1572.8656173001355,2127.2451496954036,1280.5073942973802
stroma_ad_dysplasia_FA_HN15_5_total.csv,1484.8216372387187,1409.1611743587687,0.0,952.8841923688608,1814.7633818872707,1320.4498216677891,2071.3205983659286,866.5885663106374,1164.0784398773012,1372.678904073558,1108.8470773257795,2526.5385224478146,1561.5278929450512,1171.6055034314422,1920.9949647497135,1738.0062611712738,1656.7179144431598,1380.1649440413964,1514.8900890323644,1302.5756652718676,1144.503821072561,1121.964346151094,1457.3980468025434,1274.5079261311375,1559.8390935984646,1199.9133326280873,1502.3098218539956,1161.2535791396224,1028.6495271233364,1588.202645383794,1707.901089540914,928.346627660584,1966.742874731078,1447.412756547875,1529.907664773165,2276.3307557510843,942.8021258758708,1257.9322514116989,1204.5444518448369,1280.2149698010712,1732.0548483131677,1901.8273025259202,1340.637357912664,1893.2367809225552,2185.3652323403476,2532.181734799979,2006.1645511431516
stroma_ad_carcinoma_FA_HN11A_1_total.csv,1414.3834277961146,1498.441280082571,952.8841923688608,0.0,1917.0332267967876,1276.153370237813,2123.175106826549,805.0370826809768,946.6531487319346,1439.32408992678,1267.880443845585,2681.857801617799,1641.2142547877797,1075.7609073387848,2060.9499921744746,1603.403497071201,1631.2067571655284,1411.79699246539,1422.511730426662,1474.3704516441385,1098.4381532407385,1113.8115062795587,1306.0726822452054,1223.590396109411,1546.641397849925,1240.554192510948,1464.4422639743395,879.7955581460308,1118.277888897466,1754.0632624559744,1753.8513966535909,1038.0266229959734,2042.0285290171673,1473.6646544494422,1325.1322476030982,2416.798070282596,959.1268607645043,1325.1933517940074,1200.1590776486423,1417.8916472786088,1630.4305183791184,1780.1009705912527,1396.325018200882,1852.6040292419316,2261.0919827303524,2689.1227747231233,1989.5278601341233
stroma_ad_dysplasia_FA_HN15_2_total.csv,1268.26058662378,992.3271224833256,1814.7633818872707,1917.0332267967876,0.0,1121.5120133419473,1030.6594367088496,1735.6916751579313,1720.172377742526,1013.2313645220048,1275.1972104445586,1347.5032605032188,1115.2383205931983,1308.7552667377859,1170.9238634737253,1466.050838583949,1162.2127110882966,1356.2832383043014,1185.3186807176658,1214.9313644535557,1398.5664324757315,1346.3725462783284,1274.0179984667025,1323.557464256456,1222.40509567374,1190.2880842256236,1205.1624253621374,2292.807697109979,1335.0124473658536,914.1867070100515,1280.140104392808,1453.4982737841437,1120.5548524141464,992.1933858132686,1302.1027122345542,1515.7865704069832,1515.8126982876338,1223.561449861632,1416.5844908078338,1032.7999854390364,1276.8088371655836,1169.8208452503916,1135.5062247590174,1057.417482059438,1455.3065287318796,1965.4138464926536,1327.5400831855773
stroma_ad_carcinoma_FA_HN11A_2_total.csv,1040.9587527757787,919.0061520588272,1320.4498216677891,1276.153370237813,1121.5120133419473,0.0,1331.2270874987564,1151.4806203618368,1138.3739430875767,808.7335890891737,875.6252908290576,1722.3575563838242,992.5822948662526,945.0120823285191,1239.851916686968,1217.1862011799672,968.8470760615347,955.3639867773218,799.4778888911891,891.9988917217896,891.0653950140729,901.9809747651116,833.7175040632178,1158.9916408699125,1069.985852699399,880.7680354586565,942.6412082798604,1732.616212086911,839.1101270588659,944.0124849826293,1094.441539819334,975.5712514026517,1229.9023049794305,896.6860348565083,930.2657864881432,1658.411846079916,949.0940748689687,788.8491442300772,937.393461388175,907.417244558772,1255.214156505979,1257.2327953231961,901.5178472518213,1107.090038881982,1487.9015863979187,1991.597012390239,1306.9551427715737
dysplasia_FA_HN15_2_total.csv,1393.151204632416,988.1268940203834,2071.3205983659286,2123.175106826549,1030.6594367088496,1331.2270874987564,0.0,1909.4002024554466,1732.4885732811126,1048.8394993211316,1329.8353285474864,1221.8522180136606,1205.9867393523375,1338.9515607604628,1317.045320049353,1461.4648203336849,1276.9484327741916,1455.6508005186056,1407.4003622329333,1500.6485877604985,1529.328234759043,1424.3217065400206,1356.0852332084992,1320.2442215658082,1049.8316344503537,1265.5624626579502,1413.254187734253,2442.5087086933495,1398.166732490402,1022.0336652175614,1462.3924043578033,1528.0608469490373,1153.5475992322326,1014.5016195699869,1418.2319308177878,1769.7944029025266,1605.6795978334528,1352.857680312267,1401.4030587994462,1150.7007215574797,1135.5676931705686,1078.299045884009,1277.4075048864925,1156.5227677538612,1677.4748242041642,2239.517445099136,1473.4689978060283
stroma_ad_dysplasia_FA_HN15_4_total.csv,1356.0707037714415,1249.0927389513906,866.5885663106374,805.0370826809768,1735.6916751579313,1151.4806203618368,1909.4002024554466,0.0,974.516791524748,1257.0954771062266,1154.6392405944462,2484.3018279379676,1538.065688270372,1012.0373840356688,1942.1116444303493,1528.4653027632826,1431.7072246798052,1369.8643920174131,1321.9898366694993,1320.6856398205489,1043.981501417654,915.0441889720546,1153.4619542683804,1080.99841177035,1349.06285447659,1055.8292058957252,1351.2553959410793,1106.1501241699195,991.895998788667,1513.0655517004454,1650.5155894658967,870.1902011440974,1864.972407739806,1303.453438713444,1277.846209704697,2417.0584016383095,902.0246363508481,1225.0440735952861,1119.3016233491023,1180.5796503489241,1413.6715880150348,1672.7525360033496,1255.527346710247,1597.6989634224108,2194.535204463621,2629.389758052269,1881.1971549720338
carcinoma_FA_HN14_4_total.csv,1108.7304614472978,1199.8599624209594,1164.0784398773012,946.6531487319346,1720.172377742526,1138.3739430875767,1732.4885732811126,974.516791524748,0.0,1208.5893809031181,1019.2192480084041,2334.9781315067303,1526.0558453277706,833.6141325184021,1916.2453511990193,1120.8822717694393,1374.332778424239,1386.1358345487788,1250.0463120411646,1463.3599144784878,897.4214672645683,931.1647728762524,1186.4059328694984,1073.258158573357,1126.893205974873,1079.5033279839956,1291.969222627642,1048.9080614465634,1023.577588855223,1490.6983937837397,1737.6216182126682,914.1901366642669,1777.9000985664245,1320.9287141910297,1224.6333755125127,2425.2531353306454,840.5197486485276,1237.0994989330159,849.0222848729278,1124.8705675227613,1442.0851841198225,1308.0025271367313,1217.794717253617,1642.8770655261078,2215.3646482356266,2700.7667602025595,1883.981649588931
stroma_ad_carcinoma_FA_HN14_5_total.csv,927.9082227271455,673.8784810709614,1372.678904073558,1439.32408992678,1013.2313645220048,808.7335890891737,1048.8394993211316,1257.0954771062266,1208.5893809031181,0.0,721.0247119446599,1585.0789470209772,809.3106568808661,787.2596427301391,1102.895506606743,1245.9773400535964,886.5503028734286,914.6925975722093,960.0918332517141,961.8142511255489,952.9756269271386,916.1147112366734,897.071659958587,995.87625504512,871.9662743742083,747.4420118335188,917.5148671496729,1772.7345173906108,780.0432022791937,780.6064198249055,1070.5653591963778,884.7194491529965,986.4070234618648,775.17553992233,963.3494975525505,1603.722899066586,962.1955372338332,720.2865895130457,827.9819961749063,754.8645444502531,1119.820536329973,1055.0127121094301,746.5550724420758,1106.628189220575,1328.5567611311487,1920.2682317769834,1136.149394817408
