,topology_carcinoma_10_clean.csv,topology_dysplasia_18_clean.csv,topology_ad_carcinoma_2_clean.csv,topology_carcinoma_2_clean.csv,topology_ad_carcinoma_10_clean.csv,topology_ad_carcinoma_9_clean.csv,topology_dysplasia_5_clean.csv,topology_ad_carcinoma_3_clean.csv,topology_dysplasia_14_clean.csv,topology_ad_carcinoma_1_clean.csv,topology_dysplasia_13_clean.csv,topology_dysplasia_17_clean.csv,topology_carcinoma_8_clean.csv,topology_dysplasia_10_clean.csv,topology_carcinoma_20_clean.csv,topology_dysplasia_11_clean.csv,topology_ad_carcinoma_8_clean.csv,topology_carcinoma_13_clean.csv,topology_ad_carcinoma_4_clean.csv,topology_carcinoma_9_clean.csv,topology_ad_carcinoma_12_clean.csv,topology_carcinoma_4_clean.csv,topology_ad_carcinoma_15_clean.csv,topology_ad_carcinoma_5_clean.csv,topology_ad_dysplasia_8_clean.csv,topology_dysplasia_7_clean.csv,topology_carcinoma_17_clean.csv,topology_dysplasia_19_clean.csv,topology_carcinoma_5_clean.csv,topology_dysplasia_8_clean.csv,topology_carcinoma_7_clean.csv,topology_carcinoma_19_clean.csv,topology_ad_carcinoma_11_clean.csv,topology_carcinoma_18_clean.csv,topology_carcinoma_11_clean.csv,topology_carcinoma_16_clean.csv,topology_dysplasia_12_clean.csv,topology_ad_dysplasia_1_clean.csv,topology_dysplasia_1_clean.csv,topology_ad_dysplasia_3_clean.csv,topology_ad_carcinoma_6_clean.csv,topology_dysplasia_16_clean.csv,topology_dysplasia_15_clean.csv,topology_dysplasia_4_clean.csv,topology_ad_dysplasia_2_clean.csv,topology_ad_carcinoma_7_clean.csv,topology_ad_carcinoma_13_clean.csv,topology_ad_dysplasia_6_clean.csv,topology_ad_dysplasia_9_clean.csv,topology_carcinoma_3_clean.csv,topology_carcinoma_6_clean.csv,topology_ad_dysplasia_4_clean.csv,topology_dysplasia_6_clean.csv,topology_ad_dysplasia_10_clean.csv,topology_ad_dysplasia_5_clean.csv,topology_carcinoma_14_clean.csv,topology_carcinoma_12_clean.csv,topology_carcinoma_15_clean.csv,topology_carcinoma_1_clean.csv
topology_carcinoma_10_clean.csv,0.0,18662.959796892286,19181.24184274565,2965.385480159069,20525.532708319668,19219.396095607317,2147.8630801175814,19534.958345833842,16155.485593444831,20575.68025233956,6557.588602090882,8302.879493195574,3444.2012857607747,3425.822807393171,7293.650969263461,3202.8271710760505,23605.522642232678,4828.1000342359885,22643.410850768825,1676.0051543562022,19061.066410706575,2165.218418932604,16752.366177072618,23500.176363646002,30911.681615428122,7515.799490469712,6499.962853844606,10605.895153986796,2293.528602917992,6751.488872630352,2299.400467398372,3057.7546653563695,13172.44311056916,3968.5943543772632,2631.048154805785,1996.7840407183864,5820.415567996503,12337.4370172555,2204.7276621359692,20006.819353239694,25451.611767524802,24069.111069574392,15101.401351749986,1959.7721887252117,18047.72871205287,24393.534329116996,24512.61823769674,21798.533150622043,29094.022134940056,3651.663069382527,5998.1982583006675,22574.75826855971,6615.63249568377,12831.439800739534,24615.48352880265,11618.802479098482,7371.636537111129,5350.814764160993,4127.406991075629
topology_dysplasia_18_clean.csv,18662.959796892286,0.0,12983.395901820219,17156.59795051137,13941.66517949575,13166.993981841142,18224.478428288683,13484.173817978824,2676.627579177308,14239.119326719456,14340.331845016273,11643.186834806946,16908.735913036176,17941.584702217508,14968.357415040631,16367.488045402595,15434.485852384898,16051.451980253863,14537.312563869282,19132.81709684856,8529.432295915978,17449.526913697315,4826.579657520761,14640.832108479035,12266.868303669491,15261.734769612,13749.975536189095,8148.972335205206,18257.419680479677,15499.540583946273,18031.909457560916,20568.584326295073,9635.683867043892,17368.021965327935,17300.195315899986,20054.641664215476,13597.831480523677,11933.99930076491,18201.21679275814,4672.519629482006,10510.107482723603,5439.819087214384,3943.8818468853356,18748.790670219358,7477.648330453275,15633.278906891388,11673.343597296787,4708.826743567883,10594.911820153042,16137.99382730553,16585.124382455626,6658.289678327574,15475.90960797005,12802.101358877675,9692.39760574749,10433.306427890966,15575.40583963765,17580.038397692915,17703.36832744519
topology_ad_carcinoma_2_clean.csv,19181.24184274565,12983.395901820219,0.0,16720.72506192218,1415.1763020835378,819.1532755846129,17472.367092850356,964.7323510519851,11602.673564575633,1601.0289551704948,12640.702311094568,11301.631925726737,15908.26895595084,16588.367744778207,12327.745276913669,16065.196021693326,4438.757744009033,14488.826910876092,3580.302313151775,18517.196248771863,4810.224244216892,17093.376496737703,8689.963990922091,4493.3272126104475,20643.191376643015,12235.575513196574,12730.304249853885,14852.184382007214,17393.082033541028,12951.324840165838,17538.148804277385,21954.849183034006,7065.823356106743,21124.87611813074,16591.734546052918,21143.725216111092,14349.782339413923,6905.2429111764495,17845.530290152525,9667.158055760176,11743.071998394535,13909.148857752192,10859.153716844688,18993.70543300397,5857.314182893103,5352.521796439687,8594.57072478343,12124.397498865113,18851.95979779075,16372.510974495197,14507.647561364767,11346.156487703294,13058.948451702354,6770.754181559172,11683.860630953268,7828.715409410805,12149.84128433758,15074.780914096244,16270.913189420022
topology_carcinoma_2_clean.csv,2965.385480159069,17156.59795051137,16720.72506192218,0.0,18018.730815401927,16747.70070987069,1809.4279311220341,17180.042835358418,14623.114962384207,18029.722318097567,4435.062302207051,6138.728284463122,2271.9613600624316,1805.5073738728213,4506.592589265136,1234.1445637549605,21103.47383756946,2745.1371274706644,20213.643549718756,2580.4624799909802,17088.16086358402,2138.9211137118727,15443.129054471781,21086.18291906807,29382.319691931956,4705.979138659029,4136.712639317691,10118.817476015385,1748.4190476906385,3951.1120651852684,1253.4595082607589,5761.025106540376,11742.082100413472,6730.283575760995,2576.220123048505,4745.733465350371,5892.151392357182,9869.382973302052,1354.7271380878747,18489.059773016983,23713.083224621925,22543.61607569803,13617.33854708609,2372.6652094907804,16166.47990757083,21965.128260442503,22515.41359186924,20435.955111439896,27620.032625091837,1316.2997137561006,3125.9686781770124,21020.82561719191,3811.9725718583636,10595.868706899175,22900.01851688899,9683.743606196094,4753.231831533973,2546.371465624382,1335.1968903742775
topology_ad_carcinoma_10_clean.csv,20525.532708319668,13941.66517949575,1415.1763020835378,18018.730815401927,0.0,1333.0371861651406,18807.854902793824,1250.1550183867453,12576.860287213301,1220.2319179848541,13989.085435327079,12537.73347221061,17245.795723767715,17907.506846385306,13590.662336337775,17396.370975778736,3134.7444365615243,15823.006644077977,2409.904513262814,19851.662574623522,5752.180062541712,18433.696123338646,9719.036371167913,3339.6488279796417,20246.435653449298,13484.488387297975,14046.838180812922,16029.72949256268,18733.39950563541,14227.079826189467,18861.30587492322,23302.319775343312,8324.883557822019,22454.47303868573,17942.623484260985,22495.517323716795,15678.306692068572,8233.214916253106,19177.164230871436,10467.123885004103,11336.187645303633,14377.157258825418,11915.458733883177,20328.95222355592,6512.064020417408,4176.7680248772585,8112.0862419342775,12930.039803417325,18550.56834009002,17695.15704812672,15688.001009896017,11286.739439787163,14291.445163914881,8089.317198332325,11283.694989597214,9157.814467893802,13457.207099376688,16330.71781278601,17525.88082862672
topology_ad_carcinoma_9_clean.csv,19219.396095607317,13166.993981841142,819.1532755846129,16747.70070987069,1333.0371861651406,0.0,17506.489093336404,847.0385478973333,11665.620751140013,1886.1764712156212,12682.185363901564,11321.37147353061,15943.354350837642,16624.57372081209,12355.217449325026,16095.256811326688,4405.2185535043145,14525.855372353382,3575.525177659636,18554.413967675187,5299.946768010419,17136.360656937748,8906.645669835129,4503.829748581395,21041.923087127667,12250.230337883058,12758.990867451088,14879.279943848745,17438.48535016133,12978.613829641881,17569.292587852335,21997.441692446362,7090.73966287789,21160.32277608732,16630.367714664408,21183.391075573825,14385.794359583591,6941.338441622744,17881.16708392292,10194.044979428862,12126.2957010058,14448.15666698598,10914.588655787988,19030.35595537651,6247.105921533572,5360.348084293649,8916.557462204808,12671.584091042207,19246.778994966968,16403.09381934622,14533.120209102479,11736.591468996243,13081.63556910323,6805.021215802736,12080.155435727258,7865.917005316054,12183.921514131975,15097.255082892878,16298.406480670648
topology_dysplasia_5_clean.csv,2147.8630801175814,18224.478428288683,17472.367092850356,1809.4279311220341,18807.854902793824,17506.489093336404,0.0,17877.908881976986,15711.416270284864,18821.981384092418,4901.6704144084715,7296.896398744224,1863.3195686038682,1480.654886576203,5360.106673497829,2141.33008701155,21899.929221255014,3025.954412385915,20982.0929004548,1126.3299735613,17762.85811799284,1282.2973358905247,16034.816840479098,21857.774748021206,30474.015263888716,5527.132102567523,4852.692035364265,10289.336557826195,438.3343487371747,4772.074444500074,717.5659188974423,4829.684874129908,11989.084309229493,5950.202416377856,1638.4639542157054,3933.767499165452,5288.899728678985,10580.734918647755,854.0381477437487,19262.946958218894,24437.98804924932,23628.164886243183,14662.740475680774,1755.9839025733766,16879.02768137602,22743.31577628159,23227.28794011743,21258.8387270293,28678.017908213234,2650.283563552385,4269.554259258683,21794.025101924086,4808.450504666181,11144.06505330114,23630.39405952907,10169.556103316121,5446.628539334125,3214.807357071332,2053.6519864222178
topology_ad_carcinoma_3_clean.csv,19534.958345833842,13484.173817978824,964.7323510519851,17180.042835358418,1250.1550183867453,847.0385478973333,17877.908881976986,0.0,12087.333544772584,1883.614116240321,13074.00951321836,11847.826755740583,16196.771284976789,16922.532478082834,12810.536843544101,16505.19906170081,4175.750387990219,14926.942328487654,3388.067297408395,18872.525225505477,5451.83953225513,17525.644885010577,8964.099131589881,4325.516357641606,21261.94499880693,12671.211777146887,13195.422734937849,15103.071831799123,17786.36759927684,13389.207247607526,17970.622321075953,22351.4671383242,7344.7214740196605,21474.398599211963,16992.36516051073,21509.300916211516,14734.1841168502,7336.554195126401,18168.58849079768,10236.318729529314,12349.910369121077,14681.221300657815,11285.761808819425,19354.718875861676,6640.293555577035,5180.878498727122,9137.799418124641,12541.152205684783,19417.783836701354,16773.17415620638,15020.016505715008,11965.28148192329,13556.435504966152,7042.407890790305,12308.95761644665,8218.904633062244,12598.350983690836,15513.111344554183,16720.952389733597
topology_dysplasia_14_clean.csv,16155.485593444831,2676.627579177308,11602.673564575633,14623.114962384207,12576.860287213301,11665.620751140013,15711.416270284864,12087.333544772584,0.0,12948.795213882857,11826.130415431611,9054.698750699152,14398.610051493348,15433.014567671944,12384.079028782886,13856.143139888813,14517.186896606461,13534.480304889086,13531.433315418757,16622.98851308282,7598.967378995976,14929.133894364599,3647.495610552843,13774.39650520432,14779.707747123635,12725.480278372755,11210.25635290517,5902.5035030450235,15739.646345771152,12975.770706299805,15518.435202042545,18058.44070590268,7411.238115484227,14989.871435447067,14784.392773389316,17551.557599174725,11090.797218837268,9515.513836164868,15693.522254034626,5191.45010496571,11279.58075852362,7950.818075498252,1404.9033330361929,16245.392117284826,6269.362918351818,14832.251726419789,11664.969557868164,6369.328708614572,13033.139532111185,13641.76360009283,14003.314340360015,7663.116031060268,12879.969448735794,10413.142457634436,10386.59606761431,7946.689859654883,13049.047979603745,15046.740583431876,15174.228886919587
topology_ad_carcinoma_1_clean.csv,20575.68025233956,14239.119326719456,1601.0289551704948,18029.722318097567,1220.2319179848541,1886.1764712156212,18821.981384092418,1883.614116240321,12948.795213882857,0.0,14028.137603419958,12725.71659225778,17273.98416036971,17917.440542359127,13605.903396631093,17425.06722394156,3129.8002663758016,15835.511579208882,2380.089039500549,19870.066859408977,5871.186187276806,18460.67924273316,10024.626187858119,3325.433450159774,20167.543258560243,13503.358486598385,14098.159350765141,16362.623857196086,18734.185755438597,14227.034637407061,18868.42775431756,23353.05262266613,8607.869617895542,22593.497072710106,17973.079130385384,22533.255513338343,15842.932547255132,8258.216483534166,19191.69184168066,10426.198473699998,11303.284811037092,14410.951271503789,12280.312744967629,20348.08482522818,6893.153855810385,4150.735055870868,8157.518557616561,12821.521312126812,18387.73917058539,17736.089323876018,15734.326379215365,10945.978019247648,14319.156714354078,8103.2239520351995,11209.727697349797,9319.116661121634,13452.804946776701,16335.631567263405,17548.93731533814
