,stroma_ad_dysplasia_FA_HN11A_3_t.csv,dysplasia_FA_HN14_2_t.csv,stroma_ad_dysplasia_FA_HN14_3_t.csv,stroma_ad_carcinoma_FA_HN15_1_t.csv,stroma_ad_carcinoma_FA_HN14_1_t.csv,stroma_ad_dysplasia_FA_HN15_2_t.csv,dysplasia_FA_HN15_2_t.csv,stroma_ad_dysplasia_FA_HN11A_1_t.csv,carcinoma_FA_HN11A_5_t.csv,stroma_ad_dysplasia_FA_HN15_3_t.csv,stroma_ad_dysplasia_FA_HN11A_5_t.csv,dysplasia_FA_HN15_5_t.csv,dysplasia_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN15_5_t.csv,carcinoma_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN14_2_t.csv,stroma_ad_dysplasia_FA_HN15_1_t.csv,stroma_ad_carcinoma_FA_HN11A_1_t.csv,stroma_ad_carcinoma_FA_HN14_5_t.csv,dysplasia_FA_HN11A_4_t.csv,carcinoma_FA_HN11A_1_t.csv,dysplasia_FA_HN11A_1_t.csv,carcinoma_FA_HN15_2_t.csv,carcinoma_FA_HN14_2_t.csv,dysplasia_FA_HN15_1_t.csv,carcinoma_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN14_2_t.csv,carcinoma_FA_HN11A_4_t.csv,stroma_ad_dysplasia_FA_HN11A_4_t.csv,dysplasia_FA_HN15_3_t.csv,carcinoma_FA_HN14_4_t.csv,stroma_ad_carcinoma_FA_HN14_3_t.csv,carcinoma_FA_HN11A_3_t.csv,stroma_ad_dysplasia_FA_HN11A_2_t.csv,carcinoma_FA_HN15_1_t.csv,dysplasia_FA_HN11A_5_t.csv,stroma_ad_carcinoma_FA_HN15_4_t.csv,carcinoma_FA_HN14_3_t.csv,dysplasia_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN15_3_t.csv,stroma_ad_carcinoma_FA_HN15_2_t.csv,stroma_ad_carcinoma_FA_HN14_4_t.csv,stroma_ad_dysplasia_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN14_4_t.csv,stroma_ad_dysplasia_FA_HN15_4_t.csv,dysplasia_FA_HN11A_3_t.csv
stroma_ad_dysplasia_FA_HN11A_3_t.csv,0.0,653.7097027607048,656.5093087906534,inf,inf,inf,653.7097027607048,inf,inf,inf,607.954427114978,653.7097027607048,inf,655.4806159615351,653.7097027607048,665.9121803526286,inf,inf,inf,653.7097027607048,649.277139896849,584.1402556706041,653.7097027607048,653.7097027607048,653.7097027607048,653.7097027607048,655.8039558266978,653.7097027607048,577.3606613754181,653.7097027607048,653.7097027607048,inf,653.7097027607048,463.20095300016715,653.7097027607048,653.9398975923767,inf,653.7097027607048,653.8331047848993,653.7097027607048,653.7097027607048,inf,inf,inf,inf,653.7097027607048,inf
dysplasia_FA_HN14_2_t.csv,653.7097027607048,0.0,2.7996060299485634,inf,inf,inf,0.0,inf,inf,inf,209.814743359812,0.0,inf,7.305325371515735,0.0,90.2056395956055,inf,inf,inf,0.0,5.073526489283783,874.6524395813423,0.0,0.0,0.0,0.0,246.79035742202808,0.0,816.2421518006274,0.0,0.0,inf,0.0,515.3082694082824,0.0,0.23019483167189847,inf,0.0,0.12340202419441226,0.0,0.0,inf,inf,inf,inf,0.0,inf
stroma_ad_dysplasia_FA_HN14_3_t.csv,656.5093087906534,2.7996060299485634,0.0,inf,inf,inf,2.7996060299485634,inf,inf,inf,212.61434938976058,2.7996060299485634,inf,4.881362454646023,2.7996060299485634,89.90585611232477,inf,inf,inf,2.7996060299485634,7.873132519232346,877.4520456112909,2.7996060299485634,2.7996060299485634,2.7996060299485634,2.7996060299485634,248.10131223942247,2.7996060299485634,819.0417578305766,2.7996060299485634,2.7996060299485634,inf,2.7996060299485634,518.107875438231,2.7996060299485634,3.029800861620462,inf,2.7996060299485634,2.9230080541429757,2.7996060299485634,2.7996060299485634,inf,inf,inf,inf,2.7996060299485634,inf
stroma_ad_carcinoma_FA_HN15_1_t.csv,inf,inf,inf,0.0,inf,inf,inf,307.75672344390006,449.1354619171018,104.69121321829772,inf,inf,inf,inf,inf,inf,inf,125.521992912019,197.35500619295368,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,157.93593379391376,inf,inf,inf,inf,126.44405183586747,inf,inf,inf,inf,100.05094784098102,inf,101.7117264642265,98.22160067866187,inf,inf
stroma_ad_carcinoma_FA_HN14_1_t.csv,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,224.8970981606948,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,229.2091681894528
stroma_ad_dysplasia_FA_HN15_2_t.csv,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,265.81317165838465,inf,inf,inf,inf
dysplasia_FA_HN15_2_t.csv,653.7097027607048,0.0,2.7996060299485634,inf,inf,inf,0.0,inf,inf,inf,209.814743359812,0.0,inf,7.305325371515735,0.0,90.2056395956055,inf,inf,inf,0.0,5.073526489283783,874.6524395813423,0.0,0.0,0.0,0.0,246.79035742202808,0.0,816.2421518006274,0.0,0.0,inf,0.0,515.3082694082824,0.0,0.23019483167189847,inf,0.0,0.12340202419441226,0.0,0.0,inf,inf,inf,inf,0.0,inf
stroma_ad_dysplasia_FA_HN11A_1_t.csv,inf,inf,inf,307.75672344390006,inf,inf,inf,0.0,419.5616882988312,281.6555097070261,inf,inf,inf,inf,inf,inf,inf,287.73678389275136,242.21499239066043,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,285.7688286664886,inf,inf,inf,inf,309.51373985768146,inf,inf,inf,inf,305.84558171954916,inf,305.92008765020853,295.08338101201684,inf,inf
carcinoma_FA_HN11A_5_t.csv,inf,inf,inf,449.1354619171018,inf,inf,inf,419.5616882988312,0.0,403.3880317563873,inf,inf,inf,inf,inf,inf,inf,363.1831690617562,398.44546191837867,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,405.46924503579,inf,inf,inf,inf,388.3878573894205,inf,inf,inf,inf,405.1960643677926,inf,395.03335450309226,382.5142058694003,inf,inf
stroma_ad_dysplasia_FA_HN15_3_t.csv,inf,inf,inf,104.69121321829772,inf,inf,inf,281.6555097070261,403.3880317563873,0.0,inf,inf,inf,inf,inf,inf,inf,105.30741541955325,183.18156982497624,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,130.60183217908295,inf,inf,inf,inf,142.03987177701995,inf,inf,inf,inf,84.05710179452308,inf,87.01799308021396,92.98116279838462,inf,inf
