Comparación,Pearson,Spearman,Frobenius
distancias_bottleneck_dim0 vs distancias_wasserstein_dim1,0.1930972658913382,0.3723274159361418,132426.7137684872
distancias_bottleneck_dim0 vs distancias_wasserstein_dim0,0.20098560829412798,0.4648133547323526,655020.7640345017
distancias_bottleneck_dim0 vs distancias_bottleneck_dim1,0.15769887991963796,0.10848216400581746,1640.9398411078146
distancias_wasserstein_dim1 vs distancias_wasserstein_dim0,0.8884779518802456,0.8828623686471788,528447.0209393144
distancias_wasserstein_dim1 vs distancias_bottleneck_dim1,0.08817362391751865,0.09094873432346251,131367.9632454364
distancias_wasserstein_dim0 vs distancias_bottleneck_dim1,-0.019996483685065694,-0.015809157737515823,654107.9594997717
