,topology_carcinoma_1_clean_mac.csv,topology_ad_carcinoma_11_clean_mac.csv,topology_ad_carcinoma_9_clean_mac.csv,topology_dysplasia_16_clean_mac.csv,topology_carcinoma_19_clean_mac.csv,topology_ad_carcinoma_5_clean_mac.csv,topology_dysplasia_5_clean_mac.csv,topology_ad_carcinoma_13_clean_mac.csv,topology_carcinoma_11_clean_mac.csv,topology_carcinoma_5_clean_mac.csv,topology_carcinoma_16_clean_mac.csv,topology_ad_carcinoma_6_clean_mac.csv,topology_carcinoma_15_clean_mac.csv,topology_carcinoma_10_clean_mac.csv,topology_ad_dysplasia_2_clean_mac.csv,topology_carcinoma_3_clean_mac.csv,topology_dysplasia_4_clean_mac.csv,topology_carcinoma_12_clean_mac.csv,topology_dysplasia_6_clean_mac.csv,topology_dysplasia_8_clean_mac.csv,topology_dysplasia_18_clean_mac.csv,topology_dysplasia_7_clean_mac.csv,topology_carcinoma_2_clean_mac.csv,topology_ad_carcinoma_15_clean_mac.csv,topology_carcinoma_4_clean_mac.csv,topology_ad_carcinoma_4_clean_mac.csv,topology_ad_dysplasia_7_clean_mac.csv,topology_ad_carcinoma_1_clean_mac.csv,topology_dysplasia_9_clean_mac.csv,topology_carcinoma_20_clean_mac.csv,topology_ad_carcinoma_12_clean_mac.csv,topology_ad_dysplasia_1_clean_mac.csv,topology_dysplasia_1_clean_mac.csv,topology_ad_dysplasia_8_clean_mac.csv,topology_ad_dysplasia_6_clean_mac.csv,topology_carcinoma_18_clean_mac.csv,topology_dysplasia_11_clean_mac.csv,topology_ad_carcinoma_7_clean_mac.csv,topology_ad_carcinoma_2_clean_mac.csv,topology_ad_dysplasia_5_clean_mac.csv,topology_carcinoma_6_clean_mac.csv,topology_dysplasia_10_clean_mac.csv,topology_dysplasia_12_clean_mac.csv,topology_ad_dysplasia_3_clean_mac.csv,topology_carcinoma_8_clean_mac.csv,topology_dysplasia_19_clean_mac.csv,topology_dysplasia_17_clean_mac.csv,topology_dysplasia_14_clean_mac.csv,topology_ad_dysplasia_4_clean_mac.csv,topology_dysplasia_3_clean_mac.csv,topology_dysplasia_2_clean_mac.csv,topology_ad_carcinoma_8_clean_mac.csv,topology_carcinoma_17_clean_mac.csv,topology_carcinoma_9_clean_mac.csv,topology_ad_carcinoma_14_clean_mac.csv,topology_carcinoma_14_clean_mac.csv,topology_ad_carcinoma_10_clean_mac.csv,topology_dysplasia_15_clean_mac.csv,topology_carcinoma_7_clean_mac.csv,topology_ad_dysplasia_9_clean_mac.csv,topology_ad_carcinoma_3_clean_mac.csv,topology_dysplasia_13_clean_mac.csv,topology_ad_dysplasia_10_clean_mac.csv,topology_carcinoma_13_clean_mac.csv
topology_carcinoma_1_clean_mac.csv,0.0,17506.62068213805,10461.85896640717,15676.141911337398,8914.760359640473,11836.993004476151,12021.55901770792,13496.86586357195,4284.98224250866,11705.461909357246,3318.567561734038,14886.990367356075,5863.556066500696,2800.2925277725235,11165.988587861939,11017.889771593625,17366.999433936777,4968.011713598675,15309.166087744174,16407.513839394287,16657.63162363439,17452.267925134074,3941.4526792239103,14089.910313338152,5800.372701281181,10028.078662690234,10441.07610405322,10969.83744288464,16378.644404290091,4453.449500412134,16129.808450134184,6982.141440571084,5054.151770899988,17042.147846300904,13224.009481702338,9368.347296736314,12227.372343471956,8969.442941682903,12518.702696476852,14490.688020421023,8568.008836707124,15925.105262709132,14424.306460913993,13625.005882193569,3252.680189297721,17392.01023508396,15964.13703636595,15955.252421494333,13397.799374248827,12623.465787684554,12174.72275623727,7299.424688742401,7031.133238423804,1867.1555596788198,12544.398927995931,8311.71306359158,7955.2314285974,15952.813071350161,8914.782458511412,16082.889219852976,10508.602385097032,14188.065003520987,8053.324412584477,5658.629776924561
topology_ad_carcinoma_11_clean_mac.csv,17506.62068213805,0.0,7103.98822561951,3612.27126144456,10697.994631322248,5876.265150789743,6041.981579789471,5527.052226056841,13309.21581765103,28250.32962965113,16766.3271022792,3576.7729493780353,13478.838339510323,15983.330841628449,7051.821024172375,6811.7042140587,4449.2271876001005,16487.000741112526,3045.6041671894973,1365.0375463348478,3028.3326008185923,1481.613164262795,20412.64655798402,4077.6031363897464,21322.043430366244,8802.11980854634,7415.441619265172,8092.9039516059165,5904.7338365984415,14263.430334014643,1662.0640943066649,10610.615797513947,12680.632256534427,4746.484480081618,5219.983700268689,8888.333370339866,5303.976157151197,9152.91043687045,5184.436793912458,4511.254102402232,10544.250787997236,1728.904705412851,3152.9508350989254,4310.764267431594,15098.220864251118,2156.741577685618,1876.6725346727292,2080.9410988612153,5077.944432482571,5905.284717440056,7847.881482214853,12117.667208346757,10781.725391904152,16902.99496359768,5040.369658645947,10268.454964137485,9896.267994377085,2869.7181382649496,8689.217894569387,4209.2383611330815,7099.422236263228,3419.166060833817,9554.411207198353,11973.243817067108
topology_ad_carcinoma_9_clean_mac.csv,10461.85896640717,7103.98822561951,0.0,6292.66589442373,4875.314155340566,2156.517757858414,3067.1152216755995,4368.939180782284,6293.689486689171,21174.361225789085,10084.260908255479,5340.069515123182,6956.830496316903,9345.532502688544,2393.4984686586654,2575.2214175901745,7701.525229273833,9449.702626278628,5572.426470533098,6008.909807054742,6664.145144288384,7141.494956243322,13465.303230632426,4540.451806906393,14351.042914249265,3807.6327199208745,1460.6815074162694,4030.857683528652,7505.719719208571,7473.644732312312,5720.170588361728,3689.6462207443446,5914.51949395839,7747.638561624498,4083.073007003942,3251.0360826211777,2054.110923698588,2541.480153906576,2680.392899754842,5202.393059401048,5409.631366866407,5535.267911724017,4268.80223162845,4020.898463709317,8041.8901226977005,6991.096174108492,5553.273507758085,5618.486145213517,4173.098657249829,3787.3440482033598,4530.214127231204,5063.960160623827,3897.5211421176646,9885.04458576156,2518.514924676783,4174.784430871861,2894.6704314645735,5885.45445910966,2850.4930492664766,7033.317961331608,1025.7625795413112,3822.560831486863,2656.220244195566,5030.199124303602
topology_dysplasia_16_clean_mac.csv,15676.141911337398,3612.27126144456,6292.66589442373,0.0,10614.716830057187,4378.502859169412,6510.8292607212,2401.0094526127236,11877.584717407657,26144.672755594213,15839.029348295024,1080.8467599185713,12879.660548455677,15276.161221019833,4554.749372824952,6122.366880260798,7363.610174677605,14410.854279840163,5081.185631308791,3367.7533084368783,1194.8688654777234,4416.721949606916,19007.509348645417,2988.852821543625,20332.704832621297,6082.017970566907,6473.2052095611325,6912.486460347351,9067.714757172766,13169.313887019624,2321.5098779298487,8879.474290834096,11716.232135828139,1683.4356202822057,2500.8149388772863,8589.15556770725,5308.179617794342,6888.781684401266,3808.2407483650954,1479.577955632037,11034.912111704629,3881.0512714240904,3693.059859416488,2551.0528172141467,13212.889454613585,2408.268766056766,2375.8774819413056,1636.907259577132,2434.5861649974804,7434.613270188476,9546.289386557868,10819.466256125623,8702.667173276563,15403.771371735584,4812.263521336036,7766.847806206773,8716.401886598604,1140.7688180156847,7626.871436872436,896.1803769905155,6282.662045305233,3840.1443600021134,7782.762277698201,10162.683113136027
topology_carcinoma_19_clean_mac.csv,8914.760359640473,10697.994631322248,4875.314155340566,10614.716830057187,0.0,6516.052661400808,4853.122633372411,8812.566340543803,5724.6957434887245,20157.614807601,6834.288224026106,9738.317901988612,3420.3830451936524,6433.901413355221,6653.174827546144,4659.010530979008,9416.989519098106,9859.039338541394,7857.204929166613,9710.46163801693,11117.705235076455,10303.930349428432,11229.489460001469,9038.11303815621,12999.113732982067,7883.567344440464,5403.108956877055,8254.08088018535,8088.429308112985,4719.572635918309,9619.864501362246,3987.418740271063,4049.0795343624486,12220.323084015577,8387.659388296535,2307.8970966013358,6006.9128197427535,6061.811714509262,7000.148160391836,9641.942289117165,1643.6193795392326,9216.602665311126,7689.889455825533,8489.706247551585,7922.036712550678,11121.632097520729,9623.92353692199,9791.208062899072,8560.890490127591,4886.419236045505,3910.2401586720134,6700.783755335325,4667.363721634895,8388.449208367032,6061.078218396311,7292.1240775697,5229.527529138097,10303.26063587635,3548.3026899394254,11365.718510787066,5079.2835086862015,7907.188761441143,3760.766328952054,5033.37924709527
topology_ad_carcinoma_5_clean_mac.csv,11836.993004476151,5876.265150789743,2156.517757858414,4378.502859169412,6516.052661400808,0.0,2868.804506398576,2831.109134267194,7843.322266788004,22412.444208710614,11792.418436604166,3437.8023667917573,8807.718082312918,11173.432255708052,1757.0690808491722,2673.817764022491,6719.789914554541,10635.028030161684,4592.77380647938,4780.051373821729,4854.240487459934,6008.427947863449,15014.316171497976,2709.057341536686,16152.443461948866,4077.8549328878366,2520.1417088046073,4332.745483767436,6804.537494058373,9147.7130817218,4461.331783934652,4949.079250358269,7651.448838456085,5810.053703498939,2200.1542771277827,4619.527502433008,1547.151934684173,3369.9407181645747,1077.943990514862,3276.281190561395,6913.426981485027,4329.5776895864055,3218.553579045414,2117.581368673029,9317.913175933225,5622.837321661427,4259.288523029523,4232.498984348738,2287.5541465874135,3823.7609803367973,5442.918818445277,6822.438144228226,4963.793621136936,11424.198332213338,1573.5780120176216,4875.684458886835,4688.2041442657155,4160.5005818950995,3729.4845605309047,5112.01225460071,2315.416465855917,2621.2005922196618,3842.922038039248,6304.726083873778
topology_dysplasia_5_clean_mac.csv,12021.55901770792,6041.981579789471,3067.1152216755995,6510.8292607212,4853.122633372411,2868.804506398576,0.0,5446.54442767577,7942.117132428749,23094.810643504865,10892.711408713063,5666.486426157879,7566.433195039211,10245.72002083969,4318.950464315627,1263.4598081991817,5405.151436861316,11697.017897093241,3365.467588246317,5023.3620761788125,6482.064081077841,5719.539108767845,14762.296217323714,4702.888215613328,15878.197104987688,6654.797375287057,4036.3746439925417,6287.0883081287,4716.694218954025,8532.612829196867,4938.4318634279225,5528.522131944836,7074.207379152294,8020.868267517152,4378.437917727485,3001.7573742890086,1965.4954579611394,5443.826874227703,3391.534201136214,5493.562450977068,5051.158320906987,4555.245276294829,3325.6616121001844,4260.666936779915,10032.68516587404,6365.444385468362,4871.814252229212,5150.979491110834,4531.289838282604,1410.644913002184,3294.9142978713126,7375.759126486151,5963.861835787629,11468.289888785028,2404.4016732721893,7061.098620460201,5346.710517162628,5594.206295633289,3344.019995796737,7304.67108661602,3000.739949308954,3301.0367510891947,4501.383799330249,6748.913844468868
topology_ad_carcinoma_13_clean_mac.csv,13496.86586357195,5527.052226056841,4368.939180782284,2401.0094526127236,8812.566340543803,2831.109134267194,5446.54442767577,0.0,9858.305122995209,23999.989171594323,14008.946862804389,2020.5326059002764,10992.127503661755,13394.53442416816,2569.9358736187837,5116.2223162371665,7787.150173879658,12205.785502047587,5758.403444790727,4560.979783453393,3532.8953890573375,5924.097721185584,16981.172601920694,2229.8335419048244,18342.06425889088,4057.826974588399,4518.817555393182,5020.790467280007,8562.658275768286,11270.71508843345,3983.0322650410844,6833.501833007035,9893.910902620944,3694.976242900076,1277.545124521051,7134.771236981134,3976.994530588628,4707.806111418248,2303.4807537783436,1284.2307402590152,9450.20166155357,4245.317003036669,3922.7633612763466,2077.470166750906,11090.444576604148,4734.502785898416,3757.6679027356854,3616.663834548944,1248.3490961012676,6508.265126856447,7694.615096179184,8744.398818776543,6703.884577131578,13338.60420876029,3237.778405036024,5549.570919997105,6724.714830246415,3009.766420788769,6150.188674917705,2765.001505885318,4353.17931626357,3038.047601728459,5764.215472326947,8136.370616357759
topology_carcinoma_11_clean_mac.csv,4284.98224250866,13309.21581765103,6293.689486689171,11877.584717407657,5724.6957434887245,7843.322266788004,7942.117132428749,9858.305122995209,0.0,15218.422104916748,4794.69980740398,10975.994777969596,3692.5955061837863,3718.9863525782575,7706.603497954292,6954.574283024345,13302.650407363648,4254.464470436773,11160.836749265558,12212.7444665113,12628.53304162626,13257.394297357763,7318.6342619516,10195.838582163673,8736.78996522264,6426.782351707607,6341.013599248054,7242.860256122109,12467.077092885764,3320.9630606069986,11937.254783150163,3284.412546387209,2232.4841617253546,13403.59101594405,9516.270264368844,5679.783168652713,8041.614234667402,5508.470428287411,8391.353383829106,10825.777062355388,5512.419231321373,11727.29558664025,10226.870272499475,9716.654848817054,2273.792109231559,13210.62308192941,11778.114257205629,11778.265146509311,9664.185786948534,8638.255676629398,8512.891600155055,3761.807927937835,3499.7558383584665,3768.4713328443013,8358.458679563877,4818.251929274264,3982.8710072229123,11892.42759288285,4879.352824506614,12493.37820901383,6458.462760444422,10000.832087258055,4302.502334198394,2179.025837496209
topology_carcinoma_5_clean_mac.csv,11705.461909357246,28250.32962965113,21174.361225789085,26144.672755594213,20157.614807601,22412.444208710614,23094.810643504865,23999.989171594323,15218.422104916748,0.0,13918.191377749648,25392.53448687994,17044.882014982268,13872.572857143563,21844.457523427565,22098.315738619127,28463.372734720913,11997.056210734107,26313.901859834157,27149.737109776244,27173.905135398785,28277.987776325437,9213.442743694848,24635.310192468434,7395.384100169758,20221.116572003804,20966.49713292646,20647.31009590826,27588.914527144072,15542.494122441743,26845.79505229226,17824.466183515884,16288.122308478858,27589.49207998055,23748.590964712293,20609.421723584655,23052.664362425756,19522.995376134993,23113.337464749617,25017.099475040133,19815.479150484607,26668.87055030673,25252.10245490409,24154.244327679844,13314.175513152697,28018.2792419766,26641.125510058686,26583.016864270645,23901.666821649935,23778.432111378275,23424.258750914225,16676.18352837841,17680.62074412175,11897.364680482393,23411.392028130922,18860.4503339973,18457.239183991824,26469.315630245514,19952.67724754496,26671.576116075914,21261.48716501301,24903.424278501898,18810.506451548383,16673.369683328783
