,dysplasia_FA_HN11A_4_otras.csv,carcinoma_FA_HN11A_5_otras.csv,stroma_ad_dysplasia_FA_HN11A_1_otras.csv,stroma_ad_dysplasia_FA_HN11A_3_otras.csv,dysplasia_FA_HN11A_3_otras.csv,stroma_ad_dysplasia_FA_HN15_2_otras.csv,stroma_ad_carcinoma_FA_HN11A_2_otras.csv,carcinoma_FA_HN14_3_otras.csv,carcinoma_FA_HN14_4_otras.csv,stroma_ad_carcinoma_FA_HN11A_1_otras.csv,stroma_ad_carcinoma_FA_HN14_1_otras.csv,stroma_ad_dysplasia_FA_HN14_2_otras.csv,stroma_ad_dysplasia_FA_HN11A_5_otras.csv,dysplasia_FA_HN15_5_otras.csv,dysplasia_FA_HN14_1_otras.csv,dysplasia_FA_HN11A_1_otras.csv,stroma_ad_dysplasia_FA_HN15_4_otras.csv,carcinoma_FA_HN14_2_otras.csv,dysplasia_FA_HN11A_5_otras.csv,carcinoma_FA_HN15_1_otras.csv,carcinoma_FA_HN15_2_otras.csv,stroma_ad_carcinoma_FA_HN15_1_otras.csv,stroma_ad_dysplasia_FA_HN11A_4_otras.csv,stroma_ad_carcinoma_FA_HN14_3_otras.csv,stroma_ad_carcinoma_FA_HN14_5_otras.csv,carcinoma_FA_HN11A_2_otras.csv,stroma_ad_dysplasia_FA_HN14_3_otras.csv,carcinoma_FA_HN14_1_otras.csv,stroma_ad_carcinoma_FA_HN14_4_otras.csv,dysplasia_FA_HN14_2_otras.csv,dysplasia_FA_HN11A_2_otras.csv,dysplasia_FA_HN15_1_otras.csv,stroma_ad_dysplasia_FA_HN11A_2_otras.csv,stroma_ad_carcinoma_FA_HN15_4_otras.csv,stroma_ad_dysplasia_FA_HN15_1_otras.csv,stroma_ad_dysplasia_FA_HN15_5_otras.csv,stroma_ad_dysplasia_FA_HN14_4_otras.csv,stroma_ad_dysplasia_FA_HN14_1_otras.csv,stroma_ad_carcinoma_FA_HN14_2_otras.csv,carcinoma_FA_HN11A_1_otras.csv,stroma_ad_carcinoma_FA_HN15_3_otras.csv,dysplasia_FA_HN15_2_otras.csv,carcinoma_FA_HN11A_3_otras.csv,carcinoma_FA_HN11A_4_otras.csv,stroma_ad_carcinoma_FA_HN15_2_otras.csv,dysplasia_FA_HN15_3_otras.csv,stroma_ad_dysplasia_FA_HN15_3_otras.csv
dysplasia_FA_HN11A_4_otras.csv,1.516252676485216e-308,inf,inf,inf,51.663680903534996,157.3154136006712,149.54628156785685,55.717818652915696,79.17668696098323,72.4924664909729,119.46361749598626,74.67353926574376,inf,inf,inf,75.81804412805192,82.95011092004762,56.462882907129085,111.02188129465628,inf,71.48625117827925,124.98655059405525,72.42240960823005,119.46361749598626,105.67978950522641,34.436464312161064,52.86191517265033,32.592174299741,88.75176900347049,53.77432606121903,155.0537330684606,inf,118.35424689590025,44.776045420128014,108.4984974043985,108.95520217506217,74.81152062424846,96.06048995837637,118.35424689590025,136.78224539271258,99.30143565135307,inf,inf,inf,28.13888733116528,inf,inf
carcinoma_FA_HN11A_5_otras.csv,inf,1.65432294901056e-308,inf,167.43565396631726,inf,inf,inf,inf,inf,inf,inf,inf,inf,183.54323487215305,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,155.50998762119065,inf
stroma_ad_dysplasia_FA_HN11A_1_otras.csv,inf,inf,1.8393245220121816e-308,inf,inf,inf,inf,inf,inf,inf,inf,inf,134.38740077214214,inf,93.28848373528376,inf,inf,inf,inf,52.2863024641928,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,131.38137576467943,131.38137576467943,104.60858101090989,inf,inf,62.512566607248004
stroma_ad_dysplasia_FA_HN11A_3_otras.csv,inf,167.43565396631726,inf,1.680877683744013e-308,inf,inf,inf,inf,inf,inf,inf,inf,inf,183.54323487215305,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,175.73815300234207,inf
dysplasia_FA_HN11A_3_otras.csv,51.663680903534996,inf,inf,inf,1.819410523504655e-308,115.50479122994221,107.73565919712786,59.19574752387827,76.87760538621171,66.99600853537302,140.36892868135072,90.80207736863824,inf,inf,inf,95.46645820117803,74.15198633901974,45.92657662493258,140.36892868135072,inf,60.46840509219166,100.40174193215157,89.02152564537411,140.36892868135072,140.36892868135072,47.37470526501619,59.123381660625256,56.97462405519947,88.87506710693555,59.19574752387827,120.24080827941773,inf,118.41589594763278,73.44260791092518,97.64709351463489,119.01410163243762,75.31388087987733,137.87111232910536,140.36892868135072,97.64709351463489,98.1518948639673,inf,inf,inf,38.800077907751714,inf,inf
stroma_ad_dysplasia_FA_HN15_2_otras.csv,157.3154136006712,inf,inf,inf,115.50479122994221,1.722010076189489e-308,136.92265805804732,101.59759494775551,176.47672719435502,100.83401329604246,198.12132429632186,198.12132429632186,inf,inf,inf,103.88877442906016,94.23175652051108,125.83157315551793,198.12132429632186,inf,133.10248738914748,153.06915580912744,121.04462080223692,198.12132429632186,198.12132429632186,157.18386943317034,174.62817289056744,162.29288377332142,152.99625135860134,112.03307860849804,162.9886889827605,inf,152.99625135860134,166.8158340883149,118.59257523763497,198.12132429632186,190.81867210981954,198.12132429632186,198.12132429632186,81.43088329147028,113.94187537799013,inf,inf,inf,129.17652626950593,inf,inf
stroma_ad_carcinoma_FA_HN11A_2_otras.csv,149.54628156785685,inf,inf,inf,107.73565919712786,136.92265805804732,1.8245465157790664e-308,102.34599453761692,168.70759516154067,77.05381507688395,194.23675827991468,194.23675827991468,inf,inf,inf,94.09087088756814,68.09189337952282,125.83157315551793,194.23675827991468,inf,133.10248738914748,153.06915580912744,122.51997536528475,194.23675827991468,194.23675827991468,149.414737400356,166.8590408577531,154.52375174050707,119.65770745784465,103.69453755549671,172.9312870046166,inf,137.6196925569604,159.04670205550053,48.25975457376147,194.23675827991468,183.0495400770052,194.23675827991468,194.23675827991468,152.13661246168363,107.8948095843709,inf,inf,inf,121.40739423669157,inf,inf
carcinoma_FA_HN14_3_otras.csv,55.717818652915696,inf,inf,inf,59.19574752387827,101.59759494775551,102.34599453761692,1.0686533231772864e-308,98.66763929463801,66.25734977561203,147.3225268224441,109.38088467071552,inf,inf,inf,71.93501254721878,64.4959915246917,63.3072651413014,147.3225268224441,inf,77.84909360856048,117.78243044852039,67.46772956997788,147.3225268224441,147.3225268224441,65.48204669106076,73.03057794281196,60.69528882556591,123.45911440844225,35.7102760472616,137.62149679578653,inf,135.70791959838613,65.2182391405594,88.75925060617652,135.70791959838613,105.58567669953638,147.3225268224441,147.3225268224441,88.75925060617652,89.44001898616995,inf,inf,inf,44.61670890704346,inf,inf
carcinoma_FA_HN14_4_otras.csv,79.17668696098323,inf,inf,inf,76.87760538621171,176.47672719435502,168.70759516154067,98.66763929463801,2.010796841172815e-308,91.65378008465672,109.88296069914435,40.43609293764939,inf,inf,inf,74.61672427397252,102.11142451373144,116.73776916021552,91.1160552211802,inf,122.60543252291035,144.99473370507297,118.84162012230584,109.88296069914435,84.28255485551114,70.75246675179525,82.77331175948987,52.76761424475069,49.049887703696015,85.27068131673505,174.2150466621444,inf,86.37409995106711,69.38703160838773,127.65981099808232,71.54267212289338,25.49001424532753,76.89917636469255,98.67567516337013,155.9435589863964,104.216454341392,inf,inf,inf,85.41460040796932,inf,inf
stroma_ad_carcinoma_FA_HN11A_1_otras.csv,72.4924664909729,inf,inf,inf,66.99600853537302,100.83401329604246,77.05381507688395,66.25734977561203,91.65378008465672,1.6836393471841623e-308,155.70985074147268,121.48392148888215,inf,inf,inf,57.09952108077678,33.154564579305486,83.81207235593695,155.70985074147268,inf,98.83544062708711,134.4666408689357,86.43133060327986,155.70985074147268,155.70985074147268,72.36092232347207,89.80522578086916,77.46993666362312,57.20176463283022,52.86039179770907,154.30570721620188,inf,102.5792447105801,81.99288697861661,63.72645091659217,149.6959457526815,105.99572500012124,155.70985074147268,155.70985074147268,116.04796769967876,83.8278139561967,inf,inf,inf,54.4968988998362,inf,inf
