,carcinoma_FA_HN14_3_tumorales.csv,carcinoma_FA_HN15_1_tumorales.csv,carcinoma_FA_HN11A_5_tumorales.csv,stroma_ad_dysplasia_FA_HN14_3_tumorales.csv,stroma_ad_dysplasia_FA_HN14_4_tumorales.csv,stroma_ad_dysplasia_FA_HN15_1_tumorales.csv,carcinoma_FA_HN11A_2_tumorales.csv,dysplasia_FA_HN15_1_tumorales.csv,carcinoma_FA_HN14_2_tumorales.csv,carcinoma_FA_HN11A_4_tumorales.csv,dysplasia_FA_HN15_3_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_1_tumorales.csv,stroma_ad_carcinoma_FA_HN15_3_tumorales.csv,dysplasia_FA_HN11A_5_tumorales.csv,stroma_ad_dysplasia_FA_HN14_1_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_2_tumorales.csv,carcinoma_FA_HN14_1_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_1_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_5_tumorales.csv,carcinoma_FA_HN15_2_tumorales.csv,dysplasia_FA_HN15_5_tumorales.csv,carcinoma_FA_HN14_4_tumorales.csv,stroma_ad_carcinoma_FA_HN14_4_tumorales.csv,stroma_ad_carcinoma_FA_HN11A_2_tumorales.csv,stroma_ad_carcinoma_FA_HN15_1_tumorales.csv,stroma_ad_carcinoma_FA_HN15_4_tumorales.csv,stroma_ad_dysplasia_FA_HN15_2_tumorales.csv,dysplasia_FA_HN11A_1_tumorales.csv,stroma_ad_carcinoma_FA_HN15_2_tumorales.csv,dysplasia_FA_HN14_1_tumorales.csv,stroma_ad_carcinoma_FA_HN14_2_tumorales.csv,carcinoma_FA_HN11A_1_tumorales.csv,dysplasia_FA_HN14_2_tumorales.csv,stroma_ad_carcinoma_FA_HN14_5_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_4_tumorales.csv,stroma_ad_carcinoma_FA_HN14_3_tumorales.csv,carcinoma_FA_HN11A_3_tumorales.csv,dysplasia_FA_HN15_2_tumorales.csv,stroma_ad_carcinoma_FA_HN14_1_tumorales.csv,dysplasia_FA_HN11A_2_tumorales.csv,stroma_ad_dysplasia_FA_HN15_3_tumorales.csv,dysplasia_FA_HN11A_4_tumorales.csv,stroma_ad_dysplasia_FA_HN14_2_tumorales.csv,dysplasia_FA_HN11A_3_tumorales.csv,stroma_ad_dysplasia_FA_HN11A_3_tumorales.csv
carcinoma_FA_HN14_3_tumorales.csv,1.3312746568651583e-308,44.43288064808446,inf,47.52989185198142,38.26818802503418,25.323422185926013,56.82078311049274,60.22549600635911,49.31063325382276,25.917521897254517,64.53940712116119,25.323422185926013,45.284368679646846,65.39038576746387,61.249342407858805,25.323422185926013,44.13829163421485,25.323422185926013,25.323422185926013,inf,32.837731052713664,42.842039319474225,32.72714499848193,36.0784779915825,31.491140916035754,25.323422185926013,25.323422185926013,25.323422185926013,60.662395226503335,18.45957743185322,25.323422185926013,54.86652097621243,29.219994739069534,30.506970487020766,25.323422185926013,33.44506842156693,66.58474353949342,33.91035024099547,53.00718659418726,25.323422185926013,52.25151725805517,41.508250172038146,57.13891985048973,36.28922808121527,25.323422185926013
carcinoma_FA_HN15_1_tumorales.csv,44.43288064808446,1.4153968066362267e-308,inf,26.258037527254743,30.62856106455422,44.43288064808446,55.51071167569518,30.822003069651757,25.57916037143636,35.56314884809508,26.142625783863707,44.43288064808446,33.877942352344434,65.39038576746387,32.73762147426743,44.43288064808446,35.67230162809935,44.43288064808446,44.43288064808446,inf,24.945789345273056,39.639495218662375,43.421873686801405,44.43288064808446,39.639495218662375,44.43288064808446,39.639495218662375,44.43288064808446,52.94785144607525,44.43288064808446,44.43288064808446,54.86652097621243,44.43288064808446,39.53317095476211,44.43288064808446,30.83896175793403,66.58474353949342,25.57916037143636,53.00718659418726,44.43288064808446,25.57916037143636,41.508250172038146,34.463429383727345,23.997912271318228,44.43288064808446
carcinoma_FA_HN11A_5_tumorales.csv,inf,inf,1.8806282682887347e-308,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,115.13593609927307,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
stroma_ad_dysplasia_FA_HN14_3_tumorales.csv,47.52989185198142,26.258037527254743,inf,1.5335079016892704e-308,28.727884155084922,47.52989185198142,56.82078311049274,34.138159998487254,22.147535625600412,32.15938052106975,30.445760970535872,47.52989185198142,33.877942352344434,65.39038576746387,36.616838750823746,47.52989185198142,28.89276788012033,47.52989185198142,47.52989185198142,inf,24.65241038421007,31.480156904825265,42.83772555480007,47.52989185198142,35.80167953342479,47.52989185198142,44.21669780651425,47.52989185198142,60.662395226503335,47.52989185198142,47.52989185198142,54.86652097621243,45.195664973668016,38.94902282276078,47.52989185198142,26.896307160436976,66.58474353949342,25.475641264448,53.00718659418726,47.52989185198142,37.41744968903484,41.508250172038146,35.047577515728676,36.224192166661936,47.52989185198142
stroma_ad_dysplasia_FA_HN14_4_tumorales.csv,38.26818802503418,30.62856106455422,inf,28.727884155084922,8.777773276958617e-309,38.26818802503418,56.82078311049274,35.438216992483746,42.20617667648621,28.990711220111024,30.763619803618496,38.26818802503418,33.877942352344434,65.39038576746387,37.91689574482024,38.26818802503418,31.23418312193032,38.26818802503418,38.26818802503418,inf,24.10155271522254,35.48046584575259,38.26818802503418,38.26818802503418,31.25782869813429,38.26818802503418,27.300255347417107,38.26818802503418,60.662395226503335,38.26818802503418,38.26818802503418,54.86652097621243,38.26818802503418,37.64896582876429,38.26818802503418,14.620231060583293,66.58474353949342,27.86335336586255,53.00718659418726,38.26818802503418,38.71750668303133,41.508250172038146,36.34763450972517,30.85960027265243,38.26818802503418
stroma_ad_dysplasia_FA_HN15_1_tumorales.csv,25.323422185926013,44.43288064808446,inf,47.52989185198142,38.26818802503418,0.0,56.82078311049274,60.22549600635911,49.31063325382276,26.719273321475967,64.53940712116119,0.0,45.284368679646846,65.39038576746387,61.249342407858805,1.3203578616136564,46.208948129955985,0.7792709047279587,0.0,inf,32.837731052713664,42.842039319474225,32.72714499848193,36.0784779915825,31.491140916035754,16.951808927528305,24.318253059343107,0.0,60.662395226503335,29.80169958988907,14.110335207937666,54.86652097621243,31.575286921645954,32.17390706714549,0.7336046399177043,33.44506842156693,66.58474353949342,38.539598130152086,53.00718659418726,0.0,52.25151725805517,41.508250172038146,57.13891985048973,36.28922808121527,0.0
carcinoma_FA_HN11A_2_tumorales.csv,56.82078311049274,55.51071167569518,inf,56.82078311049274,56.82078311049274,56.82078311049274,1.352098021021837e-308,55.51071167569518,55.51071167569518,56.82078311049274,55.51071167569518,56.82078311049274,48.5813500952049,65.39038576746387,55.51071167569518,56.82078311049274,56.82078311049274,56.82078311049274,56.82078311049274,inf,55.51071167569518,56.82078311049274,56.82078311049274,56.82078311049274,43.73818867394354,56.82078311049274,55.51071167569518,56.82078311049274,41.85013330258245,56.82078311049274,56.82078311049274,55.51071167569518,56.82078311049274,56.82078311049274,56.82078311049274,56.82078311049274,42.1944383474129,56.82078311049274,40.08219165720061,56.82078311049274,55.51071167569518,52.559951635901285,55.51071167569518,55.51071167569518,56.82078311049274
dysplasia_FA_HN15_1_tumorales.csv,60.22549600635911,30.822003069651757,inf,34.138159998487254,35.438216992483746,60.22549600635911,55.51071167569518,1.304994484375673e-308,25.86247127348993,60.22549600635911,31.83270460700996,60.22549600635911,46.71039006225482,65.39038576746387,26.945841301452504,60.22549600635911,34.32455131954313,60.22549600635911,60.22549600635911,inf,31.205837918865797,60.22549600635911,60.22549600635911,60.22549600635911,46.170971934863275,60.22549600635911,57.56008743698601,60.22549600635911,35.83801805513011,60.22549600635911,60.22549600635911,54.86652097621243,60.22549600635911,60.22549600635911,60.22549600635911,48.14650823298567,48.183288818707496,33.227316611569904,60.22549600635911,60.22549600635911,29.80305035346541,58.98817279690604,27.877989046418975,38.70644972246396,60.22549600635911
carcinoma_FA_HN14_2_tumorales.csv,49.31063325382276,25.57916037143636,inf,22.147535625600412,42.20617667648621,49.31063325382276,55.51071167569518,25.86247127348993,1.8497587659103493e-308,47.15091053971497,23.009380385198327,49.31063325382276,33.877942352344434,65.39038576746387,42.20617667648621,49.31063325382276,42.20617667648621,49.31063325382276,49.31063325382276,inf,29.12266241322989,47.00080317348514,49.31063325382276,49.31063325382276,42.20617667648621,49.31063325382276,47.00080317348514,49.31063325382276,51.723177872078736,49.31063325382276,49.31063325382276,54.86652097621243,49.31063325382276,49.31063325382276,49.31063325382276,34.79370576632505,65.4613064915873,28.813421718988224,53.00718659418726,49.31063325382276,25.265441372598268,42.20617667648621,30.831465242184095,30.880894927617007,49.31063325382276
carcinoma_FA_HN11A_4_tumorales.csv,25.917521897254517,35.56314884809508,inf,32.15938052106975,28.990711220111024,26.719273321475967,56.82078311049274,60.22549600635911,47.15091053971497,1.1632344100395143e-308,57.017542129972554,26.719273321475967,32.982824965772735,65.39038576746387,61.249342407858805,26.719273321475967,37.952501480442606,26.719273321475967,26.719273321475967,inf,32.837731052713664,41.85569976192863,26.650794457997534,26.719273321475967,28.460261067601323,25.917521897254517,26.719273321475967,26.719273321475967,60.662395226503335,25.917521897254517,24.63481010733463,54.86652097621243,25.917521897254517,25.917521897254517,26.719273321475967,25.917521897254517,66.58474353949342,28.001264082294625,52.751106982614886,26.719273321475967,52.25151725805517,35.96175963953914,57.13891985048973,36.28922808121527,26.719273321475967
dysplasia_FA_HN15_3_tumorales.csv,64.53940712116119,26.142625783863707,inf,30.445760970535872,30.763619803618496,64.53940712116119,55.51071167569518,31.83270460700996,23.009380385198327,57.017542129972554,2.082304144492085e-308,64.53940712116119,40.19708637961668,65.39038576746387,25.97855965345377,64.53940712116119,36.373003505379046,64.53940712116119,64.53940712116119,inf,39.608900300651484,57.001888097682084,64.53940712116119,64.53940712116119,55.7734359805268,64.53940712116119,54.965809117012384,64.53940712116119,49.61057007113686,64.53940712116119,64.53940712116119,54.86652097621243,64.53940712116119,64.53940712116119,64.53940712116119,43.315105171878216,55.59467490132971,35.37079329463808,57.001888097682084,64.53940712116119,35.26645549938185,51.57678671428383,36.78058693761993,46.223448686890336,64.53940712116119
stroma_ad_dysplasia_FA_HN11A_1_tumorales.csv,25.323422185926013,44.43288064808446,inf,47.52989185198142,38.26818802503418,0.0,56.82078311049274,60.22549600635911,49.31063325382276,26.719273321475967,64.53940712116119,0.0,45.284368679646846,65.39038576746387,61.249342407858805,1.3203578616136564,46.208948129955985,0.7792709047279587,0.0,inf,32.837731052713664,42.842039319474225,32.72714499848193,36.0784779915825,31.491140916035754,16.951808927528305,24.318253059343107,0.0,60.662395226503335,29.80169958988907,14.110335207937666,54.86652097621243,31.575286921645954,32.17390706714549,0.7336046399177043,33.44506842156693,66.58474353949342,38.539598130152086,53.00718659418726,0.0,52.25151725805517,41.508250172038146,57.13891985048973,36.28922808121527,0.0
stroma_ad_carcinoma_FA_HN15_3_tumorales.csv,45.284368679646846,33.877942352344434,inf,33.877942352344434,33.877942352344434,45.284368679646846,48.5813500952049,46.71039006225482,33.877942352344434,32.982824965772735,40.19708637961668,45.284368679646846,2.040093394198392e-308,65.39038576746387,49.18906881459131,45.284368679646846,33.877942352344434,45.284368679646846,45.284368679646846,inf,33.877942352344434,33.877942352344434,33.877942352344434,45.284368679646846,27.603306002210516,35.82975015446179,37.39103623961432,45.284368679646846,57.805928388105116,45.284368679646846,45.284368679646846,54.86652097621243,33.877942352344434,33.877942352344434,45.284368679646846,33.877942352344434,63.29411749845346,33.877942352344434,42.76154858708874,45.284368679646846,34.03251767277378,33.22615387500812,45.52741863961117,33.877942352344434,45.284368679646846
