,stroma_ad_dysplasia_FA_HN11A_3_t.csv,dysplasia_FA_HN14_2_t.csv,stroma_ad_dysplasia_FA_HN14_3_t.csv,stroma_ad_carcinoma_FA_HN15_1_t.csv,stroma_ad_carcinoma_FA_HN14_1_t.csv,stroma_ad_dysplasia_FA_HN15_2_t.csv,dysplasia_FA_HN15_2_t.csv,stroma_ad_dysplasia_FA_HN11A_1_t.csv,carcinoma_FA_HN11A_5_t.csv,stroma_ad_dysplasia_FA_HN15_3_t.csv,stroma_ad_dysplasia_FA_HN11A_5_t.csv,dysplasia_FA_HN15_5_t.csv,dysplasia_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN15_5_t.csv,carcinoma_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN14_2_t.csv,stroma_ad_dysplasia_FA_HN15_1_t.csv,stroma_ad_carcinoma_FA_HN11A_1_t.csv,stroma_ad_carcinoma_FA_HN14_5_t.csv,dysplasia_FA_HN11A_4_t.csv,carcinoma_FA_HN11A_1_t.csv,dysplasia_FA_HN11A_1_t.csv,carcinoma_FA_HN15_2_t.csv,carcinoma_FA_HN14_2_t.csv,dysplasia_FA_HN15_1_t.csv,carcinoma_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN14_2_t.csv,carcinoma_FA_HN11A_4_t.csv,stroma_ad_dysplasia_FA_HN11A_4_t.csv,dysplasia_FA_HN15_3_t.csv,carcinoma_FA_HN14_4_t.csv,stroma_ad_carcinoma_FA_HN14_3_t.csv,carcinoma_FA_HN11A_3_t.csv,stroma_ad_dysplasia_FA_HN11A_2_t.csv,carcinoma_FA_HN15_1_t.csv,dysplasia_FA_HN11A_5_t.csv,stroma_ad_carcinoma_FA_HN15_4_t.csv,carcinoma_FA_HN14_3_t.csv,dysplasia_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN15_3_t.csv,stroma_ad_carcinoma_FA_HN15_2_t.csv,stroma_ad_carcinoma_FA_HN14_4_t.csv,stroma_ad_dysplasia_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN14_4_t.csv,stroma_ad_dysplasia_FA_HN15_4_t.csv,dysplasia_FA_HN11A_3_t.csv
stroma_ad_dysplasia_FA_HN11A_3_t.csv,2.1094300119957205e-308,33.488182585938716,33.488182585938716,52.35069447682963,35.72353636238972,44.38119551664663,33.488182585938716,39.87700528100936,43.07766858059094,59.94822725770679,33.78662243747914,33.488182585938716,37.52365669691899,33.488182585938716,33.488182585938716,33.488182585938716,23.685980644079677,59.25216617979724,33.488182585938716,inf,33.488182585938716,24.36588764732285,33.488182585938716,33.488182585938716,33.488182585938716,33.488182585938716,33.35721845606996,33.488182585938716,24.36588764732285,33.488182585938716,33.488182585938716,33.325691324455605,33.488182585938716,32.30628539695543,33.488182585938716,inf,53.014857781106585,33.488182585938716,33.488182585938716,inf,42.54323835401908,44.78573297686374,30.466254623625666,33.488182585938716,35.32529489940737,33.488182585938716,74.74491040910311
dysplasia_FA_HN14_2_t.csv,33.488182585938716,0.0,29.61621774857747,52.35069447682963,52.409198605435634,44.38119551664663,0.0,49.27326219693997,43.07766858059094,59.94822725770679,36.53285480844775,0.0,37.52365669691899,24.8247465600476,5.052663408697157,34.37536436165561,24.44487983065588,59.25216617979724,41.288581940345665,inf,4.195456190608336,27.625893519250162,0.0,0.0,0.0,0.0,35.099696840797094,0.0,33.151639512232435,2.0698429288842135,0.0,32.003559496775395,0.0,32.30628539695543,0.0,inf,53.014857781106585,0.0,0.12340202419441226,inf,42.54323835401908,44.78573297686374,40.98796367687157,23.94712985863027,35.32529489940737,9.165531319014605,74.74491040910311
stroma_ad_dysplasia_FA_HN14_3_t.csv,33.488182585938716,29.61621774857747,2.0593209968814754e-308,42.704650121098155,51.38124885663504,44.38119551664663,29.61621774857747,49.27326219693997,43.07766858059094,59.94822725770679,36.53285480844775,29.61621774857747,37.52365669691899,29.61621774857747,29.61621774857747,34.37536436165561,29.61621774857747,59.25216617979724,41.288581940345665,inf,29.61621774857747,29.61621774857747,29.61621774857747,29.61621774857747,29.61621774857747,29.61621774857747,35.099696840797094,29.61621774857747,33.151639512232435,29.61621774857747,29.61621774857747,32.003559496775395,29.61621774857747,32.30628539695543,29.61621774857747,inf,53.014857781106585,29.61621774857747,29.61621774857747,inf,42.54323835401908,44.78573297686374,40.770027062930794,29.61621774857747,29.61621774857747,29.61621774857747,50.26442252168033
stroma_ad_carcinoma_FA_HN15_1_t.csv,52.35069447682963,52.35069447682963,42.704650121098155,1.329556477576157e-308,52.35069447682963,52.35069447682963,52.35069447682963,52.35069447682963,40.11363234924087,49.67578956361288,52.35069447682963,52.35069447682963,52.35069447682963,34.38311299295128,52.35069447682963,47.19286274688068,52.35069447682963,44.69597473991715,52.35069447682963,inf,52.35069447682963,52.35069447682963,52.35069447682963,52.35069447682963,52.35069447682963,52.35069447682963,52.35069447682963,52.35069447682963,52.35069447682963,52.35069447682963,52.35069447682963,52.35069447682963,52.35069447682963,52.35069447682963,52.35069447682963,inf,43.14766812617012,52.35069447682963,52.35069447682963,inf,40.11363234924087,52.35069447682963,52.35069447682963,52.35069447682963,40.11363234924087,52.35069447682963,41.81853843525738
stroma_ad_carcinoma_FA_HN14_1_t.csv,35.72353636238972,52.409198605435634,51.38124885663504,52.35069447682963,1.320030021651647e-308,52.409198605435634,52.409198605435634,35.27287060953972,43.07766858059097,59.94822725770679,30.71787759580218,52.409198605435634,29.995163707148322,46.499886401989016,52.409198605435634,41.12566975414825,40.09888579178909,59.25216617979724,22.4678146413154,inf,52.409198605435634,52.409198605435634,52.409198605435634,52.409198605435634,52.409198605435634,52.409198605435634,38.1686649114084,52.409198605435634,52.409198605435634,52.409198605435634,52.409198605435634,38.134050233151754,52.409198605435634,52.409198605435634,52.409198605435634,inf,53.014857781106585,52.409198605435634,52.409198605435634,inf,52.409198605435634,52.409198605435634,35.27287060953972,38.681760628399985,52.166103215624474,52.409198605435634,74.74491040910311
stroma_ad_dysplasia_FA_HN15_2_t.csv,44.38119551664663,44.38119551664663,44.38119551664663,52.35069447682963,52.409198605435634,2.091548192789862e-308,44.38119551664663,49.27326219693997,44.38119551664663,48.98201504453243,44.38119551664663,44.38119551664663,35.75305277800061,41.74602994568389,44.38119551664663,44.38119551664663,44.38119551664663,52.56970771240907,41.74602994568389,inf,44.38119551664663,44.38119551664663,44.38119551664663,44.38119551664663,44.38119551664663,44.38119551664663,44.38119551664663,44.38119551664663,44.38119551664663,44.38119551664663,44.38119551664663,41.74602994568389,44.38119551664663,44.38119551664663,44.38119551664663,inf,38.21485304500186,44.38119551664663,44.38119551664663,inf,44.38119551664663,30.423897668182462,44.38119551664663,44.38119551664663,44.38119551664663,44.38119551664663,74.74491040910311
dysplasia_FA_HN15_2_t.csv,33.488182585938716,0.0,29.61621774857747,52.35069447682963,52.409198605435634,44.38119551664663,0.0,49.27326219693997,43.07766858059094,59.94822725770679,36.53285480844775,0.0,37.52365669691899,24.8247465600476,5.052663408697157,34.37536436165561,24.44487983065588,59.25216617979724,41.288581940345665,inf,4.195456190608336,27.625893519250162,0.0,0.0,0.0,0.0,35.099696840797094,0.0,33.151639512232435,2.0698429288842135,0.0,32.003559496775395,0.0,32.30628539695543,0.0,inf,53.014857781106585,0.0,0.12340202419441226,inf,42.54323835401908,44.78573297686374,40.98796367687157,23.94712985863027,35.32529489940737,9.165531319014605,74.74491040910311
stroma_ad_dysplasia_FA_HN11A_1_t.csv,39.87700528100936,49.27326219693997,49.27326219693997,52.35069447682963,35.27287060953972,49.27326219693997,49.27326219693997,1.1672257750715578e-308,43.07766858059097,59.94822725770679,19.098134850502888,49.27326219693997,33.13231879191673,49.27326219693997,49.27326219693997,31.443228065467224,32.09348016992139,59.25216617979724,39.87700528100936,inf,49.27326219693997,49.27326219693997,49.27326219693997,49.27326219693997,49.27326219693997,49.27326219693997,25.750064297000733,49.27326219693997,44.60382923564936,49.27326219693997,49.27326219693997,39.87700528100936,49.27326219693997,39.87700528100936,49.27326219693997,inf,53.014857781106585,49.27326219693997,49.27326219693997,inf,49.27326219693997,44.785732976863756,24.705499715244315,39.87700528100936,46.62631567340763,49.27326219693997,74.74491040910311
carcinoma_FA_HN11A_5_t.csv,43.07766858059094,43.07766858059094,43.07766858059094,40.11363234924087,43.07766858059097,44.38119551664663,43.07766858059094,43.07766858059097,1.0418189884813415e-308,44.70132259420902,43.07766858059094,43.07766858059094,35.36641880116923,39.357579962355146,43.07766858059094,30.131236228527627,43.07766858059094,39.721507770513284,43.07766858059094,inf,43.07766858059094,43.07766858059094,43.07766858059094,43.07766858059094,43.07766858059094,43.07766858059094,43.07766858059094,43.07766858059094,43.07766858059094,43.07766858059094,43.07766858059094,43.07766858059094,43.07766858059094,43.07766858059094,43.07766858059094,inf,51.933025536506676,43.07766858059094,43.07766858059094,inf,30.131236228527627,44.78573297686374,43.07766858059094,39.25827191352846,38.86432943394948,43.07766858059094,65.33905719713863
stroma_ad_dysplasia_FA_HN15_3_t.csv,59.94822725770679,59.94822725770679,59.94822725770679,49.67578956361288,59.94822725770679,48.98201504453243,59.94822725770679,59.94822725770679,44.70132259420902,1.4573789181992237e-308,59.94822725770679,59.94822725770679,59.94822725770679,57.95188816320814,59.94822725770679,44.29785963945707,59.94822725770679,33.3393518025556,59.94822725770679,inf,59.94822725770679,59.94822725770679,59.94822725770679,59.94822725770679,59.94822725770679,59.94822725770679,59.94822725770679,59.94822725770679,59.94822725770679,59.94822725770679,59.94822725770679,59.72272670602223,59.94822725770679,59.94822725770679,59.94822725770679,inf,35.76200414701265,59.94822725770679,59.94822725770679,inf,34.5008461362593,59.94822725770679,59.94822725770679,46.51118034739116,59.94822725770679,59.94822725770679,74.74491040910311
