,topology_ad_carcinoma_2_clean_tumorales.csv,topology_ad_dysplasia_1_clean_tumorales.csv,topology_carcinoma_4_clean_tumorales.csv,topology_dysplasia_10_clean_tumorales.csv,topology_ad_carcinoma_12_clean_tumorales.csv,topology_ad_carcinoma_8_clean_tumorales.csv,topology_ad_dysplasia_5_clean_tumorales.csv,topology_dysplasia_17_clean_tumorales.csv,topology_ad_dysplasia_3_clean_tumorales.csv,topology_carcinoma_10_clean_tumorales.csv,topology_carcinoma_20_clean_tumorales.csv,topology_ad_dysplasia_4_clean_tumorales.csv,topology_carcinoma_19_clean_tumorales.csv,topology_dysplasia_12_clean_tumorales.csv,topology_carcinoma_12_clean_tumorales.csv,topology_dysplasia_15_clean_tumorales.csv,topology_ad_carcinoma_15_clean_tumorales.csv,topology_dysplasia_9_clean_tumorales.csv,topology_carcinoma_11_clean_tumorales.csv,topology_carcinoma_5_clean_tumorales.csv,topology_carcinoma_1_clean_tumorales.csv,topology_dysplasia_18_clean_tumorales.csv,topology_ad_dysplasia_10_clean_tumorales.csv,topology_dysplasia_14_clean_tumorales.csv,topology_dysplasia_16_clean_tumorales.csv,topology_carcinoma_9_clean_tumorales.csv,topology_carcinoma_17_clean_tumorales.csv,topology_carcinoma_18_clean_tumorales.csv,topology_ad_carcinoma_7_clean_tumorales.csv,topology_carcinoma_6_clean_tumorales.csv,topology_ad_carcinoma_14_clean_tumorales.csv,topology_dysplasia_19_clean_tumorales.csv,topology_carcinoma_3_clean_tumorales.csv,topology_dysplasia_4_clean_tumorales.csv,topology_ad_carcinoma_4_clean_tumorales.csv,topology_ad_carcinoma_10_clean_tumorales.csv,topology_ad_carcinoma_1_clean_tumorales.csv,topology_dysplasia_1_clean_tumorales.csv,topology_dysplasia_13_clean_tumorales.csv,topology_ad_carcinoma_6_clean_tumorales.csv,topology_ad_carcinoma_5_clean_tumorales.csv,topology_ad_carcinoma_13_clean_tumorales.csv,topology_dysplasia_11_clean_tumorales.csv,topology_dysplasia_2_clean_tumorales.csv,topology_carcinoma_2_clean_tumorales.csv,topology_carcinoma_7_clean_tumorales.csv,topology_carcinoma_8_clean_tumorales.csv,topology_ad_dysplasia_6_clean_tumorales.csv,topology_carcinoma_15_clean_tumorales.csv,topology_ad_carcinoma_3_clean_tumorales.csv,topology_ad_dysplasia_9_clean_tumorales.csv,topology_ad_carcinoma_9_clean_tumorales.csv,topology_ad_carcinoma_11_clean_tumorales.csv,topology_dysplasia_7_clean_tumorales.csv,topology_dysplasia_6_clean_tumorales.csv,topology_dysplasia_5_clean_tumorales.csv,topology_carcinoma_14_clean_tumorales.csv,topology_dysplasia_3_clean_tumorales.csv,topology_carcinoma_13_clean_tumorales.csv,topology_ad_dysplasia_2_clean_tumorales.csv,topology_carcinoma_16_clean_tumorales.csv,topology_ad_dysplasia_7_clean_tumorales.csv,topology_dysplasia_8_clean_tumorales.csv,topology_ad_dysplasia_8_clean_tumorales.csv
topology_ad_carcinoma_2_clean_tumorales.csv,1.845820033812377e-308,41.98128584477689,71.17260385039053,21.150456052520887,11.806808431971348,9.000752478213833,17.045287400456527,22.113085108668244,10.166019048095505,34.91479097345314,104.58104457740086,53.63572768881173,38.24370667058738,45.573735205241206,44.94131059400024,35.78157572675889,21.13712032820895,76.54807552309622,43.26703535361264,39.38904317989383,44.798308481938264,22.400705104256488,25.852845335762524,33.94119109130012,15.131422090599655,35.606736258451086,69.69630149646936,59.007717988250235,13.505475353643575,20.80374692440065,14.724815820703055,10.600933854590494,28.3274795010241,56.73799740378472,18.325721344036225,13.459535072024115,5.8308016887807375,64.47441464907055,39.205985027229616,57.818274666942486,48.024460736344054,14.115441396300412,23.942379346258328,48.264529774039204,31.846739479018346,29.68139110879281,32.18771365173987,11.194338796350015,29.894495849284795,7.990781598956527,15.885204085912825,35.086722388841025,8.293992855894984,13.225388388687374,38.758735370587836,72.34288429178984,22.229558202168548,76.07090602758387,38.338030959731796,11.876681876841346,76.91201532845389,102.85396150919445,30.172364739063404,29.532062242178654
topology_ad_dysplasia_1_clean_tumorales.csv,41.98128584477689,8.81674320095376e-309,41.74295402022547,24.561319796769283,47.85863315283562,47.92196850320451,24.93599844432036,19.868200736108648,37.19951171419058,27.205548004031783,97.32047879206641,24.054290604411463,25.401558529493457,26.95423985663618,26.410637334756625,25.394594698098317,20.84416551656794,56.74326618923051,27.3126653345148,26.016433986281207,25.282458448405066,19.580580740520404,16.128440509014368,20.045864022201073,31.61309244811416,26.720913551464175,62.25109199374198,38.59103572423244,55.3697984514495,30.587461399860103,32.623074840715034,44.279294603737206,18.93468313997452,48.089529743763805,23.655564500740663,33.780856380023614,44.348793298743274,42.75183958396511,30.557517367208703,36.12969165143372,10.135941336896506,35.12781697698303,23.376822812540922,32.12941330948939,20.416986018342804,13.059401506227758,21.471568902007313,39.39259122257717,19.000936108258458,38.33118546532144,30.045576523800815,11.511431792132454,38.7605602982918,29.679421992108587,14.272853036656002,32.84415822084439,20.52919261901596,58.85100781226775,26.44066477817742,47.142263956240626,74.67628174904925,93.8663126556536,21.6823074688244,20.973458296584724
topology_carcinoma_4_clean_tumorales.csv,71.17260385039053,41.74295402022547,5.998629934283337e-309,55.06491713481505,71.17260385039053,71.17260385039053,55.439595782366126,51.50337815295319,67.70310905223633,42.741326845322504,66.81688145402065,32.070633637814055,34.24117651223526,26.91114797758145,27.543572588822414,38.188368253111925,51.347762854613705,28.306706056547398,29.21784782921001,42.89793695958521,27.686574700884393,54.74605305870922,46.63203784706013,38.54369209152253,62.116689786159924,36.87814692437156,36.472784116502325,16.75866245152632,71.17260385039053,61.09105873790587,63.1266721787608,71.17260385039053,49.43828047802028,15.756808429763254,54.15916183878643,64.28445371806937,71.17260385039053,17.211188083274152,33.95781658761393,36.6518444870653,35.84323612996878,65.63141431502879,53.88042015058668,24.220353408783453,44.541604310257895,42.80349207402985,44.117173979579704,69.89618856062293,48.874648985701235,68.8347828033672,60.549173861846576,39.41398418316521,69.26415763633756,60.18301933015435,33.726147812234814,21.082510048746585,51.032789957061716,20.857438815255733,35.56142932360069,71.17260385039053,45.81802043189565,63.36271531760784,52.18590480687017,51.21215077724669
topology_dysplasia_10_clean_tumorales.csv,21.150456052520887,24.561319796769283,55.06491713481505,1.0853912300405754e-308,29.371119736385225,23.360648706435228,21.024173454374154,13.916784859912536,18.445423536306166,16.425107361398446,104.58104457740086,36.21576164080412,20.823740622579777,28.153769157233597,27.521344545992633,21.21360783812726,17.712372755599716,65.81586048022642,25.847069305605032,20.301326632873963,27.378342433930655,16.422027947763596,14.02546584232114,19.817654977770236,22.26615453432737,18.722205803499776,57.72514215680398,41.587751940242626,30.808478654680222,12.990911026180122,11.485549580591588,19.71797480696793,14.746295705182003,40.090821995799395,18.244154472110182,15.443882601743304,20.075997885312276,47.05444860106295,22.563724292534545,40.39830861893488,30.60449468833644,30.762616804285724,13.302916255014997,30.844563726031595,13.294780472961008,12.262713763126937,12.468182232743928,22.359174560123215,11.594850482784864,18.97119086872136,25.814183809649844,17.666756340833416,21.6000216242588,14.157379491883633,21.338769322580234,57.405478017613675,13.4331181295739,64.86152148920172,20.77371965531792,29.440993181255223,67.88988295604386,102.85396150919445,11.795013120444109,30.905139092313384
topology_ad_carcinoma_12_clean_tumorales.csv,11.806808431971348,47.85863315283562,71.17260385039053,29.371119736385225,1.7249172861816864e-308,10.873519506490762,22.922634708515268,27.990432416726982,11.100120310107812,39.088440806790686,104.58104457740086,59.51307499687046,44.12105397864612,51.451082513299944,51.38396261919996,42.57491937410596,27.01446763626769,76.54807552309622,49.14438266167137,42.761598388769244,55.48147513445875,28.278052412315226,34.580217409250764,40.29090431574106,16.24554070472147,47.21246948368409,69.77831300721388,64.43402125310432,8.952514410640138,21.477822085794486,20.1354397244546,10.17628846413953,32.05510591858945,62.605422061118134,24.20306865209496,17.4191118121082,9.38267723507255,67.16736958351449,50.6545853028492,63.695621975001224,53.901808044402785,12.730816175852603,30.492198127709884,54.141877082097935,39.7084882783627,35.55873841685154,36.21084004795593,15.21921092936789,31.806529959798475,13.748147342193136,24.211463602214394,40.964069696899756,16.04952012456266,24.572864244253026,44.636082678646574,72.34288429178984,31.20391971924291,76.07090602758387,50.144839391703144,6.276345651563808,76.91201532845389,102.85396150919445,33.27018712933817,40.47365736676558
topology_ad_carcinoma_8_clean_tumorales.csv,9.000752478213833,47.92196850320451,71.17260385039053,23.360648706435228,10.873519506490762,7.00279606530388e-309,22.98597005888415,28.053767767095863,12.730327250195234,35.68423899592777,104.58104457740086,59.576410347239346,44.184389329015,51.514417863668825,50.88199325242786,40.28262446705625,27.07780298663657,76.54807552309622,49.20771801204026,39.604696414396585,50.738991140365876,28.341387762684107,31.793527994190143,39.881873749727745,16.767458592789616,41.81177269814087,69.77831300721388,64.43402125310432,8.591283604277221,19.978359149105994,15.298893662489476,12.143275872074836,28.987285363229987,62.66875741148702,24.266404002463844,14.397677425093184,8.979782074800177,67.16736958351449,45.64837651388539,63.758957325370105,53.96514339477167,13.161484341685494,24.545145690663585,54.205212432466816,33.88396153099238,35.62207376722043,34.30839186167057,13.72522268196269,30.09739619231909,9.590783037883071,19.92584508331032,41.027405047268644,9.260980158678944,18.242546511095924,44.699418029015455,72.34288429178984,27.392775884188552,76.07090602758387,42.864136517649584,11.169355173025725,76.91201532845389,102.85396150919445,30.388017973566157,35.472744900606266
topology_ad_dysplasia_5_clean_tumorales.csv,17.045287400456527,24.93599844432036,55.439595782366126,21.024173454374154,22.922634708515268,22.98597005888415,6.180721042126823e-309,16.91802689939489,12.263513269870217,30.708550137815102,104.58104457740086,36.5904402883552,30.400001697695043,33.04361753998895,33.35463827442391,33.202750121943495,13.330840400202732,66.19053912777748,32.25099889194272,31.609318433537517,37.452150789682705,13.66398221804214,16.829267268998105,25.651029746322855,11.067136672423391,30.454858273311075,66.45006099503658,50.76072806551007,30.43380000712914,22.44965022312739,14.277182780770655,19.34329615941685,21.726270738246274,51.823474465610694,12.312937527779315,15.220557143025243,19.41279485442291,49.69200697408823,34.29146208905559,48.299383992711356,30.97917333588752,19.029964334474425,20.421018531027332,38.284048364101515,27.266810695342517,21.501234315557817,25.60974171667707,14.456592778256804,27.26499995916801,14.526771530270894,14.322222111196542,18.041434988384495,15.423783349447152,19.181610134058197,26.44254537793364,57.78015666516475,18.616471794949778,71.02070015354539,32.1155150469271,22.206265511920265,76.03355431740995,102.85396150919445,23.266696433491074,22.444333021989536
topology_dysplasia_17_clean_tumorales.csv,22.113085108668244,19.868200736108648,51.50337815295319,13.916784859912536,27.990432416726982,28.053767767095863,16.91802689939489,2.143481832393182e-308,17.33131097808193,21.47823333426017,104.58104457740086,31.522642580143483,19.92100301861136,30.63434933143904,30.945370065874002,23.013516875051902,14.24205146874246,61.12274141956578,25.59652409472316,22.323005835443283,35.04288258113279,13.538936119511872,14.141624855924803,19.8523117624151,18.97259633920526,26.773876930358128,60.863369086670815,48.351459856960155,35.50159771534085,15.857819315831378,12.754874104606387,24.411093867628566,11.960188333179936,47.7046140360774,13.50431935241412,13.912655643914974,24.480592562634627,46.10121683836232,30.215992749523235,45.89011578416144,25.91137562767581,23.338689712214347,10.463988842872006,30.627461809222126,19.269895725036747,11.022643668500377,15.876439163750916,19.52439048646852,16.150506984978936,18.46298472921279,22.51427824490504,13.385353745649033,18.892359562183156,15.9928956511874,24.033277169383723,52.71235895695303,11.481329172597583,68.61143194499546,29.706246838377183,27.274063220131975,75.34237557910114,102.85396150919445,12.939015910683251,26.061504584424284
topology_ad_dysplasia_3_clean_tumorales.csv,10.166019048095505,37.19951171419058,67.70310905223633,18.445423536306166,11.100120310107812,12.730327250195234,12.263513269870217,17.33131097808193,6.47097589329754e-309,31.919476915336126,104.58104457740086,48.85395355822541,33.46193254000107,40.791961074654886,40.4582664191209,32.586361265321706,16.355346197622634,76.54807552309622,38.48526122302633,33.73912906991897,44.55577893437969,17.618930973670174,23.654521209171705,29.365208115662,14.797967531121884,36.28677328360502,68.79405107119479,57.86435621020706,18.170286737258927,17.41125330322601,10.389128095514783,11.217638306829992,23.364996725099363,56.72445784486413,13.543947213449911,12.214973216667753,10.695497279081831,59.692640518484254,39.72888910277013,55.40301213740834,43.24268660575774,14.128980955220996,20.505122511443815,43.48275564345289,28.782792078283645,24.899616978206495,27.863820507730743,8.643145798042164,24.55076614851706,11.804762765945867,16.88480948886312,30.30494825825471,11.762132137609175,16.763776470475264,33.97696124000153,70.04366993503496,20.50117298138431,76.07090602758387,39.219143191624084,13.006195085834833,76.91201532845389,102.85396150919445,25.225133130801517,29.54796116668652
topology_carcinoma_10_clean_tumorales.csv,34.91479097345314,27.205548004031783,42.741326845322504,16.425107361398446,39.088440806790686,35.68423899592777,30.708550137815102,21.47823333426017,31.919476915336126,1.2553779630115606e-308,104.58104457740086,31.068539692499762,10.477408925451128,18.16621978602493,15.19775425650009,25.158244407749983,32.66822990290733,53.492270190733876,13.52347901611249,13.051567577297465,16.39303432766806,29.80909663510246,29.026548301917508,25.21722187211924,29.909935880565794,8.647122861660291,44.11728059876779,29.701611603495433,43.13206894417276,18.349731892583364,25.534817062134422,32.041565096460474,16.255462212169853,29.104893231120922,31.949663763533103,29.403214265762767,33.650542882561965,34.730858311570415,15.063994473801888,35.774771654844415,30.48103688325706,41.7485455689642,14.562762991066878,18.52097343653905,12.667635369119054,15.134214180874082,11.607823207786659,33.345103324801684,10.835972627686278,33.64602738515056,36.0065475341083,32.32855463697395,32.58595038893728,23.396318308113628,19.926550425950328,45.08188772812113,20.2301766567444,52.53793119970919,15.891474157739696,39.158314251660684,56.69252732563642,102.85396150919445,14.30862083286599,40.79551043536664
