,stroma_ad_dysplasia_FA_HN11A_3_t.csv,dysplasia_FA_HN14_2_t.csv,stroma_ad_dysplasia_FA_HN14_3_t.csv,stroma_ad_carcinoma_FA_HN15_1_t.csv,stroma_ad_carcinoma_FA_HN14_1_t.csv,stroma_ad_dysplasia_FA_HN15_2_t.csv,dysplasia_FA_HN15_2_t.csv,stroma_ad_dysplasia_FA_HN11A_1_t.csv,carcinoma_FA_HN11A_5_t.csv,stroma_ad_dysplasia_FA_HN15_3_t.csv,stroma_ad_dysplasia_FA_HN11A_5_t.csv,dysplasia_FA_HN15_5_t.csv,dysplasia_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN15_5_t.csv,carcinoma_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN14_2_t.csv,stroma_ad_dysplasia_FA_HN15_1_t.csv,stroma_ad_carcinoma_FA_HN11A_1_t.csv,stroma_ad_carcinoma_FA_HN14_5_t.csv,dysplasia_FA_HN11A_4_t.csv,carcinoma_FA_HN11A_1_t.csv,dysplasia_FA_HN11A_1_t.csv,carcinoma_FA_HN15_2_t.csv,carcinoma_FA_HN14_2_t.csv,dysplasia_FA_HN15_1_t.csv,carcinoma_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN14_2_t.csv,carcinoma_FA_HN11A_4_t.csv,stroma_ad_dysplasia_FA_HN11A_4_t.csv,dysplasia_FA_HN15_3_t.csv,carcinoma_FA_HN14_4_t.csv,stroma_ad_carcinoma_FA_HN14_3_t.csv,carcinoma_FA_HN11A_3_t.csv,stroma_ad_dysplasia_FA_HN11A_2_t.csv,carcinoma_FA_HN15_1_t.csv,dysplasia_FA_HN11A_5_t.csv,stroma_ad_carcinoma_FA_HN15_4_t.csv,carcinoma_FA_HN14_3_t.csv,dysplasia_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN15_3_t.csv,stroma_ad_carcinoma_FA_HN15_2_t.csv,stroma_ad_carcinoma_FA_HN14_4_t.csv,stroma_ad_dysplasia_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN14_4_t.csv,stroma_ad_dysplasia_FA_HN15_4_t.csv,dysplasia_FA_HN11A_3_t.csv
stroma_ad_dysplasia_FA_HN11A_3_t.csv,7.25883335840446e-309,157.75257794112366,136.40890162559396,139.78530040114424,40.616735577663746,77.05721676320795,inf,29.11796936745327,91.63042158423531,131.84097505195308,67.22909595014261,inf,88.22168203111974,113.0866227401086,169.91247423925358,99.37886205696398,50.10062077218534,104.74143279413602,50.84579519454532,194.63464090190968,inf,50.16002141702326,inf,inf,51.03234319477319,inf,30.99823230916472,inf,51.03234319477319,inf,inf,77.7768373081959,inf,19.960330019444143,inf,162.0427008151658,76.10823730755112,186.36125311803346,128.06319042308087,140.64038789528314,104.49825315074366,52.35298014665699,43.88921644939833,165.63995903966173,114.05587284549225,131.61826787199686,110.66323451034543
dysplasia_FA_HN14_2_t.csv,157.75257794112366,1.558650763869531e-308,117.80647409068607,101.879757489105,157.75257794112366,145.75830018223695,inf,157.75257794112366,121.81004790846566,71.32192417203356,146.21137354255836,inf,136.11280493172876,89.33191040203019,153.0555941720301,114.06160743573699,157.75257794112366,106.02229029397535,157.75257794112366,115.56761991176495,inf,157.75257794112366,inf,inf,157.75257794112366,inf,157.75257794112366,inf,157.75257794112366,inf,inf,135.66363218450505,inf,157.75257794112366,inf,157.282156421605,150.36459140198554,155.32318404580735,109.75448899540663,115.2943751301697,106.50864958076002,157.75257794112366,157.75257794112366,149.56841944153672,87.39341019126289,60.88421363555784,94.17868686155649
stroma_ad_dysplasia_FA_HN14_3_t.csv,136.40890162559396,117.80647409068607,1.913371149005585e-308,33.182376106936275,136.40890162559396,103.07094755117748,inf,136.40890162559396,108.01561696514113,86.32857415144233,131.45447027695081,inf,93.42545230066932,76.6072001853239,85.72072784069996,124.70558330767949,136.40890162559396,89.45305830964614,135.87440873471377,116.4514785526315,inf,131.45447027695081,inf,inf,136.40890162559396,inf,136.40890162559396,inf,136.40890162559396,inf,inf,131.45447027695081,inf,136.40890162559396,inf,51.65537228930839,110.59578734731997,99.90470298487901,79.59040969300008,32.311738119873695,63.89968442593019,136.40890162559396,136.40890162559396,58.46211482813561,58.26602156102379,66.54406834233322,60.33333224007811
stroma_ad_carcinoma_FA_HN15_1_t.csv,139.78530040114424,101.879757489105,33.182376106936275,1.5368772812667915e-308,139.78530040114424,109.82374510227805,inf,139.78530040114424,85.87549282850676,70.40185754986126,118.16427827784486,inf,100.17824985176989,54.054819798103296,85.43703383839932,108.77886670609843,139.78530040114424,73.52634170806508,139.78530040114424,109.69868100153093,inf,127.34589299571883,inf,inf,139.78530040114424,inf,139.78530040114424,inf,139.78530040114424,inf,inf,117.7953545902835,inf,139.78530040114424,inf,67.58208889088945,114.43003632202667,93.15190543377844,58.42873132842122,36.321538650484044,70.57409450080112,139.78530040114424,139.78530040114424,52.15461493075287,51.45885511130399,52.972983329351905,58.24413178159759
stroma_ad_carcinoma_FA_HN14_1_t.csv,40.616735577663746,157.75257794112366,136.40890162559396,139.78530040114424,1.463966949868249e-308,59.85459783916153,inf,23.181838041561306,76.75030775308946,131.84097505195308,52.34898211899676,inf,76.69289298345629,109.22844525952493,169.91247423925358,84.49874822581813,15.848210393607502,92.53806536757978,19.998594295781857,194.63464090190968,inf,46.722276430021864,inf,inf,58.47240011034613,inf,27.09026181447166,inf,58.47240011034613,inf,inf,62.896723477050045,inf,33.76344164967091,inf,162.0427008151658,58.02005097845006,186.36125311803346,128.06319042308087,140.64038789528314,97.48320219961343,18.407437179367484,14.815726941018276,165.63995903966173,111.16694547029223,131.61826787199686,104.38166879999864
stroma_ad_dysplasia_FA_HN15_2_t.csv,77.05721676320795,145.75830018223695,103.07094755117748,109.82374510227805,59.85459783916153,1.476713285729321e-308,inf,75.74552020382163,52.49000910510293,93.93509440389579,57.58166509474651,inf,22.203473084424488,56.42638978020676,169.91247423925358,55.89364229577093,52.29103969206031,39.736009888261606,58.404584291498395,194.63464090190968,inf,77.05721676320795,inf,inf,84.87342785000521,inf,79.89231729378983,inf,84.87342785000521,inf,inf,39.352263060088234,inf,78.17714120805243,inf,154.45145364811577,21.75250932168494,186.36125311803346,92.70738765823631,111.53392009055585,40.851970872810966,43.505129358789844,60.32768678370657,161.5330623793131,61.49688604220992,93.48968004398336,51.579613320680465
dysplasia_FA_HN15_2_t.csv,inf,inf,inf,inf,inf,inf,2.0317535126086836e-308,inf,inf,inf,inf,98.00889110923538,inf,inf,inf,inf,inf,inf,inf,inf,144.2450017820143,inf,inf,106.365004259698,inf,132.61758532764225,inf,144.2450017820143,inf,inf,113.89946082820845,inf,144.2450017820143,inf,36.225309624958214,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
stroma_ad_dysplasia_FA_HN11A_1_t.csv,29.11796936745327,157.75257794112366,136.40890162559396,139.78530040114424,23.181838041561306,75.74552020382163,inf,1.1703221016151564e-308,96.84755398689086,131.84097505195308,75.29244684350022,inf,85.47636433535533,113.0866227401086,169.91247423925358,100.72177422325518,27.775584689814593,104.74143279413602,42.94205902028531,194.63464090190968,inf,58.22337231038085,inf,inf,47.0006677480944,inf,8.855260595617207,inf,47.0006677480944,inf,inf,85.8401882015535,inf,15.021887859681115,inf,162.0427008151658,71.13922898407301,186.36125311803346,128.06319042308087,140.64038789528314,104.49825315074366,34.1494740849528,19.887175051294392,165.63995903966173,114.05587284549225,131.61826787199686,110.66323451034543
carcinoma_FA_HN11A_5_t.csv,91.63042158423531,121.81004790846566,108.01561696514113,85.87549282850676,76.75030775308946,52.49000910510293,inf,96.84755398689086,1.1005242346523446e-308,70.29999329236526,57.520176377493144,inf,44.06375909410123,42.07986086365683,146.1298405047255,61.0189827257191,71.91818778777832,33.829184359403584,61.963631439765535,194.63464090190968,inf,86.60985116758596,inf,inf,96.84755398689086,inf,96.84755398689086,inf,96.84755398689086,inf,inf,47.15016623094337,inf,88.16851779649022,inf,138.22727725022958,48.30453775317535,179.0273982622852,85.36557674031857,104.91018318017564,77.97469069929366,65.54429839264012,84.27593905747784,137.5848101055418,53.92809562871825,69.54142777021207,86.00532636477317
stroma_ad_dysplasia_FA_HN15_3_t.csv,131.84097505195308,71.32192417203356,86.32857415144233,70.40185754986126,131.84097505195308,93.93509440389579,inf,131.84097505195308,70.29999329236526,8.100851686476994e-309,94.3881677642172,inf,84.28959915338763,44.07059317951595,129.53082194160095,74.37238828854277,131.84097505195308,54.19908451563418,126.7385555874321,125.5873316999132,inf,111.45724229733656,inf,inf,131.84097505195308,inf,131.84097505195308,inf,131.84097505195308,inf,inf,83.84042640616391,inf,131.84097505195308,inf,137.98394644075069,98.5413856236444,134.06600168915537,72.0121711774949,83.81647519092596,54.68544380241886,131.84097505195308,131.84097505195308,122.55647248061413,45.02937883484486,53.7368922686925,42.355481083215324
