,stroma_ad_dysplasia_FA_HN11A_3_t.csv,dysplasia_FA_HN14_2_t.csv,stroma_ad_dysplasia_FA_HN14_3_t.csv,stroma_ad_carcinoma_FA_HN15_1_t.csv,stroma_ad_carcinoma_FA_HN14_1_t.csv,stroma_ad_dysplasia_FA_HN15_2_t.csv,dysplasia_FA_HN15_2_t.csv,stroma_ad_dysplasia_FA_HN11A_1_t.csv,carcinoma_FA_HN11A_5_t.csv,stroma_ad_dysplasia_FA_HN15_3_t.csv,stroma_ad_dysplasia_FA_HN11A_5_t.csv,dysplasia_FA_HN15_5_t.csv,dysplasia_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN15_5_t.csv,carcinoma_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN14_2_t.csv,stroma_ad_dysplasia_FA_HN15_1_t.csv,stroma_ad_carcinoma_FA_HN11A_1_t.csv,stroma_ad_carcinoma_FA_HN14_5_t.csv,dysplasia_FA_HN11A_4_t.csv,carcinoma_FA_HN11A_1_t.csv,dysplasia_FA_HN11A_1_t.csv,carcinoma_FA_HN15_2_t.csv,carcinoma_FA_HN14_2_t.csv,dysplasia_FA_HN15_1_t.csv,carcinoma_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN14_2_t.csv,carcinoma_FA_HN11A_4_t.csv,stroma_ad_dysplasia_FA_HN11A_4_t.csv,dysplasia_FA_HN15_3_t.csv,carcinoma_FA_HN14_4_t.csv,stroma_ad_carcinoma_FA_HN14_3_t.csv,carcinoma_FA_HN11A_3_t.csv,stroma_ad_dysplasia_FA_HN11A_2_t.csv,carcinoma_FA_HN15_1_t.csv,dysplasia_FA_HN11A_5_t.csv,stroma_ad_carcinoma_FA_HN15_4_t.csv,carcinoma_FA_HN14_3_t.csv,dysplasia_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN15_3_t.csv,stroma_ad_carcinoma_FA_HN15_2_t.csv,stroma_ad_carcinoma_FA_HN14_4_t.csv,stroma_ad_dysplasia_FA_HN14_1_t.csv,stroma_ad_carcinoma_FA_HN11A_2_t.csv,stroma_ad_dysplasia_FA_HN14_4_t.csv,stroma_ad_dysplasia_FA_HN15_4_t.csv,dysplasia_FA_HN11A_3_t.csv
stroma_ad_dysplasia_FA_HN11A_3_t.csv,2.1094300119957205e-308,33.488182585938716,33.488182585938716,inf,inf,inf,33.488182585938716,inf,inf,inf,33.78662243747914,33.488182585938716,inf,33.488182585938716,33.488182585938716,33.488182585938716,inf,inf,inf,33.488182585938716,33.488182585938716,24.36588764732285,33.488182585938716,33.488182585938716,33.488182585938716,33.488182585938716,33.35721845606996,33.488182585938716,24.36588764732285,33.488182585938716,33.488182585938716,inf,33.488182585938716,32.30628539695543,33.488182585938716,33.488182585938716,inf,33.488182585938716,33.488182585938716,33.488182585938716,33.488182585938716,inf,inf,inf,inf,33.488182585938716,inf
dysplasia_FA_HN14_2_t.csv,33.488182585938716,0.0,2.7996060299485634,inf,inf,inf,0.0,inf,inf,inf,36.53285480844775,0.0,inf,7.305325371515735,0.0,34.37536436165561,inf,inf,inf,0.0,4.195456190608336,27.625893519250162,0.0,0.0,0.0,0.0,35.099696840797094,0.0,33.151639512232435,0.0,0.0,inf,0.0,32.30628539695543,0.0,0.23019483167189847,inf,0.0,0.12340202419441226,0.0,0.0,inf,inf,inf,inf,0.0,inf
stroma_ad_dysplasia_FA_HN14_3_t.csv,33.488182585938716,2.7996060299485634,2.0549126165773996e-308,inf,inf,inf,2.7996060299485634,inf,inf,inf,36.53285480844775,2.7996060299485634,inf,4.881362454646022,2.7996060299485634,34.37536436165561,inf,inf,inf,2.7996060299485634,4.195456190608336,27.625893519250162,2.7996060299485634,2.7996060299485634,2.7996060299485634,2.7996060299485634,35.099696840797094,2.7996060299485634,33.151639512232435,2.7996060299485634,2.7996060299485634,inf,2.7996060299485634,32.30628539695543,2.7996060299485634,2.7996060299485634,inf,2.7996060299485634,2.7996060299485634,2.7996060299485634,2.7996060299485634,inf,inf,inf,inf,2.7996060299485634,inf
stroma_ad_carcinoma_FA_HN15_1_t.csv,inf,inf,inf,2.1868909320968813e-308,inf,inf,inf,63.788547636196654,40.7832002366562,21.99010719808045,inf,inf,inf,inf,inf,inf,inf,36.309149446677395,69.19958137061549,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,20.81313923570937,inf,inf,inf,inf,17.954603569136992,inf,inf,inf,inf,22.562359431948764,inf,23.83530274112836,24.26823045501706,inf,inf
stroma_ad_carcinoma_FA_HN14_1_t.csv,inf,inf,inf,inf,1.8120597649649967e-308,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,40.09888579178909,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,51.58700957044937
stroma_ad_dysplasia_FA_HN15_2_t.csv,inf,inf,inf,inf,inf,1.5233745771630754e-308,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,43.69394099725518,inf,inf,inf,inf
dysplasia_FA_HN15_2_t.csv,33.488182585938716,0.0,2.7996060299485634,inf,inf,inf,0.0,inf,inf,inf,36.53285480844775,0.0,inf,7.305325371515735,0.0,34.37536436165561,inf,inf,inf,0.0,4.195456190608336,27.625893519250162,0.0,0.0,0.0,0.0,35.099696840797094,0.0,33.151639512232435,0.0,0.0,inf,0.0,32.30628539695543,0.0,0.23019483167189847,inf,0.0,0.12340202419441226,0.0,0.0,inf,inf,inf,inf,0.0,inf
stroma_ad_dysplasia_FA_HN11A_1_t.csv,inf,inf,inf,63.788547636196654,inf,inf,inf,1.554466333482869e-308,24.32270379586309,46.6570818579402,inf,inf,inf,inf,inf,inf,inf,49.27326219693997,43.1969743774479,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,58.50587017930505,inf,inf,inf,inf,50.83976841249731,inf,inf,inf,inf,49.46897160476641,inf,56.32675857749143,46.62631567340763,inf,inf
carcinoma_FA_HN11A_5_t.csv,inf,inf,inf,40.7832002366562,inf,inf,inf,24.32270379586309,1.355634527268307e-308,24.32270379586309,inf,inf,inf,inf,inf,inf,inf,27.424038069306157,28.41638113395929,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,35.500522779764594,inf,inf,inf,inf,27.834421012956852,inf,inf,inf,inf,26.463624205225955,inf,33.32141117795098,25.37126307908828,inf,inf
stroma_ad_dysplasia_FA_HN15_3_t.csv,inf,inf,inf,21.99010719808045,inf,inf,inf,46.6570818579402,24.32270379586309,1.4922492937534186e-308,inf,inf,inf,inf,inf,inf,inf,28.317761989602225,52.068115592359035,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,13.90231274192162,inf,inf,inf,inf,28.317761989602225,inf,inf,inf,inf,28.317761989602225,inf,15.685907961947422,28.317761989602225,inf,inf
