,topology_ad_carcinoma_2_clean_tumorales.csv,topology_ad_dysplasia_1_clean_tumorales.csv,topology_carcinoma_4_clean_tumorales.csv,topology_dysplasia_10_clean_tumorales.csv,topology_ad_carcinoma_12_clean_tumorales.csv,topology_ad_carcinoma_8_clean_tumorales.csv,topology_ad_dysplasia_5_clean_tumorales.csv,topology_dysplasia_17_clean_tumorales.csv,topology_ad_dysplasia_3_clean_tumorales.csv,topology_carcinoma_10_clean_tumorales.csv,topology_carcinoma_20_clean_tumorales.csv,topology_ad_dysplasia_4_clean_tumorales.csv,topology_carcinoma_19_clean_tumorales.csv,topology_dysplasia_12_clean_tumorales.csv,topology_carcinoma_12_clean_tumorales.csv,topology_dysplasia_15_clean_tumorales.csv,topology_ad_carcinoma_15_clean_tumorales.csv,topology_dysplasia_9_clean_tumorales.csv,topology_carcinoma_11_clean_tumorales.csv,topology_carcinoma_5_clean_tumorales.csv,topology_carcinoma_1_clean_tumorales.csv,topology_dysplasia_18_clean_tumorales.csv,topology_ad_dysplasia_10_clean_tumorales.csv,topology_dysplasia_14_clean_tumorales.csv,topology_dysplasia_16_clean_tumorales.csv,topology_carcinoma_9_clean_tumorales.csv,topology_carcinoma_17_clean_tumorales.csv,topology_carcinoma_18_clean_tumorales.csv,topology_ad_carcinoma_7_clean_tumorales.csv,topology_carcinoma_6_clean_tumorales.csv,topology_ad_carcinoma_14_clean_tumorales.csv,topology_dysplasia_19_clean_tumorales.csv,topology_carcinoma_3_clean_tumorales.csv,topology_dysplasia_4_clean_tumorales.csv,topology_ad_carcinoma_4_clean_tumorales.csv,topology_ad_carcinoma_10_clean_tumorales.csv,topology_ad_carcinoma_1_clean_tumorales.csv,topology_dysplasia_1_clean_tumorales.csv,topology_dysplasia_13_clean_tumorales.csv,topology_ad_carcinoma_6_clean_tumorales.csv,topology_ad_carcinoma_5_clean_tumorales.csv,topology_ad_carcinoma_13_clean_tumorales.csv,topology_dysplasia_11_clean_tumorales.csv,topology_dysplasia_2_clean_tumorales.csv,topology_carcinoma_2_clean_tumorales.csv,topology_carcinoma_7_clean_tumorales.csv,topology_carcinoma_8_clean_tumorales.csv,topology_ad_dysplasia_6_clean_tumorales.csv,topology_carcinoma_15_clean_tumorales.csv,topology_ad_carcinoma_3_clean_tumorales.csv,topology_ad_dysplasia_9_clean_tumorales.csv,topology_ad_carcinoma_9_clean_tumorales.csv,topology_ad_carcinoma_11_clean_tumorales.csv,topology_dysplasia_7_clean_tumorales.csv,topology_dysplasia_6_clean_tumorales.csv,topology_dysplasia_5_clean_tumorales.csv,topology_carcinoma_14_clean_tumorales.csv,topology_dysplasia_3_clean_tumorales.csv,topology_carcinoma_13_clean_tumorales.csv,topology_ad_dysplasia_2_clean_tumorales.csv,topology_carcinoma_16_clean_tumorales.csv,topology_ad_dysplasia_7_clean_tumorales.csv,topology_dysplasia_8_clean_tumorales.csv
topology_ad_carcinoma_2_clean_tumorales.csv,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
topology_ad_dysplasia_1_clean_tumorales.csv,inf,0.0,102.41245623385748,84.32891340364176,56.20082100158825,0.0,0.0,38.06971538935393,0.0,68.9804299670405,69.97613842111284,0.0,57.91639103882288,125.48716488062436,43.181133281318424,52.87556268669607,15.122668166888843,137.44715933452204,87.09374930164844,90.30366269440563,73.82337966154398,35.415480611093614,0.0,43.49041440366024,41.1031168167208,74.1343391915228,52.35466740921211,76.15041282002167,4.197889520725852,55.619093218870916,0.0,51.660862785866,53.43130674181231,126.63468841294358,1.7036276558703705,7.501379863091074,15.732530856978642,62.85854876752464,54.93761841609937,0.0,0.0,0.0,61.938864104154504,98.43063475260158,78.39923878421925,66.09319816424818,84.3605400018796,0.0,74.47869159390311,0.0,0.0,2.4856024299833166,0.0,134.87718474523348,87.87346627634776,81.23379777050607,53.2451718985041,129.46776628750206,92.35513956248926,0.0,77.73110182816282,0.0,68.29978260902737
topology_carcinoma_4_clean_tumorales.csv,inf,102.41245623385748,1.70444895692415e-308,72.81700489905836,102.41245623385748,102.41245623385748,102.41245623385748,102.41245623385748,102.41245623385748,46.38993315061441,69.97613842111286,102.41245623385748,64.98098957588616,62.301007282811725,71.7951818392134,57.91012548101861,102.41245623385748,137.44715933452204,63.50507940236869,31.521846226783907,66.43963404992166,102.41245623385748,102.41245623385748,102.41245623385748,102.41245623385748,41.0083885034239,72.65680654373426,36.17797741967104,102.41245623385748,85.9968158878132,102.41245623385748,87.43678252988775,65.20551552152571,35.187187115284814,102.41245623385748,102.41245623385748,102.41245623385748,56.537516463243435,89.64139642454683,102.41245623385748,102.41245623385748,102.41245623385748,70.29868417062173,23.30842596064764,43.05861138970073,75.74711921351806,39.08635004597451,102.41245623385748,56.555950805067,102.41245623385748,102.41245623385748,102.41245623385748,102.41245623385748,57.76761046804831,71.58096399158467,81.2337977705061,77.92009598915183,82.89771366359327,29.404277644736368,102.41245623385748,71.87305850012007,102.41245623385748,102.41245623385748
topology_dysplasia_10_clean_tumorales.csv,inf,84.32891340364176,72.81700489905836,2.045257701228063e-308,72.68404921974769,84.32891340364176,84.32891340364176,79.5357425451914,84.32891340364176,56.30907321702901,84.32891340364176,84.32891340364176,39.70706046959583,95.50139004029523,51.47210172612648,52.87556268669607,84.32891340364176,133.78844185160767,87.09374930164844,54.54483585394098,41.834447816804044,84.32891340364176,84.32891340364176,61.67432217281768,75.48549596750755,56.215441988316115,72.31607984673062,62.11771873031708,84.32891340364176,34.04590133960943,84.32891340364176,64.40990422161994,36.773410498093284,108.00419201434318,84.32891340364176,84.32891340364176,84.32891340364176,55.91262046318829,38.357778166911174,84.32891340364176,84.32891340364176,84.32891340364176,43.90482084368608,55.41673626371002,51.021360071794234,41.24590678118571,59.3292940678665,84.32891340364176,44.28884395912462,84.32891340364176,84.32891340364176,84.32891340364176,84.32891340364176,93.93202872264314,56.27850761250494,61.84789973634673,41.224804411616006,129.46776628750206,74.43945825328888,84.32891340364176,77.73110182816285,84.32891340364176,37.879495613106286
topology_ad_carcinoma_12_clean_tumorales.csv,inf,56.20082100158825,102.41245623385748,72.68404921974769,1.430103755205291e-308,56.20082100158825,56.20082100158825,56.20082100158825,56.20082100158825,68.9804299670405,67.82659495050586,56.20082100158825,56.20082100158828,125.48716488062436,56.20082100158825,56.20082100158825,56.20082100158825,97.06446378203881,87.09374930164844,90.30366269440563,72.50527623009685,56.20082100158825,56.20082100158825,56.20082100158825,56.20082100158825,68.16270635297451,56.20082100158825,76.15041282002167,56.20082100158825,56.20082100158825,56.20082100158825,56.20082100158825,56.20082100158825,126.63468841294358,56.20082100158825,56.20082100158825,56.20082100158825,58.449550036975864,56.20082100158825,56.20082100158825,56.20082100158825,56.20082100158825,56.20082100158828,98.43063475260158,78.39923878421925,66.09319816424818,84.3605400018796,56.20082100158825,68.4953012761161,56.20082100158825,56.20082100158825,56.20082100158825,56.20082100158825,134.87718474523348,87.87346627634776,66.78246691315059,56.20082100158825,129.46776628750206,92.35513956248926,56.20082100158825,77.73110182816282,56.20082100158825,60.459544941168645
topology_ad_carcinoma_8_clean_tumorales.csv,inf,0.0,102.41245623385748,84.32891340364176,56.20082100158825,0.0,0.0,38.06971538935393,0.0,68.9804299670405,69.97613842111284,0.0,57.91639103882288,125.48716488062436,43.181133281318424,52.87556268669607,15.122668166888843,137.44715933452204,87.09374930164844,90.30366269440563,73.82337966154398,35.415480611093614,0.0,43.49041440366024,41.1031168167208,74.1343391915228,52.35466740921211,76.15041282002167,4.197889520725852,55.619093218870916,0.0,51.660862785866,53.43130674181231,126.63468841294358,1.7036276558703705,7.501379863091074,15.732530856978642,62.85854876752464,54.93761841609937,0.0,0.0,0.0,61.938864104154504,98.43063475260158,78.39923878421925,66.09319816424818,84.3605400018796,0.0,74.47869159390311,0.0,0.0,2.4856024299833166,0.0,134.87718474523348,87.87346627634776,81.23379777050607,53.2451718985041,129.46776628750206,92.35513956248926,0.0,77.73110182816282,0.0,68.29978260902737
topology_ad_dysplasia_5_clean_tumorales.csv,inf,0.0,102.41245623385748,84.32891340364176,56.20082100158825,0.0,0.0,38.06971538935393,0.0,68.9804299670405,69.97613842111284,0.0,57.91639103882288,125.48716488062436,43.181133281318424,52.87556268669607,15.122668166888843,137.44715933452204,87.09374930164844,90.30366269440563,73.82337966154398,35.415480611093614,0.0,43.49041440366024,41.1031168167208,74.1343391915228,52.35466740921211,76.15041282002167,4.197889520725852,55.619093218870916,0.0,51.660862785866,53.43130674181231,126.63468841294358,1.7036276558703705,7.501379863091074,15.732530856978642,62.85854876752464,54.93761841609937,0.0,0.0,0.0,61.938864104154504,98.43063475260158,78.39923878421925,66.09319816424818,84.3605400018796,0.0,74.47869159390311,0.0,0.0,2.4856024299833166,0.0,134.87718474523348,87.87346627634776,81.23379777050607,53.2451718985041,129.46776628750206,92.35513956248926,0.0,77.73110182816282,0.0,68.29978260902737
topology_dysplasia_17_clean_tumorales.csv,inf,38.06971538935393,102.41245623385748,79.5357425451914,56.20082100158825,38.06971538935393,38.06971538935393,1.4493408467792775e-308,38.06971538935393,68.9804299670405,69.97613842111284,38.06971538935393,53.79413474924931,125.48716488062436,42.61511286172387,52.87556268669607,36.55176239913921,137.44715933452204,87.09374930164844,90.30366269440563,70.80249480400079,22.609068575749447,38.06971538935393,31.75046390104046,18.975763908130375,74.1343391915228,52.35466740921211,76.15041282002167,38.06971538935393,45.99765423019849,38.06971538935393,20.06519112385783,52.697343299023146,126.63468841294358,38.06971538935393,38.06971538935393,38.06971538935393,62.85854876752464,54.89776292532994,38.06971538935393,38.06971538935393,38.06971538935393,59.6868035490873,98.43063475260158,78.39923878421925,63.2279784029007,84.3605400018796,38.06971538935393,74.47869159390311,38.06971538935393,38.06971538935393,38.06971538935393,38.06971538935393,134.87718474523348,79.91401951924755,81.23379777050607,46.46810435580778,129.46776628750206,92.35513956248926,38.06971538935393,77.73110182816282,38.06971538935393,43.47674060894022
topology_ad_dysplasia_3_clean_tumorales.csv,inf,0.0,102.41245623385748,84.32891340364176,56.20082100158825,0.0,0.0,38.06971538935393,0.0,68.9804299670405,69.97613842111284,0.0,57.91639103882288,125.48716488062436,43.181133281318424,52.87556268669607,15.122668166888843,137.44715933452204,87.09374930164844,90.30366269440563,73.82337966154398,35.415480611093614,0.0,43.49041440366024,41.1031168167208,74.1343391915228,52.35466740921211,76.15041282002167,4.197889520725852,55.619093218870916,0.0,51.660862785866,53.43130674181231,126.63468841294358,1.7036276558703705,7.501379863091074,15.732530856978642,62.85854876752464,54.93761841609937,0.0,0.0,0.0,61.938864104154504,98.43063475260158,78.39923878421925,66.09319816424818,84.3605400018796,0.0,74.47869159390311,0.0,0.0,2.4856024299833166,0.0,134.87718474523348,87.87346627634776,81.23379777050607,53.2451718985041,129.46776628750206,92.35513956248926,0.0,77.73110182816282,0.0,68.29978260902737
topology_carcinoma_10_clean_tumorales.csv,inf,68.9804299670405,46.38993315061441,56.30907321702901,68.9804299670405,68.9804299670405,68.9804299670405,68.9804299670405,68.9804299670405,9.156069554704154e-309,69.97613842111284,68.9804299670405,31.288543932248274,69.07431829185128,33.99913283825444,55.49776090896884,68.9804299670405,137.44715933452204,79.25759868856505,31.521846226783907,34.14504187209698,68.9804299670405,68.9804299670405,64.29877324240422,68.9804299670405,41.18736284493809,51.335604103400456,30.335927497253238,68.9804299670405,56.20693209851359,68.9804299670405,66.96266314686821,41.18736284493809,81.57712026589923,68.9804299670405,68.9804299670405,68.9804299670405,47.57231731131645,56.30907321702901,68.9804299670405,68.9804299670405,68.9804299670405,50.187772375903364,35.8189023811554,24.717562296667722,38.979370513729975,32.90222231942255,68.9804299670405,41.18736284493809,68.9804299670405,68.9804299670405,68.9804299670405,68.9804299670405,70.30864655683939,58.73749854691101,81.23379777050607,39.67573729192006,129.28764681420768,48.012386504844926,68.9804299670405,76.65228730862185,68.9804299670405,62.26095253829459
