,stroma_ad_dysplasia_FA_HN14_2.csv,carcinoma_FA_HN11A_2.csv,dysplasia_FA_HN15_5.csv,carcinoma_FA_HN11A_4.csv,stroma_ad_carcinoma_FA_HN14_1.csv,stroma_ad_dysplasia_FA_HN14_1.csv,stroma_ad_dysplasia_FA_HN15_3.csv,stroma_ad_dysplasia_FA_HN11A_5.csv,stroma_ad_dysplasia_FA_HN11A_1.csv,dysplasia_FA_HN11A_1.csv,carcinoma_FA_HN14_2.csv,stroma_ad_carcinoma_FA_HN14_3.csv,stroma_ad_dysplasia_FA_HN15_2.csv,stroma_ad_dysplasia_FA_HN11A_3.csv,dysplasia_FA_HN11A_2.csv,dysplasia_FA_HN11A_3.csv,stroma_ad_carcinoma_FA_HN15_3.csv,carcinoma_FA_HN11A_1.csv,stroma_ad_dysplasia_FA_HN15_4.csv,carcinoma_FA_HN14_3.csv,stroma_ad_dysplasia_FA_HN14_4.csv,stroma_ad_carcinoma_FA_HN15_4.csv,stroma_ad_dysplasia_FA_HN11A_4.csv,dysplasia_FA_HN11A_4.csv,carcinoma_FA_HN14_4.csv,dysplasia_FA_HN11A_5.csv,dysplasia_FA_HN15_4.csv,dysplasia_FA_HN15_2.csv,dysplasia_FA_HN15_1.csv,dysplasia_FA_HN15_3.csv,carcinoma_FA_HN15_2.csv,stroma_ad_dysplasia_FA_HN14_3.csv,stroma_ad_carcinoma_FA_HN14_5.csv,carcinoma_FA_HN11A_5.csv,stroma_ad_dysplasia_FA_HN11A_2.csv,dysplasia_FA_HN14_1.csv,stroma_ad_carcinoma_FA_HN11A_2.csv,carcinoma_FA_HN15_3.csv,carcinoma_FA_HN11A_3.csv,stroma_ad_dysplasia_FA_HN15_5.csv,stroma_ad_carcinoma_FA_HN11A_1.csv,carcinoma_FA_HN14_1.csv,stroma_ad_dysplasia_FA_HN15_1.csv,stroma_ad_carcinoma_FA_HN14_4.csv,stroma_ad_carcinoma_FA_HN15_1.csv,stroma_ad_carcinoma_FA_HN14_2.csv,carcinoma_FA_HN15_1.csv,stroma_ad_carcinoma_FA_HN15_2.csv
carcinoma_FA_HN14_2.csv,1328.5563179352562,840.5818766438802,574.6240749000509,714.8594603431171,2062.586763865371,1247.041668242301,1681.218569063682,1632.2647161219754,1076.1194016311822,1551.554187709789,0.0,2018.2777334859277,1068.9229365133715,1776.2338844885228,870.0595385194724,1221.2276725272854,1464.2993657278773,876.9248156730602,1343.775746863031,1394.6102476558185,1727.2252287350043,1280.8494937456908,1937.220903646064,576.6674661250348,979.95565846828,909.2771091701816,inf,551.843390885042,413.8813108457008,2203.052290102323,1197.4640147375806,2030.250468412472,1845.242231075868,799.3114036293571,1390.5561087563096,1555.5692134387605,912.7378015328973,inf,580.8272593415992,1904.8732146095358,1302.8746928635335,1199.491157860135,1424.4885137632868,1613.4622337637024,876.9337432857474,2097.503022886706,1433.5534925545471,1421.6150720791209
stroma_ad_carcinoma_FA_HN14_3.csv,1046.893317067227,1419.404139954728,1695.0846297021099,1534.80060478642,362.2318692908484,1009.2386432311661,2010.0944741501266,654.3468138046109,1118.6498567642404,770.2174105635847,2018.2777334859277,0.0,1277.122600033304,474.3716193484717,1334.289236904316,2211.3529622374717,1553.339107727029,1376.1170123557483,998.3238592682859,1038.8147302702962,987.7056269407819,1530.610501558058,342.49934229505106,1942.1226435070444,1282.8355532426124,1815.813016178032,inf,2054.8050369345547,2093.7869092587553,3073.3112146936314,2281.881084645275,2243.041694513911,494.1482833188131,1429.5038438908523,790.1341664261928,2031.9580157258415,1399.8691621141909,inf,1815.7399092195199,574.5981325652972,853.8188068738629,1173.9340999136725,772.4506049353529,584.1686322266544,1772.7437741936951,325.114663633195,2355.248884178143,2098.882679623502
stroma_ad_dysplasia_FA_HN15_2.csv,606.7958125723825,581.8939973561933,788.7141306622457,764.4224065136879,1325.617509818208,591.9638375960085,1240.4823841152324,904.3272717070348,583.1885627392237,880.3466025554794,1068.9229365133715,1277.122600033304,0.0,1073.435136128112,568.6193290634836,1203.2991632937421,794.4379170087611,757.749465269291,723.7458156259701,936.9759681816,959.3609112966298,659.4735377805306,1200.4832939691735,971.0722429149887,753.6051683891816,762.6193396301437,inf,1074.5134237334576,1111.879630779437,2197.1364300330843,1276.8409977051283,1573.5521623043712,1115.5105186615472,565.0315515606228,706.786336278411,1201.2782089531859,603.4862393430244,inf,846.4354085299142,1173.7251886898464,658.2508350930888,824.9156925925389,710.3257984370529,916.9408235373832,745.823885957005,1356.6232858417602,1384.8728035733218,1186.2170691923588
stroma_ad_dysplasia_FA_HN11A_3.csv,897.6414445299374,1185.7266673993447,1438.157840827026,1302.5866655449968,531.056135203341,745.4865810848706,1878.2442789982538,544.5542782063151,855.6278246699297,553.2343660750008,1776.2338844885228,474.3716193484717,1073.435136128112,0.0,1092.7976769316415,2029.195227782991,1388.9771360601837,1095.2448728163354,852.651071514427,803.4949450304748,927.5462479227115,1349.5934529992262,413.91514223065917,1732.9805424343958,1025.8533577731425,1603.9041557683697,inf,1832.9161201425989,1875.3407073195553,2936.9138979129552,2108.73465721655,2143.323973798094,426.1868353474182,1176.9017361777974,581.447781002159,1885.1283975591139,1197.6332767469173,inf,1560.955146989869,634.3197664247923,647.8987992594895,914.4401536540352,602.9424780862573,444.13327115533207,1564.4898607633377,548.5802918472476,2194.637295846293,1931.554878346192
dysplasia_FA_HN11A_2.csv,803.1220190723142,508.04183271132484,612.3851216071232,600.3871770023255,1380.0139126734043,649.993459008872,1471.753384062754,978.5284954744545,520.0717277472387,885.1599601469895,870.0595385194724,1334.289236904316,568.6193290634836,1092.7976769316415,0.0,1276.3764780795639,1043.7669452221626,546.4561164017691,847.3621891222675,842.254520392463,1172.7411945200226,864.4007564215647,1249.8212275042185,823.0292542149368,586.0724774222908,787.6372054188462,inf,944.0787814925814,972.3197925200143,2340.6153620304576,1335.789698028344,1822.3962441331305,1144.3249475988277,443.4639557072103,751.9231752986249,1354.9316788829747,592.2252049482487,inf,674.086503477155,1236.6069470189125,684.6533230483045,685.2790354734866,790.7628392736075,942.5110052778375,759.6714743766584,1401.6266537609886,1454.5839134235353,1342.229326659939
dysplasia_FA_HN11A_3.csv,1327.77162349426,1135.6387174724614,1175.3025434409687,1355.9626272726337,2236.6928786567896,1498.196924732387,819.6001258084884,1808.2714651369183,1528.1652925902029,1876.0448151264063,1221.2276725272854,2211.3529622374717,1203.2991632937421,2029.195227782991,1276.3764780795639,0.0,929.9851943971003,1491.722576556965,1426.0230081100008,1917.59305741111,1592.9619884532244,900.552515895173,2137.6098533324853,971.0204811303078,1605.4195958199214,802.7834993492738,inf,965.7914114362221,1167.8858819693578,1353.7633805675962,657.0246554993414,1167.893937350062,2058.422373238981,1269.8273303977935,1692.2768924209715,783.5037006044292,1039.0414300388957,inf,1233.0570448015355,2033.9951013478906,1649.138263505889,1761.7608970584677,1611.3860259936673,1945.750179971261,800.1897559201739,2271.7901860027155,686.8800848395138,727.879281622833
stroma_ad_carcinoma_FA_HN15_3.csv,781.3441165265455,931.6587854071488,1196.2392509635258,1276.7160471701127,1575.7200265046386,1023.9687527955098,799.2002846417367,1195.0756383518228,1095.9777513090282,1324.9289723339348,1464.2993657278773,1553.339107727029,794.4379170087611,1388.9771360601837,1043.7669452221626,929.9851943971003,0.0,1314.5248340606586,871.2124295843811,1469.4052423663009,1008.7656063722409,579.4098179694441,1496.6172189865338,1194.5514581367859,1328.9451269117108,868.805567436033,inf,1259.2023972928675,1408.8373735889245,1746.3620722387404,1043.0187974729292,1128.0783400630635,1444.0548161263157,1054.2721978430818,1121.9724088162955,879.8901516920403,803.5726944305891,inf,1263.7274148898434,1352.7744261022349,1137.162070670705,1390.067032761709,1010.4593174367436,1330.0645345058288,821.5161448046737,1614.745432379869,1139.0050261897482,848.532766407808
carcinoma_FA_HN11A_1.csv,1008.4951636623625,673.4306992236698,600.201899266617,470.24406516438177,1415.4715286789124,691.6193862388127,1728.5430108784958,1044.1846975056226,544.7892577674127,863.7235225402991,876.9248156730602,1376.1170123557483,757.749465269291,1095.2448728163354,546.4561164017691,1491.722576556965,1314.5248340606586,0.0,1010.3595502518575,735.651445610775,1367.4057058416602,1116.8743585826448,1280.034770272014,947.481771184501,374.59349279395633,980.8302368082707,inf,1044.5616063490488,996.7626718591472,2612.7135069166357,1568.8428675580185,2119.325513418253,1155.8114289426594,480.9788444962677,784.2847410006001,1667.4387008407548,772.5133708104922,inf,678.5389031538623,1329.0649170705462,713.8491749826401,537.9589550306627,912.3879646208406,942.8098498300211,926.004346584742,1460.2648882537774,1708.091349831768,1625.4949458269223
stroma_ad_dysplasia_FA_HN15_4.csv,442.850054869985,795.5614839738257,1083.041094520536,1017.9202068872448,1017.4081287367875,669.6806173155283,1264.2141104754785,700.9026952486812,723.304767749226,908.0216393852699,1343.775746863031,998.3238592682859,723.7458156259701,852.651071514427,847.3621891222675,1426.0230081100008,871.2124295843811,1010.3595502518575,0.0,1093.5708338438847,642.8396230162158,925.9188243493668,950.863329553085,1211.989052531142,964.4305310034486,1121.4730297940905,inf,1328.1950237837484,1375.511180836686,2283.041190215805,1487.769259861637,1566.0609043574989,982.3091131609337,894.5248449602361,600.9517887611264,1284.4883713295737,694.0213084399392,inf,1210.8302966403085,761.3610519051803,708.9315704580863,1042.5010406687024,532.8172721832681,795.5081183482667,1062.5102061115958,1014.2512408860322,1523.114258489385,1298.0207025639747
carcinoma_FA_HN14_3.csv,1031.0620718051193,1051.2461551773408,1144.4901635492347,1000.1316060763795,1107.1487705351487,757.7740221018629,1982.570652731983,809.0548512932988,645.2468010345149,529.2341390754033,1394.6102476558185,1038.8147302702962,936.9759681816,803.4949450304748,842.254520392463,1917.59305741111,1469.4052423663009,735.651445610775,1093.5708338438847,0.0,1297.3072698962499,1292.5767537983006,960.9719855828881,1411.9835139212694,637.9960414304694,1383.6974572937256,inf,1547.2106548958532,1526.0783507162719,2962.522845792897,1999.524787885525,2263.0195271589014,806.8824769923999,866.1903554076815,669.2800568836251,1914.4992845991844,1131.2421184508082,inf,1155.1700163085056,1135.174803066213,556.262883462081,426.8449158195815,861.9372462459692,684.4421915695702,1340.4606503165144,1132.3124353048008,2107.9326760624576,1948.5652427653642
stroma_ad_dysplasia_FA_HN14_4.csv,618.831891102027,1184.380050433451,1453.716377700869,1391.8026862319716,1005.4372812054394,949.1150117513104,1317.5026190511667,753.0759488681323,1065.4663435979487,1053.691833971177,1727.2252287350043,987.7056269407819,959.3609112966298,927.5462479227115,1172.7411945200226,1592.9619884532244,1008.7656063722409,1367.4057058416602,642.8396230162158,1297.3072698962499,0.0,1075.5193171375568,960.2214861392765,1581.491690821219,1320.3005573311284,1348.2066257931058,inf,1677.4875743419368,1725.94621381256,2301.7143325995803,1644.8478913933632,1523.6192210507309,1014.9696147708337,1239.774829187112,835.6980224882517,1399.7387407895044,1057.0328526513504,inf,1552.4001440121579,735.9099983903299,940.5279335221575,1339.1328684061918,768.3639894281929,973.8381813954772,1296.7272653742314,958.643188601557,1682.5644586784758,1422.7461667508605
stroma_ad_carcinoma_FA_HN15_4.csv,788.5333073414381,806.1320603835834,1035.1060462044306,1105.762004594615,1566.4526485763126,899.1412832287411,918.8358732244487,1179.5890027299301,953.0789132127271,1192.8964805172766,1280.8494937456908,1530.610501558058,659.4735377805306,1349.5934529992262,864.4007564215647,900.552515895173,579.4098179694441,1116.8743585826448,925.9188243493668,1292.5767537983006,1075.5193171375568,0.0,1460.8147887351681,1040.8249236624272,1143.6240486210568,727.0388261639407,inf,1093.1154869761838,1243.5956277182825,1842.0192814568568,1009.0041386383617,1247.0379395519408,1378.3893129321602,867.3099934160289,1035.3951424421457,883.7951776855977,688.9957395518851,inf,1076.4197572476378,1384.4692720018634,997.566344204639,1213.2458086545394,952.2968299545975,1264.2505031928717,711.6219320065186,1610.4596939779042,1090.68096720386,943.377300731932
stroma_ad_dysplasia_FA_HN11A_4.csv,996.140801029511,1336.0129695682142,1606.0169434869404,1456.6885949508128,380.2465344168699,916.625246730265,1967.04089874049,610.2233711850844,1040.5830813264536,691.4202217568073,1937.220903646064,342.49934229505106,1200.4832939691735,413.91514223065917,1249.8212275042185,2137.6098533324853,1496.6172189865338,1280.034770272014,950.863329553085,960.9719855828881,960.2214861392765,1460.8147887351681,0.0,1865.9127075697854,1204.0973892165443,1739.7801718944638,inf,1972.1936976087345,2014.3908191739279,3032.904245053179,2209.942281430139,2206.620975789852,454.1772716831859,1336.3232718575027,699.1393279777708,1972.2841813569146,1321.30781560641,inf,1723.1490478127957,578.8732334571123,790.178721782625,1093.8518293537718,715.0266708644137,540.1949467145696,1695.3385877932335,392.37534755984575,2289.3855421697313,2049.771202772861
dysplasia_FA_HN11A_4.csv,1202.4870655332015,776.4067954328124,646.5654160494255,796.9822337854125,1988.7269578173089,1197.7885412337532,1350.924813689238,1584.0227386007807,1084.8758437845281,1544.5374848311367,576.6674661250348,1942.1226435070444,971.0722429149887,1732.9805424343958,823.0292542149368,971.0204811303078,1194.5514581367859,947.481771184501,1211.989052531142,1411.9835139212694,1581.491690821219,1040.8249236624272,1865.9127075697854,0.0,1042.3483615741598,758.5756877686914,inf,492.80397291330627,585.8466610360719,1952.2501355870772,943.2592283144218,1711.6527486063871,1800.7749880712647,781.4910803177748,1354.3618663482966,1224.544728930523,772.1115295000644,inf,651.6564617881696,1810.2482064971066,1261.6279560295693,1241.9101142682719,1332.9168952478617,1597.558298213107,684.5345383420538,2023.887673081343,1143.6021364454657,1152.1742219871178
carcinoma_FA_HN14_4.csv,975.4789488634611,715.9125194794814,708.7254112035154,532.5371742120419,1329.8614076368015,652.7463472820056,1782.166801608667,970.6792642938467,518.4828309196521,777.6391333439052,979.95565846828,1282.8355532426124,753.6051683891816,1025.8533577731425,586.0724774222908,1605.4195958199214,1328.9451269117108,374.59349279395633,964.4305310034486,637.9960414304694,1320.3005573311284,1143.6240486210568,1204.0973892165443,1042.3483615741598,0.0,1053.2231121735372,inf,1167.9990106501382,1112.0935496031318,2685.2170336002628,1674.3461121317814,2147.864918703965,1076.1013824248625,519.7552787068832,724.5821277105281,1707.0077004096754,835.8828542956392,inf,772.3095620031785,1236.8904031951395,646.6604725832813,478.3604307093964,855.9996248405914,862.8050367724952,1015.3302012706979,1371.5024745449005,1800.4443431610905,1676.6599701282667
dysplasia_FA_HN11A_5.csv,1004.6428620667612,726.3491437180403,770.030250311436,912.4266848260303,1855.6465488668846,1057.7657431294808,1075.1371735222183,1409.7453265573624,967.9138029972607,1385.2469546966274,909.2771091701816,1815.813016178032,762.6193396301437,1603.9041557683697,787.6372054188462,802.7834993492738,868.805567436033,980.8302368082707,1121.4730297940905,1383.6974572937256,1348.2066257931058,727.0388261639407,1739.7801718944638,758.5756877686914,1053.2231121735372,0.0,inf,791.2167537486503,903.9749773160071,1820.2649453507156,900.4653948819853,1460.57528283114,1640.599469586136,767.3148662702047,1218.8302187396455,1026.5819062418464,736.7897023152102,inf,827.4344295911175,1678.872230767544,1152.8294658269792,1206.740943097422,1202.2583344299383,1475.5928277303974,534.6097747957123,1892.743747818943,991.3268065735319,939.4051648914881
dysplasia_FA_HN15_4.csv,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1540.190350763811,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
dysplasia_FA_HN15_2.csv,1270.9260959088601,810.5898996748776,663.1431278750949,849.1449536640312,2096.028837866703,1279.3010091115596,1408.349697492712,1671.8905857278714,1173.2706501959788,1625.2300959773963,551.843390885042,2054.8050369345547,1074.5134237334576,1832.9161201425989,944.0787814925814,965.7914114362221,1259.2023972928675,1044.5616063490488,1328.1950237837484,1547.2106548958532,1677.4875743419368,1093.1154869761838,1972.1936976087345,492.80397291330627,1167.9990106501382,791.2167537486503,inf,0.0,518.9299744578739,1925.7963716877794,936.8774361154443,1792.9607418915307,1888.4658177228646,866.1006130554613,1457.6026596694321,1279.3620074210999,850.6858112384061,inf,673.9057464666712,1900.6032116262277,1372.9106029891395,1363.1962558459904,1402.8424818851922,1712.879798215979,753.7103131578594,2133.841188994082,1143.1564419559063,1184.0028021620108
dysplasia_FA_HN15_1.csv,1321.1507391616178,884.4021596438678,656.1620390718916,822.5588916142467,2139.8693658005395,1295.4417765147425,1611.476142740202,1699.8058629726006,1192.4855395670352,1640.5297184877845,413.8813108457008,2093.7869092587553,1111.879630779437,1875.3407073195553,972.3197925200143,1167.8858819693578,1408.8373735889245,996.7626718591472,1375.511180836686,1526.0783507162719,1725.94621381256,1243.5956277182825,2014.3908191739279,585.8466610360719,1112.0935496031318,903.9749773160071,inf,518.9299744578739,0.0,2110.794955921466,1126.3885711851376,1960.9722530029287,1918.219043426768,884.6534556268665,1492.268806411576,1505.6544859103299,929.9221382042616,inf,620.4125000617797,1955.4639018494645,1405.8790833919554,1330.7526434602164,1466.9987418219594,1726.7379706675438,850.9938994620578,2179.589543387595,1333.6750181439083,1366.2609354771848
